season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2018-19,200752,Rudy Gay,Rudy,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10T00:00:00,SAS vs. DAL,W,28.3,0,0,0,2,11,3,12,22,0,2,0,4,21.5,1,1,1,1,8840,12104,10185,10121,13916,18733,6595,21788,11702,8286,23649,1,2953,11621,1,28:18,2018,2019
2018-19,202347,Quincy Pondexter,Quincy,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10T00:00:00,SAS vs. DAL,W,2.6,0,0,0,0,2,2,0,2,0,0,0,0,0.0,1,1,1,1,25391,12104,10185,10121,19484,2593,3276,1,525,8286,1,1,18923,25271,1,2:36,2018,2019
2018-19,201158,Marco Belinelli,Marco,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10T00:00:00,SAS vs. DAL,W,17.55,0,0,0,0,9,0,10,12,0,0,1,0,4.9,1,1,1,1,18133,12104,10185,10121,19484,15552,1,19632,4785,8286,1,4829,18923,22944,1,17:33,2018,2019
2018-19,1627751,Jakob Poeltl,Jakob,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10T00:00:00,SAS vs. DAL,W,19.83333333333333,0,0,0,4,2,3,5,16,1,0,2,0,12.4,1,1,1,1,16306,12104,10185,10121,9626,2593,6595,10952,7240,2599,1,11136,18923,18045,1,19:50,2018,2019
2018-19,1629234,Drew Eubanks,Drew,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10T00:00:00,SAS vs. DAL,W,2.6,0,0,0,0,2,2,0,2,0,0,1,0,0.0,1,1,1,1,25391,12104,10185,10121,19484,2593,3276,1,525,8286,1,4829,18923,25271,1,2:36,2018,2019
2018-19,1627854,Bryn Forbes,Bryn,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10T00:00:00,SAS vs. DAL,W,26.2,3,0,0,0,2,4,2,22,0,0,1,1,20.8,1,1,1,1,10727,4288,10185,10121,19484,2593,7911,3835,11702,8286,1,4829,12643,12109,1,26:12,2018,2019
2018-19,1629022,Lonnie Walker IV,Lonnie,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10T00:00:00,SAS vs. DAL,W,3.8666666666666663,0,0,0,0,2,2,0,2,0,0,0,1,1.2,1,1,1,1,24856,12104,10185,10121,19484,2593,3276,1,525,8286,1,1,12643,24821,1,3:52,2018,2019
2018-19,202700,Donatas Motiejunas,Donatas,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10T00:00:00,SAS vs. DAL,W,2.6,0,0,0,2,2,2,0,2,0,0,1,0,1.2,1,1,1,1,25391,12104,10185,10121,13916,2593,3276,1,525,8286,1,4829,18923,24821,1,2:36,2018,2019
2018-19,202722,Dāvis Bertāns,Dāvis,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10T00:00:00,SAS vs. DAL,W,19.73333333333333,0,0,0,0,7,0,10,16,0,0,0,0,14.1,1,1,1,1,16395,12104,10185,10121,19484,11872,1,19632,7240,8286,1,1,18923,16854,1,19:44,2018,2019
2018-19,201942,DeMar DeRozan,DeMar,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10T00:00:00,SAS vs. DAL,W,33.733333333333334,2,0,0,8,4,4,2,24,0,2,2,6,38.0,1,1,1,1,4096,6382,10185,10121,4159,6158,7911,3835,13343,8286,23649,11136,1031,3380,1,33:44,2018,2019
2018-19,201988,Patty Mills,Patty,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10T00:00:00,SAS vs. DAL,W,19.2,0,0,4,2,9,0,10,12,0,0,2,1,14.1,1,1,1,1,16826,12104,10185,2128,13916,15552,1,19632,4785,8286,1,11136,12643,16854,1,19:12,2018,2019
2018-19,200746,LaMarcus Aldridge,LaMarcus,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10T00:00:00,SAS vs. DAL,W,35.93333333333333,2,10,2,22,11,4,7,26,1,0,1,3,58.7,1,1,1,1,2414,6382,68,5306,71,18733,7911,14996,14918,2599,1,4829,4876,399,1,35:56,2018,2019
2018-19,1628401,Derrick White,Derrick,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10T00:00:00,SAS vs. DAL,W,27.85,2,0,3,6,2,4,2,22,0,0,3,3,28.7,1,1,1,1,9226,6382,10185,3356,6409,2593,7911,3835,11702,8286,1,17131,4876,7246,1,27:51,2018,2019
2018-19,201158,Marco Belinelli,Marco,1610612759,SAS,San Antonio Spurs,21801196,2019-04-07T00:00:00,SAS @ CLE,W,13.966666666666669,0,0,0,0,6,4,0,4,0,0,1,0,1.5,1,1,1,1,20633,12104,10185,10121,19484,9874,7911,1,1212,8286,1,4829,18923,24653,1,13:58,2018,2019
2018-19,1628401,Derrick White,Derrick,1610612759,SAS,San Antonio Spurs,21801196,2019-04-07T00:00:00,SAS @ CLE,W,21.683333333333334,0,0,0,0,13,4,6,10,2,0,2,1,21.3,1,1,1,1,14774,12104,10185,10121,19484,21290,7911,13011,3768,862,1,11136,12643,11743,1,21:41,2018,2019
2018-19,202700,Donatas Motiejunas,Donatas,1610612759,SAS,San Antonio Spurs,21801196,2019-04-07T00:00:00,SAS @ CLE,W,5.833333333333333,0,0,0,2,2,4,0,4,0,0,4,1,4.7,1,1,1,1,24015,12104,10185,10121,13916,2593,7911,1,1212,8286,1,21788,12643,22992,1,5:50,2018,2019
2018-19,201967,Dante Cunningham,Dante,1610612759,SAS,San Antonio Spurs,21801196,2019-04-07T00:00:00,SAS @ CLE,W,5.266666666666667,0,0,0,0,2,4,0,4,0,0,0,0,1.2,1,1,1,1,24277,12104,10185,10121,19484,2593,7911,1,1212,8286,1,1,18923,24821,1,5:16,2018,2019
2018-19,1629022,Lonnie Walker IV,Lonnie,1610612759,SAS,San Antonio Spurs,21801196,2019-04-07T00:00:00,SAS @ CLE,W,12.166666666666666,0,0,2,4,7,10,4,12,1,0,0,2,17.2,1,1,1,1,21644,12104,10185,5306,9626,11872,20272,8582,4785,2599,1,1,7971,14599,1,12:10,2018,2019
2018-19,202722,Dāvis Bertāns,Dāvis,1610612759,SAS,San Antonio Spurs,21801196,2019-04-07T00:00:00,SAS @ CLE,W,20.116666666666667,7,0,7,6,10,6,4,12,0,0,0,1,17.4,1,1,1,1,16069,513,10185,477,6409,17225,12741,8582,4785,8286,1,1,12643,14467,1,20:07,2018,2019
2018-19,200752,Rudy Gay,Rudy,1610612759,SAS,San Antonio Spurs,21801196,2019-04-07T00:00:00,SAS @ CLE,W,17.083333333333332,2,2,0,6,2,10,4,10,0,0,4,1,13.7,1,1,1,1,18503,6382,5025,10121,6409,2593,20272,8582,3768,8286,1,21788,12643,17126,1,17:05,2018,2019
2018-19,1627854,Bryn Forbes,Bryn,1610612759,SAS,San Antonio Spurs,21801196,2019-04-07T00:00:00,SAS @ CLE,W,30.133333333333333,0,2,6,0,13,7,6,18,0,1,2,0,25.2,1,1,1,1,7157,12104,5025,752,19484,21290,15149,13011,8623,8286,17177,11136,18923,9200,1,30:08,2018,2019
2018-19,202347,Quincy Pondexter,Quincy,1610612759,SAS,San Antonio Spurs,21801196,2019-04-07T00:00:00,SAS @ CLE,W,5.266666666666667,4,0,2,2,2,4,0,4,0,0,0,1,12.2,1,1,1,1,24277,2547,10185,5306,13916,2593,7911,1,1212,8286,1,1,12643,18202,1,5:16,2018,2019
2018-19,200746,LaMarcus Aldridge,LaMarcus,1610612759,SAS,San Antonio Spurs,21801196,2019-04-07T00:00:00,SAS @ CLE,W,29.6,3,4,0,6,16,10,8,20,0,0,1,3,38.6,1,1,1,1,7630,4288,1807,10121,6409,23822,20272,16729,10187,8286,1,4829,4876,3202,1,29:36,2018,2019
2018-19,201942,DeMar DeRozan,DeMar,1610612759,SAS,San Antonio Spurs,21801196,2019-04-07T00:00:00,SAS @ CLE,W,31.83333333333333,0,0,0,2,13,7,6,18,0,0,2,4,31.1,1,1,1,1,5641,12104,10185,10121,13916,21290,15149,13011,8623,8286,1,11136,2953,6069,1,31:50,2018,2019
2018-19,201988,Patty Mills,Patty,1610612759,SAS,San Antonio Spurs,21801196,2019-04-07T00:00:00,SAS @ CLE,W,21.05,6,0,0,2,7,9,4,16,0,0,1,1,23.2,1,1,1,1,15306,870,10185,10121,13916,11872,18799,8582,7240,8286,1,4829,12643,10446,1,21:03,2018,2019
2018-19,1627751,Jakob Poeltl,Jakob,1610612759,SAS,San Antonio Spurs,21801196,2019-04-07T00:00:00,SAS @ CLE,W,26.0,0,0,2,4,17,6,8,18,2,0,1,1,31.0,1,1,1,1,10911,12104,10185,5306,9626,24383,12741,16729,8623,862,1,4829,12643,6119,1,26:00,2018,2019
2018-19,1628401,Derrick White,Derrick,1610612759,SAS,San Antonio Spurs,21801182,2019-04-05T00:00:00,SAS @ WAS,W,29.916666666666668,2,0,0,2,2,10,0,36,1,2,1,1,31.2,1,1,1,1,7335,6382,10185,10121,13916,2593,20272,1,21725,2599,23649,4829,12643,6019,1,29:55,2018,2019
2018-19,202722,Dāvis Bertāns,Dāvis,1610612759,SAS,San Antonio Spurs,21801182,2019-04-05T00:00:00,SAS @ WAS,W,19.116666666666667,0,0,0,2,2,4,0,22,0,0,1,2,17.1,1,1,1,1,16888,12104,10185,10121,13916,2593,7911,1,11702,8286,1,4829,7971,14678,1,19:07,2018,2019
2018-19,1627854,Bryn Forbes,Bryn,1610612759,SAS,San Antonio Spurs,21801182,2019-04-05T00:00:00,SAS @ WAS,W,31.5,0,0,0,2,2,6,0,34,0,0,2,1,24.2,1,1,1,1,5927,12104,10185,10121,13916,2593,12741,1,20591,8286,1,11136,12643,9806,1,31:30,2018,2019
2018-19,1629022,Lonnie Walker IV,Lonnie,1610612759,SAS,San Antonio Spurs,21801182,2019-04-05T00:00:00,SAS @ WAS,W,4.7,0,0,0,0,5,2,0,4,0,0,0,0,4.2,1,1,1,1,24498,12104,10185,10121,19484,8269,3276,1,1212,8286,1,1,18923,23276,1,4:42,2018,2019
2018-19,201988,Patty Mills,Patty,1610612759,SAS,San Antonio Spurs,21801182,2019-04-05T00:00:00,SAS @ WAS,W,20.416666666666668,0,0,0,2,4,6,0,24,0,0,1,2,26.9,1,1,1,1,15834,12104,10185,10121,13916,6158,12741,1,13343,8286,1,4829,7971,8204,1,20:25,2018,2019
2018-19,200752,Rudy Gay,Rudy,1610612759,SAS,San Antonio Spurs,21801182,2019-04-05T00:00:00,SAS @ WAS,W,26.7,4,0,2,8,2,8,0,30,0,0,3,3,33.2,1,1,1,1,10264,2547,10185,5306,4159,2593,16918,1,17943,8286,1,17131,4876,5094,1,26:42,2018,2019
2018-19,1629234,Drew Eubanks,Drew,1610612759,SAS,San Antonio Spurs,21801182,2019-04-05T00:00:00,SAS @ WAS,W,3.8,0,0,0,2,5,2,0,4,1,0,0,0,5.2,1,1,1,1,24891,12104,10185,10121,13916,8269,3276,1,1212,2599,1,1,18923,22741,1,3:48,2018,2019
2018-19,202347,Quincy Pondexter,Quincy,1610612759,SAS,San Antonio Spurs,21801182,2019-04-05T00:00:00,SAS @ WAS,W,4.35,0,0,0,0,5,2,0,4,0,0,0,0,1.2,1,1,1,1,24641,12104,10185,10121,19484,8269,3276,1,1212,8286,1,1,18923,24821,1,4:21,2018,2019
2018-19,201967,Dante Cunningham,Dante,1610612759,SAS,San Antonio Spurs,21801182,2019-04-05T00:00:00,SAS @ WAS,W,16.033333333333335,0,0,0,0,7,4,0,16,0,0,2,0,4.7,1,1,1,1,19248,12104,10185,10121,19484,11872,7911,1,7240,8286,1,11136,18923,22992,1,16:02,2018,2019
2018-19,202700,Donatas Motiejunas,Donatas,1610612759,SAS,San Antonio Spurs,21801182,2019-04-05T00:00:00,SAS @ WAS,W,4.35,0,0,0,2,5,2,0,4,1,1,1,0,5.2,1,1,1,1,24641,12104,10185,10121,13916,8269,3276,1,1212,2599,17177,4829,18923,22741,1,4:21,2018,2019
