team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612749,Milwaukee Bucks,MIL,82,82,0.52,2020,3264,0.619,0.619,0.52,2020,3264,0.619,0.0,0,0,
1610612758,Sacramento Kings,SAC,81,81,0.488,1971,3207,0.615,0.615,0.488,1971,3207,0.615,0.0,0,0,
1610612743,Denver Nuggets,DEN,82,82,0.454,1781,2943,0.605,0.605,0.454,1781,2943,0.605,0.0,0,0,
1610612751,Brooklyn Nets,BKN,82,82,0.452,1763,2930,0.602,0.602,0.452,1763,2930,0.602,0.0,0,0,
1610612763,Memphis Grizzlies,MEM,82,82,0.454,1705,2904,0.587,0.587,0.454,1705,2904,0.587,0.0,0,0,
1610612765,Detroit Pistons,DET,82,82,0.432,1675,2901,0.577,0.577,0.432,1675,2901,0.577,0.0,0,0,
1610612745,Houston Rockets,HOU,82,82,0.449,1800,2891,0.623,0.623,0.449,1800,2891,0.623,0.0,0,0,
1610612738,Boston Celtics,BOS,81,81,0.423,1762,2874,0.613,0.613,0.423,1762,2874,0.613,0.0,0,0,
1610612748,Miami Heat,MIA,82,82,0.445,1800,2830,0.636,0.636,0.445,1800,2830,0.636,0.0,0,0,
1610612755,Philadelphia 76ers,PHI,82,82,0.436,1705,2799,0.609,0.609,0.436,1705,2799,0.609,0.0,0,0,
1610612760,Oklahoma City Thunder,OKC,82,82,0.412,1788,2761,0.648,0.648,0.412,1788,2761,0.648,0.0,0,0,
1610612740,New Orleans Pelicans,NOP,82,82,0.413,1635,2734,0.598,0.598,0.413,1635,2734,0.598,0.0,0,0,
1610612741,Chicago Bulls,CHI,82,82,0.406,1597,2724,0.586,0.586,0.406,1597,2724,0.586,0.0,0,0,
1610612737,Atlanta Hawks,ATL,82,82,0.416,1706,2709,0.63,0.63,0.416,1706,2709,0.63,0.0,0,0,
1610612750,Minnesota Timberwolves,MIN,82,82,0.432,1751,2692,0.65,0.65,0.432,1751,2692,0.65,0.0,0,0,
1610612744,Golden State Warriors,GSW,82,82,0.395,1720,2692,0.639,0.639,0.395,1720,2692,0.639,0.0,0,0,
1610612753,Orlando Magic,ORL,81,81,0.409,1688,2691,0.627,0.627,0.409,1688,2691,0.627,0.0,0,0,
1610612756,Phoenix Suns,PHX,82,82,0.409,1620,2686,0.603,0.603,0.409,1620,2686,0.603,0.0,0,0,
1610612761,Toronto Raptors,TOR,81,81,0.425,1599,2611,0.612,0.612,0.425,1599,2611,0.612,0.0,0,0,
1610612759,San Antonio Spurs,SAS,82,82,0.4,1679,2588,0.649,0.649,0.4,1679,2588,0.649,0.0,0,0,
1610612762,Utah Jazz,UTA,82,82,0.413,1568,2567,0.611,0.611,0.413,1568,2567,0.611,0.0,0,0,
1610612764,Washington Wizards,WAS,82,82,0.383,1646,2560,0.643,0.643,0.383,1646,2560,0.643,0.0,0,0,
1610612739,Cleveland Cavaliers,CLE,82,82,0.385,1627,2509,0.648,0.648,0.385,1627,2509,0.648,0.0,0,0,
1610612754,Indiana Pacers,IND,82,82,0.377,1600,2497,0.641,0.641,0.377,1600,2497,0.641,0.0,0,0,
1610612757,Portland Trail Blazers,POR,82,82,0.368,1490,2429,0.613,0.613,0.368,1490,2429,0.613,0.0,0,0,
1610612747,Los Angeles Lakers,LAL,82,82,0.359,1400,2331,0.601,0.601,0.359,1400,2331,0.601,0.0,0,0,
1610612766,Charlotte Hornets,CHA,82,82,0.359,1456,2326,0.626,0.626,0.359,1456,2326,0.626,0.0,0,0,
1610612742,Dallas Mavericks,DAL,82,82,0.355,1458,2318,0.629,0.629,0.355,1458,2318,0.629,0.0,0,0,
1610612752,New York Knicks,NYK,82,82,0.347,1355,2268,0.597,0.597,0.347,1355,2268,0.597,0.0,0,0,
1610612746,LA Clippers,LAC,82,82,0.338,1430,2194,0.652,0.652,0.338,1430,2194,0.652,0.0,0,0,
