SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,EFG_PCT_RANK,FTA_RATE_RANK,TM_TOV_PCT_RANK,OREB_PCT_RANK,OPP_EFG_PCT_RANK,OPP_FTA_RATE_RANK,OPP_TOV_PCT_RANK,OPP_OREB_PCT_RANK,AVAILABLE_FLAG
2015-16,1610612760,OKC,Oklahoma City Thunder,0041500312,2016-05-18T00:00:00,OKC @ GSW,L,48.0,0.494,0.244,0.178,0.304,0.582,0.329,0.133,0.408,0,0,0,0,11,87,108,143,70,152,115,91,162,1.0
2015-16,1610612761,TOR,Toronto Raptors,0041500301,2016-05-17T00:00:00,TOR @ CLE,L,48.0,0.454,0.263,0.146,0.156,0.601,0.446,0.181,0.333,0,0,0,0,11,124,96,105,165,159,160,27,123,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500301,2016-05-17T00:00:00,CLE vs. TOR,W,48.0,0.601,0.446,0.181,0.333,0.454,0.263,0.146,0.156,0,0,0,0,11,14,13,146,46,48,77,67,8,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500311,2016-05-16T00:00:00,GSW vs. OKC,L,48.0,0.5,0.187,0.135,0.173,0.483,0.36,0.113,0.245,0,0,0,0,11,77,142,84,161,81,129,124,58,1.0
2015-16,1610612760,OKC,Oklahoma City Thunder,0041500311,2016-05-16T00:00:00,OKC @ GSW,W,48.0,0.483,0.36,0.113,0.245,0.5,0.187,0.135,0.173,0,0,0,0,11,92,44,48,114,91,30,89,12,1.0
2015-16,1610612748,MIA,Miami Heat,0041500217,2016-05-15T00:00:00,MIA @ TOR,L,48.0,0.493,0.319,0.154,0.22,0.512,0.506,0.122,0.472,0,0,0,0,11,88,63,116,137,106,170,113,172,1.0
2015-16,1610612761,TOR,Toronto Raptors,0041500217,2016-05-15T00:00:00,TOR vs. MIA,W,48.0,0.512,0.506,0.122,0.472,0.493,0.319,0.154,0.22,0,0,0,0,11,67,3,59,1,85,110,57,33,1.0
2015-16,1610612761,TOR,Toronto Raptors,0041500216,2016-05-13T00:00:00,TOR @ MIA,L,48.0,0.439,0.305,0.11,0.235,0.518,0.238,0.075,0.234,0,0,0,0,11,139,74,43,124,111,60,168,46,1.0
2015-16,1610612748,MIA,Miami Heat,0041500216,2016-05-13T00:00:00,MIA vs. TOR,W,48.0,0.518,0.238,0.075,0.234,0.439,0.305,0.11,0.235,0,0,0,0,11,62,112,5,125,31,98,129,49,1.0
2015-16,1610612760,OKC,Oklahoma City Thunder,0041500236,2016-05-12T00:00:00,OKC vs. SAS,W,48.0,0.506,0.365,0.124,0.34,0.462,0.172,0.103,0.264,0,0,0,0,11,73,41,67,40,60,22,146,72,1.0
2015-16,1610612759,SAS,San Antonio Spurs,0041500236,2016-05-12T00:00:00,SAS @ OKC,L,48.0,0.462,0.172,0.103,0.264,0.506,0.365,0.124,0.34,0,0,0,0,11,113,151,26,100,99,132,104,132,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500225,2016-05-11T00:00:00,GSW vs. POR,W,48.0,0.595,0.345,0.152,0.205,0.5,0.424,0.104,0.304,0,0,0,0,11,15,52,114,145,91,155,143,99,1.0
2015-16,1610612757,POR,Portland Trail Blazers,0041500225,2016-05-11T00:00:00,POR @ GSW,L,48.0,0.5,0.424,0.104,0.304,0.595,0.345,0.152,0.205,0,0,0,0,11,77,18,30,72,158,121,59,27,1.0
2015-16,1610612761,TOR,Toronto Raptors,0041500215,2016-05-11T00:00:00,TOR vs. MIA,W,48.0,0.475,0.321,0.1,0.319,0.442,0.364,0.169,0.354,0,0,0,0,11,103,61,22,57,36,131,38,137,1.0
2015-16,1610612748,MIA,Miami Heat,0041500215,2016-05-11T00:00:00,MIA @ TOR,L,48.0,0.442,0.364,0.169,0.354,0.475,0.321,0.1,0.319,0,0,0,0,11,137,42,135,35,70,111,150,114,1.0
2015-16,1610612760,OKC,Oklahoma City Thunder,0041500235,2016-05-10T00:00:00,OKC @ SAS,W,48.0,0.481,0.333,0.217,0.391,0.443,0.193,0.086,0.255,0,0,0,0,11,95,56,170,17,41,37,165,66,1.0
2015-16,1610612759,SAS,San Antonio Spurs,0041500235,2016-05-10T00:00:00,SAS vs. OKC,L,48.0,0.443,0.193,0.086,0.255,0.481,0.333,0.217,0.391,0,0,0,0,11,131,135,7,106,77,116,3,156,1.0
2015-16,1610612761,TOR,Toronto Raptors,0041500214,2016-05-09T00:00:00,TOR @ MIA,L,53.0,0.429,0.226,0.189,0.308,0.456,0.313,0.128,0.213,0,0,0,0,1,147,119,152,64,52,104,97,32,1.0
2015-16,1610612748,MIA,Miami Heat,0041500214,2016-05-09T00:00:00,MIA vs. TOR,W,53.0,0.456,0.313,0.128,0.213,0.429,0.226,0.189,0.308,0,0,0,0,1,121,68,75,141,26,54,19,107,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500224,2016-05-09T00:00:00,GSW @ POR,W,53.0,0.553,0.347,0.123,0.25,0.476,0.311,0.159,0.382,0,0,0,0,1,33,50,64,108,73,101,50,151,1.0
2015-16,1610612757,POR,Portland Trail Blazers,0041500224,2016-05-09T00:00:00,POR vs. GSW,L,53.0,0.476,0.311,0.159,0.382,0.553,0.347,0.123,0.25,0,0,0,0,1,100,72,123,22,139,123,109,62,1.0
2015-16,1610612760,OKC,Oklahoma City Thunder,0041500234,2016-05-08T00:00:00,OKC vs. SAS,W,48.0,0.563,0.367,0.151,0.366,0.482,0.188,0.149,0.311,0,0,0,0,11,29,37,113,29,79,33,61,110,1.0
2015-16,1610612759,SAS,San Antonio Spurs,0041500234,2016-05-08T00:00:00,SAS @ OKC,L,48.0,0.482,0.188,0.149,0.311,0.563,0.367,0.151,0.366,0,0,0,0,11,94,140,111,62,144,134,60,144,1.0
2015-16,1610612737,ATL,Atlanta Hawks,0041500204,2016-05-08T00:00:00,ATL vs. CLE,L,48.0,0.536,0.169,0.141,0.295,0.523,0.148,0.163,0.34,0,0,0,0,11,42,154,88,78,114,12,46,130,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500204,2016-05-08T00:00:00,CLE @ ATL,W,48.0,0.523,0.148,0.163,0.34,0.536,0.169,0.141,0.295,0,0,0,0,11,59,161,127,43,130,19,83,95,1.0
2015-16,1610612761,TOR,Toronto Raptors,0041500213,2016-05-07T00:00:00,TOR @ MIA,W,48.0,0.529,0.4,0.146,0.22,0.455,0.312,0.112,0.239,0,0,0,0,11,50,29,107,137,50,102,126,54,1.0
2015-16,1610612748,MIA,Miami Heat,0041500213,2016-05-07T00:00:00,MIA vs. TOR,L,48.0,0.455,0.312,0.112,0.239,0.529,0.4,0.146,0.22,0,0,0,0,11,123,70,45,119,123,142,65,33,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500223,2016-05-07T00:00:00,GSW @ POR,L,48.0,0.557,0.193,0.124,0.292,0.564,0.337,0.104,0.292,0,0,0,0,11,31,135,67,80,145,118,140,92,1.0
2015-16,1610612757,POR,Portland Trail Blazers,0041500223,2016-05-07T00:00:00,POR vs. GSW,W,48.0,0.564,0.337,0.104,0.292,0.557,0.193,0.124,0.292,0,0,0,0,11,28,55,31,80,142,37,104,92,1.0
2015-16,1610612760,OKC,Oklahoma City Thunder,0041500233,2016-05-06T00:00:00,OKC vs. SAS,L,48.0,0.476,0.244,0.156,0.306,0.5,0.447,0.11,0.319,0,0,0,0,11,102,107,119,67,91,161,129,114,1.0
2015-16,1610612737,ATL,Atlanta Hawks,0041500203,2016-05-06T00:00:00,ATL vs. CLE,L,48.0,0.583,0.143,0.143,0.159,0.618,0.318,0.204,0.447,0,0,0,0,11,19,162,92,164,162,109,8,171,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500203,2016-05-06T00:00:00,CLE @ ATL,W,48.0,0.618,0.318,0.204,0.447,0.583,0.143,0.143,0.159,0,0,0,0,11,11,64,165,2,153,10,76,9,1.0
2015-16,1610612759,SAS,San Antonio Spurs,0041500233,2016-05-06T00:00:00,SAS @ OKC,W,48.0,0.5,0.447,0.11,0.319,0.476,0.244,0.156,0.306,0,0,0,0,11,77,12,43,57,71,66,53,104,1.0
2015-16,1610612748,MIA,Miami Heat,0041500212,2016-05-05T00:00:00,MIA @ TOR,L,53.0,0.525,0.165,0.216,0.293,0.441,0.28,0.104,0.356,0,0,0,0,1,54,157,169,79,35,90,140,139,1.0
2015-16,1610612761,TOR,Toronto Raptors,0041500212,2016-05-05T00:00:00,TOR vs. MIA,W,53.0,0.441,0.28,0.104,0.356,0.525,0.165,0.216,0.293,0,0,0,0,1,138,83,31,34,119,16,4,94,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500202,2016-05-04T00:00:00,CLE vs. ATL,W,48.0,0.615,0.264,0.106,0.32,0.5,0.423,0.17,0.22,0,0,0,0,11,12,91,37,56,91,154,36,33,1.0
2015-16,1610612737,ATL,Atlanta Hawks,0041500202,2016-05-04T00:00:00,ATL @ CLE,L,48.0,0.5,0.423,0.17,0.22,0.615,0.264,0.106,0.32,0,0,0,0,11,77,19,137,137,161,81,134,117,1.0
2015-16,1610612748,MIA,Miami Heat,0041500211,2016-05-03T00:00:00,MIA @ TOR,W,53.0,0.494,0.236,0.192,0.283,0.478,0.169,0.144,0.154,0,0,0,0,1,83,114,158,88,75,18,75,6,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500222,2016-05-03T00:00:00,GSW vs. POR,W,48.0,0.505,0.22,0.099,0.24,0.525,0.259,0.17,0.188,0,0,0,0,11,76,120,20,117,117,75,37,16,1.0
2015-16,1610612761,TOR,Toronto Raptors,0041500211,2016-05-03T00:00:00,TOR vs. MIA,L,53.0,0.478,0.169,0.144,0.154,0.494,0.236,0.192,0.283,0,0,0,0,1,98,155,98,166,90,59,15,84,1.0
2015-16,1610612757,POR,Portland Trail Blazers,0041500222,2016-05-03T00:00:00,POR @ GSW,L,48.0,0.525,0.259,0.17,0.188,0.505,0.22,0.099,0.24,0,0,0,0,11,56,98,136,158,97,53,152,55,1.0
2015-16,1610612760,OKC,Oklahoma City Thunder,0041500232,2016-05-02T00:00:00,OKC @ SAS,W,48.0,0.513,0.266,0.186,0.286,0.457,0.138,0.103,0.255,0,0,0,0,11,65,90,148,86,56,9,146,66,1.0
2015-16,1610612737,ATL,Atlanta Hawks,0041500201,2016-05-02T00:00:00,ATL @ CLE,L,48.0,0.443,0.241,0.133,0.339,0.536,0.253,0.088,0.25,0,0,0,0,11,136,110,80,44,130,73,163,62,1.0
2015-16,1610612759,SAS,San Antonio Spurs,0041500232,2016-05-02T00:00:00,SAS vs. OKC,L,48.0,0.457,0.138,0.103,0.255,0.513,0.266,0.186,0.286,0,0,0,0,11,117,164,26,106,108,83,25,85,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500201,2016-05-02T00:00:00,CLE vs. ATL,W,48.0,0.536,0.253,0.088,0.25,0.443,0.241,0.133,0.339,0,0,0,0,11,42,100,10,108,37,63,91,129,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500221,2016-05-01T00:00:00,GSW vs. POR,W,48.0,0.533,0.264,0.122,0.347,0.454,0.216,0.091,0.3,0,0,0,0,11,46,93,61,38,47,50,162,97,1.0
2015-16,1610612754,IND,Indiana Pacers,0041500117,2016-05-01T00:00:00,IND @ TOR,L,48.0,0.527,0.11,0.174,0.205,0.427,0.191,0.105,0.393,0,0,0,0,11,52,169,140,144,25,34,137,157,1.0
2015-16,1610612748,MIA,Miami Heat,0041500127,2016-05-01T00:00:00,MIA vs. CHA,W,48.0,0.534,0.18,0.096,0.271,0.363,0.143,0.108,0.123,0,0,0,0,11,45,146,13,94,5,10,132,1,1.0
2015-16,1610612757,POR,Portland Trail Blazers,0041500221,2016-05-01T00:00:00,POR @ GSW,L,48.0,0.454,0.216,0.091,0.3,0.533,0.264,0.122,0.347,0,0,0,0,11,126,123,11,76,127,78,110,135,1.0
2015-16,1610612761,TOR,Toronto Raptors,0041500117,2016-05-01T00:00:00,TOR vs. IND,W,48.0,0.427,0.191,0.105,0.393,0.527,0.11,0.174,0.205,0,0,0,0,11,148,138,34,15,121,4,33,29,1.0
2015-16,1610612766,CHA,Charlotte Hornets,0041500127,2016-05-01T00:00:00,CHA @ MIA,L,48.0,0.363,0.143,0.108,0.123,0.534,0.18,0.096,0.271,0,0,0,0,11,168,162,41,172,128,26,158,78,1.0
2015-16,1610612760,OKC,Oklahoma City Thunder,0041500231,2016-04-30T00:00:00,OKC @ SAS,L,48.0,0.447,0.247,0.109,0.255,0.661,0.214,0.097,0.222,0,0,0,0,11,130,102,42,105,171,48,157,37,1.0
2015-16,1610612759,SAS,San Antonio Spurs,0041500231,2016-04-30T00:00:00,SAS vs. OKC,W,48.0,0.661,0.214,0.097,0.222,0.447,0.247,0.109,0.255,0,0,0,0,11,2,125,16,135,43,70,131,68,1.0
2015-16,1610612754,IND,Indiana Pacers,0041500116,2016-04-29T00:00:00,IND vs. TOR,W,48.0,0.513,0.342,0.156,0.357,0.424,0.316,0.191,0.377,0,0,0,0,11,63,53,119,32,21,108,17,147,1.0
2015-16,1610612761,TOR,Toronto Raptors,0041500116,2016-04-29T00:00:00,TOR @ IND,L,48.0,0.424,0.316,0.191,0.377,0.513,0.342,0.156,0.357,0,0,0,0,11,152,65,155,24,109,119,53,140,1.0
2015-16,1610612757,POR,Portland Trail Blazers,0041500176,2016-04-29T00:00:00,POR vs. LAC,W,48.0,0.523,0.279,0.144,0.404,0.471,0.356,0.099,0.415,0,0,0,0,11,58,84,100,12,69,128,154,167,1.0
2015-16,1610612766,CHA,Charlotte Hornets,0041500126,2016-04-29T00:00:00,CHA vs. MIA,L,48.0,0.454,0.329,0.122,0.234,0.506,0.181,0.146,0.326,0,0,0,0,11,124,59,59,125,101,28,65,121,1.0
2015-16,1610612746,LAC,LA Clippers,0041500176,2016-04-29T00:00:00,LAC @ POR,L,48.0,0.471,0.356,0.099,0.415,0.523,0.279,0.144,0.404,0,0,0,0,11,104,45,18,6,115,89,69,161,1.0
2015-16,1610612748,MIA,Miami Heat,0041500126,2016-04-29T00:00:00,MIA @ CHA,W,48.0,0.506,0.181,0.146,0.326,0.454,0.329,0.122,0.234,0,0,0,0,11,72,145,107,51,48,114,113,46,1.0
2015-16,1610612737,ATL,Atlanta Hawks,0041500136,2016-04-28T00:00:00,ATL @ BOS,W,48.0,0.568,0.365,0.198,0.132,0.399,0.191,0.117,0.23,0,0,0,0,11,26,40,162,171,12,36,120,42,1.0
2015-16,1610612738,BOS,Boston Celtics,0041500136,2016-04-28T00:00:00,BOS vs. ATL,L,48.0,0.399,0.191,0.117,0.23,0.568,0.365,0.198,0.132,0,0,0,0,11,161,137,53,131,147,133,11,2,1.0
2015-16,1610612746,LAC,LA Clippers,0041500175,2016-04-27T00:00:00,LAC vs. POR,L,48.0,0.453,0.349,0.098,0.179,0.518,0.41,0.099,0.196,0,0,0,0,11,127,49,17,160,112,149,152,21,
2015-16,1610612744,GSW,Golden State Warriors,0041500145,2016-04-27T00:00:00,GSW vs. HOU,W,48.0,0.628,0.232,0.106,0.154,0.358,0.2,0.189,0.441,0,0,0,0,11,9,116,37,166,4,42,19,170,
2015-16,1610612748,MIA,Miami Heat,0041500125,2016-04-27T00:00:00,MIA vs. CHA,L,48.0,0.451,0.235,0.143,0.163,0.464,0.179,0.122,0.135,0,0,0,0,11,129,115,92,162,61,25,110,3,1.0
2015-16,1610612745,HOU,Houston Rockets,0041500145,2016-04-27T00:00:00,HOU @ GSW,L,48.0,0.358,0.2,0.189,0.441,0.628,0.232,0.106,0.154,0,0,0,0,11,169,131,152,3,164,55,134,6,
2015-16,1610612766,CHA,Charlotte Hornets,0041500125,2016-04-27T00:00:00,CHA @ MIA,W,48.0,0.464,0.179,0.122,0.135,0.451,0.235,0.143,0.163,0,0,0,0,11,112,148,61,170,44,58,76,11,1.0
2015-16,1610612757,POR,Portland Trail Blazers,0041500175,2016-04-27T00:00:00,POR @ LAC,W,48.0,0.518,0.41,0.099,0.196,0.453,0.349,0.098,0.179,0,0,0,0,11,61,23,20,152,46,124,156,13,
2015-16,1610612754,IND,Indiana Pacers,0041500115,2016-04-26T00:00:00,IND @ TOR,L,48.0,0.541,0.315,0.176,0.238,0.439,0.427,0.087,0.333,0,0,0,0,11,40,66,142,120,31,157,164,123,1.0
2015-16,1610612738,BOS,Boston Celtics,0041500135,2016-04-26T00:00:00,BOS @ ATL,L,48.0,0.422,0.325,0.202,0.231,0.51,0.167,0.121,0.304,0,0,0,0,11,154,60,163,129,104,17,115,99,1.0
2015-16,1610612737,ATL,Atlanta Hawks,0041500135,2016-04-26T00:00:00,ATL vs. BOS,W,48.0,0.51,0.167,0.121,0.304,0.422,0.325,0.202,0.231,0,0,0,0,11,69,156,57,72,19,113,10,43,1.0
2015-16,1610612761,TOR,Toronto Raptors,0041500115,2016-04-26T00:00:00,TOR vs. IND,W,48.0,0.439,0.427,0.087,0.333,0.541,0.315,0.176,0.238,0,0,0,0,11,139,16,9,46,133,107,31,51,1.0
2015-16,1610612757,POR,Portland Trail Blazers,0041500174,2016-04-25T00:00:00,POR vs. LAC,W,48.0,0.483,0.17,0.179,0.377,0.399,0.333,0.096,0.203,0,0,0,0,11,93,152,144,24,11,116,158,24,1.0
2015-16,1610612748,MIA,Miami Heat,0041500124,2016-04-25T00:00:00,MIA @ CHA,L,48.0,0.467,0.276,0.187,0.306,0.427,0.4,0.112,0.191,0,0,0,0,11,111,86,149,67,24,142,126,18,1.0
2015-16,1610612760,OKC,Oklahoma City Thunder,0041500165,2016-04-25T00:00:00,OKC vs. DAL,W,48.0,0.568,0.395,0.102,0.409,0.519,0.296,0.103,0.333,0,0,0,0,11,25,32,25,10,113,96,144,123,1.0
2015-16,1610612746,LAC,LA Clippers,0041500174,2016-04-25T00:00:00,LAC @ POR,L,48.0,0.399,0.333,0.096,0.203,0.483,0.17,0.179,0.377,0,0,0,0,11,162,56,13,149,80,21,28,147,1.0
2015-16,1610612766,CHA,Charlotte Hornets,0041500124,2016-04-25T00:00:00,CHA vs. MIA,W,48.0,0.427,0.4,0.112,0.191,0.467,0.276,0.187,0.306,0,0,0,0,11,149,29,45,155,62,86,23,104,1.0
2015-16,1610612742,DAL,Dallas Mavericks,0041500165,2016-04-25T00:00:00,DAL @ OKC,L,48.0,0.519,0.296,0.103,0.333,0.568,0.395,0.102,0.409,0,0,0,0,11,60,77,28,46,148,141,148,163,1.0
