SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,AVAILABLE_FLAG
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500407,2016-06-19T00:00:00,CLE @ GSW,W,48.0,12.0,12.8,13.5,36.0,7.5,4.5,5.3,21.0,0,0,0,1,11,67,34,25,26,31,19,29,12,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500407,2016-06-19T00:00:00,GSW vs. CLE,L,48.0,7.5,4.5,5.3,21.0,12.0,12.8,13.5,36.0,0,0,0,87,11,127,152,137,153,95,129,142,131,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500406,2016-06-16T00:00:00,CLE vs. GSW,W,48.0,11.3,9.0,14.3,31.5,12.0,6.8,7.5,22.5,0,0,0,1,11,79,87,18,62,95,38,66,21,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500406,2016-06-16T00:00:00,GSW @ CLE,L,48.0,12.0,6.8,7.5,22.5,11.3,9.0,14.3,31.5,0,0,0,87,11,67,117,98,142,85,78,149,97,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500405,2016-06-13T00:00:00,GSW vs. CLE,L,48.0,8.3,14.3,6.8,22.5,13.5,6.8,21.0,36.0,0,0,0,87,11,119,17,110,142,121,38,170,131,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500405,2016-06-13T00:00:00,CLE @ GSW,W,48.0,13.5,6.8,21.0,36.0,8.3,14.3,6.8,22.5,0,0,0,1,11,41,117,2,26,47,149,56,21,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500404,2016-06-10T00:00:00,CLE vs. GSW,L,48.0,6.8,18.8,4.5,36.0,13.5,14.3,6.8,15.0,0,0,0,87,11,143,3,146,26,121,149,56,1,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500404,2016-06-10T00:00:00,GSW @ CLE,W,48.0,13.5,14.3,6.8,15.0,6.8,18.8,4.5,36.0,0,0,0,1,11,41,17,110,170,19,168,20,131,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500403,2016-06-08T00:00:00,GSW @ CLE,L,48.0,6.0,2.3,6.0,24.0,25.5,17.3,11.3,40.5,0,0,0,87,11,155,167,119,128,172,165,117,161,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500403,2016-06-08T00:00:00,CLE vs. GSW,W,48.0,25.5,17.3,11.3,40.5,6.0,2.3,6.0,24.0,0,0,0,1,11,1,8,43,10,15,4,37,32,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500402,2016-06-05T00:00:00,CLE @ GSW,L,48.0,15.0,11.3,8.3,30.0,19.5,9.8,10.5,37.5,0,0,0,87,11,24,55,88,78,166,87,106,149,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500402,2016-06-05T00:00:00,GSW vs. CLE,W,48.0,19.5,9.8,10.5,37.5,15.0,11.3,8.3,30.0,0,0,0,1,11,6,76,57,19,143,109,77,85,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500401,2016-06-02T00:00:00,CLE @ GSW,L,48.0,9.0,9.8,13.5,31.5,18.8,11.3,6.8,40.5,0,0,0,87,11,108,76,25,62,162,109,56,161,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500401,2016-06-02T00:00:00,GSW vs. CLE,W,48.0,18.8,11.3,6.8,40.5,9.0,9.8,13.5,31.5,0,0,0,1,11,8,55,110,10,55,87,142,97,1.0
2015-16,1610612760,OKC,Oklahoma City Thunder,0041500317,2016-05-30T00:00:00,OKC @ GSW,L,48.0,9.0,12.0,6.0,22.5,7.5,2.3,9.0,24.0,0,0,0,87,11,108,45,119,142,31,4,87,32,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500317,2016-05-30T00:00:00,GSW vs. OKC,W,48.0,7.5,2.3,9.0,24.0,9.0,12.0,6.0,22.5,0,0,0,1,11,127,167,76,128,55,119,37,21,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500316,2016-05-28T00:00:00,GSW @ OKC,W,48.0,14.3,14.3,10.5,21.0,12.0,18.8,11.3,39.0,0,0,0,1,11,32,17,57,153,95,168,117,155,1.0
2015-16,1610612760,OKC,Oklahoma City Thunder,0041500316,2016-05-28T00:00:00,OKC vs. GSW,L,48.0,12.0,18.8,11.3,39.0,14.3,14.3,10.5,21.0,0,0,0,87,11,67,3,43,13,135,149,106,12,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500306,2016-05-27T00:00:00,CLE @ TOR,W,48.0,11.3,9.0,12.8,27.0,6.8,6.0,3.8,25.5,0,0,0,1,11,79,87,32,105,19,29,13,46,1.0
2015-16,1610612761,TOR,Toronto Raptors,0041500306,2016-05-27T00:00:00,TOR vs. CLE,L,48.0,6.8,6.0,3.8,25.5,11.3,9.0,12.8,27.0,0,0,0,87,11,143,136,154,118,85,78,137,57,1.0
2015-16,1610612760,OKC,Oklahoma City Thunder,0041500315,2016-05-26T00:00:00,OKC @ GSW,L,48.0,12.0,6.8,11.3,22.5,15.0,9.8,21.0,36.0,0,0,0,87,11,67,117,43,142,143,87,170,131,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500315,2016-05-26T00:00:00,GSW vs. OKC,W,48.0,15.0,9.8,21.0,36.0,12.0,6.8,11.3,22.5,0,0,0,1,11,24,76,2,26,95,38,117,21,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500305,2016-05-25T00:00:00,CLE vs. TOR,W,48.0,22.5,13.5,15.8,34.5,14.3,8.3,10.5,24.0,0,0,0,1,11,3,25,9,44,135,68,106,32,1.0
2015-16,1610612761,TOR,Toronto Raptors,0041500305,2016-05-25T00:00:00,TOR @ CLE,L,48.0,14.3,8.3,10.5,24.0,22.5,13.5,15.8,34.5,0,0,0,87,11,32,97,57,128,170,140,159,122,1.0
2015-16,1610612760,OKC,Oklahoma City Thunder,0041500314,2016-05-24T00:00:00,OKC vs. GSW,W,48.0,13.5,15.8,11.3,36.0,13.5,9.8,12.0,28.5,0,0,0,1,11,41,12,43,26,121,87,131,72,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500314,2016-05-24T00:00:00,GSW @ OKC,L,48.0,13.5,9.8,12.0,28.5,13.5,15.8,11.3,36.0,0,0,0,87,11,41,76,37,92,121,159,117,131,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500304,2016-05-23T00:00:00,CLE @ TOR,L,48.0,7.5,7.5,3.0,27.0,12.8,8.3,3.8,33.0,0,0,0,87,11,127,107,162,105,108,68,13,112,1.0
2015-16,1610612761,TOR,Toronto Raptors,0041500304,2016-05-23T00:00:00,TOR vs. CLE,W,48.0,12.8,8.3,3.8,33.0,7.5,7.5,3.0,27.0,0,0,0,1,11,54,97,154,52,31,59,8,57,1.0
2015-16,1610612760,OKC,Oklahoma City Thunder,0041500313,2016-05-22T00:00:00,OKC vs. GSW,W,48.0,13.5,15.8,21.8,46.5,10.5,12.0,9.8,33.0,0,0,0,1,11,41,12,1,1,76,119,98,112,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500313,2016-05-22T00:00:00,GSW @ OKC,L,48.0,10.5,12.0,9.8,33.0,13.5,15.8,21.8,46.5,0,0,0,87,11,90,45,69,52,121,159,172,172,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500303,2016-05-21T00:00:00,CLE @ TOR,L,48.0,12.0,11.3,10.5,15.0,8.3,10.5,12.8,27.0,0,0,0,87,11,67,55,57,170,47,99,137,57,1.0
2015-16,1610612761,TOR,Toronto Raptors,0041500303,2016-05-21T00:00:00,TOR vs. CLE,W,48.0,8.3,10.5,12.8,27.0,12.0,11.3,10.5,15.0,0,0,0,1,11,119,65,32,105,95,109,106,1,1.0
2015-16,1610612761,TOR,Toronto Raptors,0041500302,2016-05-19T00:00:00,TOR @ CLE,L,48.0,6.0,6.0,1.5,21.0,7.5,6.8,6.0,37.5,0,0,0,87,11,155,136,166,153,31,38,37,149,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500302,2016-05-19T00:00:00,CLE vs. TOR,W,48.0,7.5,6.8,6.0,37.5,6.0,6.0,1.5,21.0,0,0,0,1,11,127,117,119,19,15,29,5,12,1.0
2015-16,1610612760,OKC,Oklahoma City Thunder,0041500312,2016-05-18T00:00:00,OKC @ GSW,L,48.0,9.0,3.8,9.8,31.5,17.3,11.3,7.5,36.0,0,0,0,87,11,108,155,69,62,157,109,66,131,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500312,2016-05-18T00:00:00,GSW vs. OKC,W,48.0,17.3,11.3,7.5,36.0,9.0,3.8,9.8,31.5,0,0,0,1,11,13,55,98,26,55,11,98,97,1.0
2015-16,1610612761,TOR,Toronto Raptors,0041500301,2016-05-17T00:00:00,TOR @ CLE,L,48.0,12.8,3.0,5.3,27.0,14.3,9.8,12.0,42.0,0,0,0,87,11,54,163,137,105,135,87,131,164,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0041500301,2016-05-17T00:00:00,CLE vs. TOR,W,48.0,14.3,9.8,12.0,42.0,12.8,3.0,5.3,27.0,0,0,0,1,11,32,76,37,4,108,8,29,57,1.0
2015-16,1610612760,OKC,Oklahoma City Thunder,0041500311,2016-05-16T00:00:00,OKC @ GSW,W,48.0,15.0,11.3,15.8,30.0,12.8,1.5,17.3,34.5,0,0,0,1,11,24,55,9,78,108,3,165,122,1.0
2015-16,1610612744,GSW,Golden State Warriors,0041500311,2016-05-16T00:00:00,GSW vs. OKC,L,48.0,12.8,1.5,17.3,34.5,15.0,11.3,15.8,30.0,0,0,0,87,11,54,170,8,44,143,109,159,85,1.0
