team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612738,Boston Celtics,BOS,19,19,0.317,193,505,0.382,0.565,0.014,8,23,0.348,0.303,185,482,0.384
1610612754,Indiana Pacers,IND,17,17,0.314,189,471,0.401,0.567,0.042,33,63,0.524,0.272,156,408,0.382
1610612742,Dallas Mavericks,DAL,22,22,0.246,170,449,0.379,0.562,0.007,5,12,0.417,0.239,165,437,0.378
1610612750,Minnesota Timberwolves,MIN,16,16,0.282,140,374,0.374,0.543,0.017,14,22,0.636,0.265,126,352,0.358
1610612743,Denver Nuggets,DEN,12,12,0.316,113,323,0.35,0.502,0.034,15,35,0.429,0.282,98,288,0.34
1610612752,New York Knicks,NYK,13,13,0.257,116,293,0.396,0.578,0.023,9,26,0.346,0.234,107,267,0.401
1610612760,Oklahoma City Thunder,OKC,10,10,0.322,97,276,0.351,0.516,0.014,6,12,0.5,0.308,91,264,0.345
1610612739,Cleveland Cavaliers,CLE,12,12,0.223,69,223,0.309,0.457,0.012,3,12,0.25,0.211,66,211,0.313
1610612753,Orlando Magic,ORL,7,7,0.318,59,187,0.316,0.468,0.015,2,9,0.222,0.303,57,178,0.32
1610612755,Philadelphia 76ers,PHI,6,6,0.318,68,159,0.428,0.619,0.024,7,12,0.583,0.294,61,147,0.415
1610612748,Miami Heat,MIA,5,5,0.342,52,139,0.374,0.518,0.052,12,21,0.571,0.291,40,118,0.339
1610612749,Milwaukee Bucks,MIL,6,6,0.239,50,124,0.403,0.569,0.035,9,18,0.5,0.205,41,106,0.387
1610612746,LA Clippers,LAC,6,6,0.233,44,115,0.383,0.552,0.02,5,10,0.5,0.213,39,105,0.371
1610612740,New Orleans Pelicans,NOP,4,4,0.314,33,106,0.311,0.443,0.03,5,10,0.5,0.284,28,96,0.292
1610612747,Los Angeles Lakers,LAL,5,5,0.251,32,106,0.302,0.429,0.024,5,10,0.5,0.227,27,96,0.281
1610612756,Phoenix Suns,PHX,4,4,0.254,27,77,0.351,0.513,0.03,2,9,0.222,0.224,25,68,0.368
