player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1628988,Aaron Holiday,Aaron,1610612754,IND,24.0,66,30,36,0.455,1176.0866666666666,76,32,88,170,387,404,337,1282,13,32,94,74,877.3,70,143,490,318,213,189,295,112,226,325,410,362,363,247,432,325,201,244,IND
1628578,Amida Brimah,Amida,1610612754,IND,27.0,5,2,3,0.4,29.27833333333333,0,3,4,10,7,14,4,22,5,0,4,3,35.1,512,501,27,382,523,508,482,455,479,10,36,9,15,375,1,28,498,508,IND
1628968,Brian Bowen II,Brian,1610612754,IND,22.0,6,1,5,0.167,14.865,0,0,0,2,8,6,4,18,0,0,1,1,6.6,506,515,50,520,531,508,510,498,514,13,14,9,12,495,1,8,519,530,IND
1627747,Caris LeVert,Caris,1610612754,IND,26.0,47,24,23,0.511,1485.34,163,58,144,458,519,499,453,1796,30,37,105,146,1758.3,256,223,297,247,141,42,187,33,58,407,466,446,453,117,454,361,84,78,IND
1630199,Cassius Stanley,Cassius,1610612754,IND,21.0,24,10,14,0.417,93.31833333333331,2,5,14,20,26,34,23,88,2,9,14,6,69.5,417,411,151,373,474,493,456,361,446,55,73,62,64,437,198,88,465,481,IND
1627734,Domantas Sabonis,Domantas,1610612754,IND,25.0,62,29,33,0.468,2231.4466666666667,192,174,114,808,760,647,638,2456,33,54,203,297,2886.9,116,158,454,301,19,27,17,66,5,517,535,531,538,103,504,535,19,9,IND
203926,Doug McDermott,Doug,1610612754,IND,29.0,66,32,34,0.485,1619.131666666667,134,141,123,472,565,501,468,1808,6,49,117,75,1316.7,70,115,470,277,114,75,30,55,53,435,467,458,458,356,489,406,198,148,IND
1628410,Edmond Sumner,Edmond,1610612754,IND,25.0,53,23,30,0.434,861.2033333333334,88,33,123,220,290,306,248,1052,10,16,88,62,663.3,208,234,413,343,286,158,287,55,174,255,321,284,307,290,292,306,236,300,IND
1629048,Goga Bitadze,Goga,1610612754,IND,21.0,45,19,26,0.422,561.2766666666666,33,63,23,114,191,199,195,622,60,15,94,53,656.5,279,298,341,366,349,336,171,309,281,190,232,231,207,30,277,325,268,304,IND
203960,JaKarr Sampson,JaKarr,1610612754,IND,28.0,29,14,15,0.483,316.27166666666665,16,32,11,98,116,107,100,316,14,7,52,24,265.4,395,357,163,281,400,401,295,389,306,143,158,156,142,233,149,200,375,392,IND
1629665,Jalen Lecque,Jalen,1610612754,IND,21.0,4,2,2,0.5,12.133333333333333,0,0,0,2,5,6,4,14,0,1,0,2,14.0,519,501,15,251,532,508,510,498,514,6,14,9,10,495,39,1,508,525,IND
203087,Jeremy Lamb,Jeremy,1610612754,IND,29.0,36,16,20,0.444,765.3416666666667,48,54,38,106,246,295,216,878,23,11,72,74,748.7,346,331,236,330,308,286,198,248,294,222,310,251,262,152,225,265,201,274,IND
203200,Justin Holiday,Justin,1610612754,IND,32.0,72,34,38,0.472,2183.33,135,86,127,134,713,643,613,2412,41,15,135,74,1532.7,1,100,505,297,24,71,110,51,256,507,531,527,536,74,277,457,201,109,IND
1629103,Kelan Martin,Kelan,1610612754,IND,25.0,35,16,19,0.457,322.56666666666666,45,21,59,60,107,125,81,336,10,8,35,13,320.1,354,331,213,314,397,293,355,173,364,136,168,138,147,290,170,157,422,373,IND
1627763,Malcolm Brogdon,Malcolm,1610612754,IND,28.0,56,27,29,0.482,1929.5433333333333,149,75,160,454,610,554,518,2088,15,66,110,150,2109.3,180,189,399,282,61,53,130,28,59,464,504,490,504,221,523,375,80,48,IND
1626167,Myles Turner,Myles,1610612754,IND,25.0,47,22,25,0.468,1455.32,88,72,43,264,468,412,347,1476,159,17,165,113,1561.2,256,252,326,301,146,158,136,233,143,378,421,370,406,2,308,499,135,104,IND
1629052,Oshae Brissett,Oshae,1610612754,IND,23.0,21,10,11,0.476,519.1316666666667,40,33,44,80,178,174,192,668,20,6,32,47,501.0,429,411,111,289,359,307,287,230,333,179,208,228,217,175,136,146,294,338,IND
204456,T.J. McConnell,T.J.,1610612754,IND,29.0,69,33,36,0.478,1796.1966666666667,99,35,64,420,605,617,472,1960,23,31,113,72,1905.2,32,107,490,286,86,132,281,158,73,458,523,462,489,152,423,387,207,62,IND
203933,T.J. Warren,T.J.,1610612754,IND,27.0,4,3,1,0.75,117.38166666666666,8,4,19,42,44,26,42,116,0,2,16,12,88.3,519,482,6,18,464,449,471,325,400,80,62,90,80,495,63,95,428,465,IND
