GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM,FGA,FGM_PG,FGA_PG,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_RANK,FGA_RANK,FGM_PG_RANK,FGA_PG_RANK,FG_PCT_RANK
Players,203932,Aaron Gordon,Aaron,1610612753,ORL,20.0,27,9,18,0.333,2.9,92.3,88.7,88.7,102.2,99.5,99.5,-9.9,-10.8,-10.8,0.071,1.5,11.5,0.09,0.272,0.188,7.7,7.5,0.433,0.532,0.121,0.132,102.83,106.32,88.6,106.32,0.172,168,6,15,0.2,0.6,0.4,131,182,361,330,187,341,343,343,176,169,169,288,309,309,206,97,174,69,20,22,244,240,208,192,264,254,137,155,155,60,164,163,237,232,186
Players,203094,Andrew Nicholson,Andrew,1610612753,ORL,26.0,7,4,3,0.571,3.7,91.4,96.0,96.0,89.8,87.0,87.0,1.6,9.0,9.0,0.063,0.5,7.1,0.091,0.233,0.159,14.3,14.4,0.25,0.322,0.21,0.213,89.12,88.13,73.44,88.13,0.074,50,2,10,0.3,1.4,0.2,301,270,109,127,76,350,287,287,75,78,78,186,131,131,216,205,235,66,36,39,358,360,311,331,107,115,391,414,414,213,249,204,190,76,319
Players,201943,Brandon Jennings,Brandon,1610612753,ORL,26.0,9,3,6,0.333,2.3,78.7,76.1,76.1,92.2,93.3,93.3,-13.5,-17.2,-17.2,0.222,1.0,16.7,0.0,0.074,0.037,16.7,16.6,0.0,0.309,0.185,0.196,104.51,105.63,88.02,105.63,-0.034,46,0,5,0.0,0.6,0.0,289,293,174,330,263,388,383,383,89,110,110,318,343,343,63,131,99,270,293,336,379,380,342,336,142,140,106,163,163,394,342,269,342,232,342
Players,201228,C.J. Watson,C.J.,1610612753,ORL,32.0,4,3,1,0.75,2.9,140.7,147.8,147.8,130.5,128.0,128.0,10.2,19.8,19.8,0.0,0.0,0.0,0.0,0.154,0.105,0.0,0.0,0.833,0.833,0.13,0.124,100.57,99.17,82.64,99.17,0.096,23,2,3,0.5,0.8,0.667,339,293,31,44,193,17,9,9,386,409,409,126,62,62,287,238,287,270,119,117,1,1,31,35,240,272,187,298,298,165,249,296,93,174,45
Players,203906,Devyn Marble,Devyn,1610612753,ORL,23.0,2,1,1,0.5,0.2,0.0,0.0,0.0,29.1,20.0,20.0,-29.1,-20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.87,417.39,347.83,417.39,0.0,1,0,0,0.0,0.0,0.0,374,362,31,188,422,415,415,415,20,19,19,370,355,355,287,238,287,270,356,370,1,1,342,359,390,391,8,9,9,329,342,379,342,379,342
Players,203473,Dewayne Dedmon,Dewayne,1610612753,ORL,26.0,5,3,2,0.6,3.1,95.9,100.0,100.0,90.5,81.3,81.3,5.4,18.8,18.8,0.091,1.0,33.3,0.063,0.167,0.118,33.3,33.3,1.0,1.0,0.061,0.06,89.67,92.89,77.41,92.89,0.055,28,1,1,0.2,0.2,1.0,329,293,75,103,163,319,232,232,77,58,58,164,65,65,168,131,24,109,93,91,421,421,5,13,369,376,389,400,400,254,279,337,243,356,1
Players,203901,Elfrid Payton,Elfrid,1610612753,ORL,22.0,32,13,19,0.406,4.2,91.6,91.5,91.5,103.6,101.1,101.1,-12.0,-9.6,-9.6,0.338,1.64,21.5,0.05,0.108,0.079,13.1,13.0,0.363,0.419,0.259,0.27,99.47,100.77,83.98,100.77,0.114,282,22,62,0.7,1.9,0.355,94,129,379,290,31,348,329,329,194,211,211,310,302,302,31,93,65,133,211,200,347,346,267,287,59,58,223,265,265,132,44,37,58,35,239
Players,101141,Ersan Ilyasova,Ersan,1610612753,ORL,29.0,17,9,8,0.529,4.3,104.8,103.8,103.8,99.9,98.6,98.6,4.9,5.2,5.2,0.082,1.33,13.8,0.061,0.106,0.084,10.3,10.2,0.235,0.337,0.137,0.146,97.42,98.56,82.13,98.56,-0.018,157,4,17,0.2,1.0,0.235,216,182,204,170,24,221,193,193,141,160,160,166,159,159,191,116,139,114,214,189,302,300,324,322,230,225,280,320,320,385,197,152,228,116,314
Players,203095,Evan Fournier,Evan,1610612753,ORL,23.0,42,19,23,0.452,4.1,97.1,97.0,97.0,105.5,102.2,102.2,-8.5,-5.2,-5.2,0.129,1.5,13.5,0.005,0.066,0.035,9.0,8.9,0.515,0.543,0.182,0.19,99.53,101.14,84.29,101.14,0.067,370,27,66,0.6,1.6,0.409,16,64,418,255,36,308,283,283,222,221,221,272,265,265,128,97,146,269,311,340,282,279,129,184,149,151,221,258,258,232,30,33,67,57,183
Players,201160,Jason Smith,Jason,1610612753,ORL,30.0,16,7,9,0.438,2.8,90.9,92.1,92.1,95.2,86.5,86.5,-4.3,5.6,5.6,0.036,1.0,9.1,0.071,0.08,0.075,9.1,9.6,0.313,0.355,0.088,0.086,101.0,105.0,87.5,105.0,0.013,101,2,8,0.1,0.5,0.25,222,215,223,263,205,353,326,326,100,75,75,235,154,154,266,131,214,93,279,207,283,289,294,314,322,335,174,172,172,319,249,226,298,251,298
