GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,203932,Aaron Gordon,Aaron,1610612753,ORL,20.0,27,9,18,0.333,2.9,0.2,0.1,0.3,0.4,1.0,1.0,0.4,1.6,0.0,0.1,0.4,0.4,3.1,131,182,361,330,187,110,216,20,167,305,289,216,284,173,315,293,115,100
Players,203094,Andrew Nicholson,Andrew,1610612753,ORL,26.0,7,4,3,0.571,3.7,0.4,0.3,0.0,0.3,0.9,1.0,0.7,1.4,0.0,0.3,0.4,0.3,2.6,301,270,109,127,76,29,78,175,205,256,289,333,300,200,424,308,161,135
Players,201943,Brandon Jennings,Brandon,1610612753,ORL,26.0,9,3,6,0.333,2.3,0.0,0.0,0.0,0.0,1.2,0.7,0.3,1.3,0.0,0.0,0.1,0.4,0.9,289,293,174,330,263,234,237,175,303,355,172,157,306,200,1,75,91,330
Players,201228,C.J. Watson,C.J.,1610612753,ORL,32.0,4,3,1,0.75,2.9,0.0,0.0,0.0,0.5,1.0,1.5,1.3,4.5,0.0,0.0,0.3,0.0,1.9,339,293,31,44,193,234,237,175,117,280,404,429,10,200,1,162,326,218
Players,203906,Devyn Marble,Devyn,1610612753,ORL,23.0,2,1,1,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,374,362,31,188,422,234,237,175,303,1,1,1,401,200,1,339,326,261
Players,203473,Dewayne Dedmon,Dewayne,1610612753,ORL,26.0,5,3,2,0.6,3.1,0.0,0.0,0.0,0.4,0.4,0.8,0.4,3.2,0.0,0.0,1.0,0.0,2.1,329,293,75,103,163,234,237,175,153,107,228,185,41,200,1,423,326,191
Players,203901,Elfrid Payton,Elfrid,1610612753,ORL,22.0,32,13,19,0.406,4.2,0.3,0.3,0.2,1.1,1.6,1.4,0.8,3.0,0.1,0.3,0.3,0.4,4.4,94,129,379,290,31,87,56,86,32,407,391,362,62,130,426,260,93,42
Players,101141,Ersan Ilyasova,Ersan,1610612753,ORL,29.0,17,9,8,0.529,4.3,0.2,0.4,0.0,0.5,1.1,1.4,0.5,3.1,0.1,0.1,0.8,0.6,2.4,216,182,204,170,24,104,51,175,134,328,388,228,59,139,297,419,49,149
Players,203095,Evan Fournier,Evan,1610612753,ORL,23.0,42,19,23,0.452,4.1,0.1,0.3,0.0,0.6,1.6,1.1,0.8,2.7,0.0,0.2,0.5,0.2,2.7,16,64,418,255,36,211,78,175,97,411,343,373,110,193,405,384,218,133
Players,201160,Jason Smith,Jason,1610612753,ORL,30.0,16,7,9,0.438,2.8,0.0,0.1,0.0,0.1,1.3,0.8,0.4,1.3,0.2,0.0,0.6,0.1,2.1,222,215,223,263,205,234,177,175,274,360,206,211,323,41,1,387,268,183
Players,1626209,Mario Hezonja,Mario,1610612753,ORL,21.0,11,6,5,0.545,2.8,0.3,0.0,0.2,0.4,0.7,0.7,0.5,1.5,0.0,0.0,0.2,0.2,2.7,269,235,153,152,201,79,237,68,168,219,199,221,296,200,1,111,222,125
Players,202696,Nikola Vučević,Nikola,1610612753,ORL,25.0,33,14,19,0.424,4.8,0.1,0.2,0.0,1.2,1.6,1.3,0.7,3.0,0.2,0.2,0.8,0.7,5.1,81,119,379,276,13,192,98,175,25,413,382,339,73,26,401,418,41,22
Players,203894,Shabazz Napier,Shabazz,1610612753,ORL,24.0,6,2,4,0.333,3.1,0.0,0.0,0.0,0.7,0.0,0.3,0.3,1.7,0.0,0.0,0.7,0.2,2.3,312,326,127,330,168,234,237,175,80,1,93,157,264,200,1,408,229,163
Players,203506,Victor Oladipo,Victor,1610612753,ORL,24.0,38,16,22,0.421,3.9,0.2,0.1,0.2,0.6,1.5,1.2,0.7,2.7,0.1,0.2,0.3,0.4,3.2,38,99,412,278,59,148,226,84,90,394,348,304,115,148,416,228,107,93
