season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2019-20,1610612743,41900161,2020-08-17,UTA,DEN,UTA,1610612762,135,125,W,10,rnd1,1
2019-20,1610612743,41900162,2020-08-19,UTA,DEN,UTA,1610612762,105,124,L,-19,rnd1,2
2019-20,1610612743,41900163,2020-08-21,DEN,UTA,UTA,1610612762,87,124,L,-37,rnd1,3
2019-20,1610612743,41900164,2020-08-23,DEN,UTA,UTA,1610612762,127,129,L,-2,rnd1,4
2019-20,1610612743,41900165,2020-08-25,UTA,DEN,UTA,1610612762,117,107,W,10,rnd1,5
2019-20,1610612743,41900166,2020-08-30,DEN,UTA,UTA,1610612762,119,107,W,12,rnd1,6
2019-20,1610612743,41900167,2020-09-01,UTA,DEN,UTA,1610612762,80,78,W,2,rnd1,7
2019-20,1610612743,41900231,2020-09-03,DEN,LAC,LAC,1610612746,97,120,L,-23,sf,1
2019-20,1610612743,41900232,2020-09-05,DEN,LAC,LAC,1610612746,110,101,W,9,sf,2
2019-20,1610612743,41900233,2020-09-07,LAC,DEN,LAC,1610612746,107,113,L,-6,sf,3
2019-20,1610612743,41900234,2020-09-09,LAC,DEN,LAC,1610612746,85,96,L,-11,sf,4
2019-20,1610612743,41900235,2020-09-11,DEN,LAC,LAC,1610612746,111,105,W,6,sf,5
2019-20,1610612743,41900236,2020-09-13,LAC,DEN,LAC,1610612746,111,98,W,13,sf,6
2019-20,1610612743,41900237,2020-09-15,DEN,LAC,LAC,1610612746,104,89,W,15,sf,7
2019-20,1610612743,41900311,2020-09-18,DEN,LAL,LAL,1610612747,114,126,L,-12,conf,1
2019-20,1610612743,41900312,2020-09-20,DEN,LAL,LAL,1610612747,103,105,L,-2,conf,2
2019-20,1610612743,41900313,2020-09-22,LAL,DEN,LAL,1610612747,114,106,W,8,conf,3
2019-20,1610612743,41900314,2020-09-24,LAL,DEN,LAL,1610612747,108,114,L,-6,conf,4
2019-20,1610612743,41900315,2020-09-26,DEN,LAL,LAL,1610612747,107,117,L,-10,conf,5
