GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,202329,Al-Farouq Aminu,Al-Farouq,1610612757,POR,25.0,33,18,15,0.545,3.0,0.2,0.2,0.1,0.5,0.5,1.1,0.7,2.2,0.1,0.0,0.3,0.1,2.3,81,80,313,152,179,100,136,110,128,145,336,339,186,91,1,217,273,161
Players,203459,Allen Crabbe,Allen,1610612757,POR,24.0,37,20,17,0.541,2.4,0.1,0.2,0.2,0.3,0.6,1.0,0.3,1.4,0.1,0.0,0.3,0.1,1.7,51,45,341,158,247,182,131,65,215,158,314,156,303,147,1,186,316,232
Players,203148,Brian Roberts,Brian,1610612757,POR,30.0,5,5,0,1.0,1.7,0.4,0.0,0.4,0.4,0.4,0.6,0.4,1.2,0.0,0.0,0.2,0.0,0.8,329,252,1,1,321,34,237,15,153,107,148,185,328,200,1,125,326,347
Players,203468,CJ McCollum,CJ,1610612757,POR,24.0,40,21,19,0.525,3.4,0.2,0.2,0.2,0.6,0.6,1.4,0.7,2.2,0.1,0.1,0.2,0.5,3.9,28,33,379,176,129,108,160,90,99,165,391,321,181,154,368,125,85,57
Players,2549,Chris Kaman,Chris,1610612757,POR,34.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,408,31,408,434,234,237,175,303,1,1,1,401,200,1,1,326,400
Players,203081,Damian Lillard,Damian,1610612757,POR,25.0,37,18,19,0.486,3.5,0.5,0.2,0.2,0.9,0.7,1.4,0.7,2.4,0.0,0.3,0.4,0.9,4.6,51,80,379,229,100,18,97,49,49,199,393,343,150,200,423,312,20,35
Players,202334,Ed Davis,Ed,1610612757,POR,27.0,23,12,11,0.522,2.2,0.0,0.0,0.0,0.3,0.4,0.7,0.5,1.2,0.3,0.0,0.3,0.4,2.9,173,144,251,181,270,234,232,175,173,117,205,231,325,16,1,219,109,108
Players,201945,Gerald Henderson,Gerald,1610612757,POR,28.0,11,7,4,0.636,2.6,0.2,0.0,0.0,0.0,0.2,0.9,0.5,1.5,0.1,0.0,0.4,0.1,1.5,269,215,127,88,224,133,237,175,303,80,268,263,296,91,1,269,294,257
Players,1626242,Luis Montero,Luis,1610612757,POR,23.0,2,2,0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374,326,1,1,417,234,237,175,303,1,1,1,401,200,1,1,326,400
Players,203486,Mason Plumlee,Mason,1610612757,POR,26.0,34,17,17,0.5,2.6,0.1,0.0,0.1,0.3,0.5,1.1,0.4,1.9,0.1,0.0,0.5,0.4,1.9,76,88,341,188,225,222,237,156,203,129,335,215,239,74,243,376,111,213
Players,203090,Maurice Harkless,Maurice,1610612757,POR,23.0,13,8,5,0.615,2.1,0.0,0.3,0.0,0.3,0.2,1.2,0.5,1.7,0.0,0.1,0.2,0.2,0.9,250,195,153,96,288,234,70,175,193,77,346,223,263,200,319,90,246,333
Players,203086,Meyers Leonard,Meyers,1610612757,POR,24.0,17,8,9,0.471,1.8,0.1,0.0,0.1,0.0,0.4,0.6,0.4,1.3,0.0,0.1,0.4,0.4,1.4,216,195,223,241,312,180,237,156,303,102,146,198,318,200,363,264,120,273
Players,203943,Noah Vonleh,Noah,1610612757,POR,20.0,4,3,1,0.75,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3,339,293,31,44,381,234,237,175,303,129,1,1,395,200,1,1,326,387
Players,1626192,Pat Connaughton,Pat,1610612757,POR,23.0,2,2,0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374,326,1,1,417,234,237,175,303,1,1,1,401,200,1,1,326,400
Players,203515,Phil Pressey,Phil,1610612757,POR,25.0,5,0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.5,329,408,153,408,378,234,237,175,303,1,1,279,401,200,1,1,206,372
