team_id,team_name,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,stl,blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,stl_rank,blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,10,4,6,0.4,485.0,104.0,35.0,0.705,7.4,7.5,16.3,13.5,11.5,35.6,7,8,11,10,7,6,1,10,9,1,11,10,7,2,ATLANTA HAWKS
1610612738,Boston Celtics,6,2,4,0.333,293.0,101.2,34.7,0.748,6.2,6.4,14.1,11.3,14.9,43.9,11,11,1,11,11,2,3,1,11,3,6,5,13,16,BOSTON CELTICS
1610612766,Charlotte Hornets,7,3,4,0.429,336.0,108.1,29.7,0.724,5.7,3.3,9.7,13.6,9.4,43.4,9,9,1,8,9,11,13,9,14,14,1,11,3,15,CHARLOTTE HORNETS
1610612739,Cleveland Cavaliers,21,16,5,0.762,1008.0,105.2,32.6,0.745,7.8,4.2,13.5,10.6,8.4,36.9,2,1,10,1,2,8,8,2,5,9,4,2,2,4,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,5,1,4,0.2,240.0,120.4,25.8,0.627,6.0,2.4,16.6,16.6,17.4,42.0,13,13,1,13,13,16,16,15,13,16,12,16,15,11,DALLAS MAVERICKS
1610612765,Detroit Pistons,4,0,4,0.0,192.0,119.3,30.8,0.701,5.3,3.3,16.8,13.0,10.5,33.5,15,15,1,15,15,15,11,11,16,15,13,9,5,1,DETROIT PISTONS
1610612744,Golden State Warriors,24,15,9,0.625,1157.0,105.1,32.6,0.676,7.9,5.4,15.9,15.5,15.1,42.2,1,2,15,2,1,7,9,14,4,6,10,14,14,12,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,5,1,4,0.2,240.0,110.7,33.0,0.742,8.4,4.2,23.6,11.4,19.0,43.2,13,13,1,13,13,13,7,3,3,10,16,6,16,14,HOUSTON ROCKETS
1610612754,Indiana Pacers,7,3,4,0.429,336.0,101.9,30.1,0.62,7.6,5.6,16.9,16.0,9.6,37.1,9,9,1,8,9,4,12,16,8,5,14,15,4,5,INDIANA PACERS
1610612746,LA Clippers,6,2,4,0.333,288.0,101.9,34.8,0.693,8.5,4.7,10.3,13.7,13.7,36.7,11,11,1,11,12,5,2,12,2,8,2,13,10,3,LA CLIPPERS
1610612763,Memphis Grizzlies,4,0,4,0.0,192.0,113.2,27.3,0.733,7.8,4.0,19.3,9.5,14.5,37.5,15,15,1,15,15,14,15,7,6,11,15,1,12,6,MEMPHIS GRIZZLIES
1610612748,Miami Heat,14,7,7,0.5,687.0,101.3,34.4,0.74,5.3,5.8,14.3,10.9,7.5,40.0,5,5,13,5,5,3,6,4,15,4,7,3,1,9,MIAMI HEAT
1610612760,Oklahoma City Thunder,18,11,7,0.611,864.0,105.8,34.4,0.727,7.7,5.4,14.8,11.2,13.7,40.8,4,3,13,3,4,9,4,8,7,7,9,4,11,10,OKLAHOMA CITY THUNDER
1610612757,Portland Trail Blazers,11,5,6,0.455,533.0,108.5,34.4,0.734,6.1,3.9,14.0,13.6,11.7,42.7,6,7,11,7,6,12,5,6,12,12,5,12,8,13,PORTLAND TRAIL BLAZERS
1610612759,San Antonio Spurs,10,6,4,0.6,480.0,100.5,31.6,0.686,9.1,7.0,12.4,12.7,13.1,39.0,7,6,1,4,8,1,10,13,1,2,3,8,9,8,SAN ANTONIO SPURS
1610612761,Toronto Raptors,20,10,10,0.5,975.0,106.4,29.1,0.737,7.4,3.6,14.8,11.8,11.2,38.5,3,4,16,5,3,10,14,5,10,13,8,7,6,7,TORONTO RAPTORS
