team_id,team_name,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,five_sec,eight_sec,shot_clock,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,delay_of_game,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,five_sec_rank,eight_sec_rank,shot_clock_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,delay_of_game_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
1610612737,Atlanta Hawks,10,4,6,0.4,0.7,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.1,0.4,0.0,0.0,0.8,7,8,11,10,2,3,2,6,1,1,6,1,4,5,2,5,9,11,4,3,2,3,2,ATLANTA HAWKS
1610612738,Boston Celtics,6,2,4,0.333,0.3,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.2,0.8,0.5,0.0,0.0,0.0,0.0,11,11,1,11,9,3,2,3,1,1,10,1,4,5,2,5,3,5,1,12,2,3,13,BOSTON CELTICS
1610612766,Charlotte Hornets,7,3,4,0.429,0.6,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.3,0.1,9,9,1,8,3,3,2,6,1,1,6,1,1,5,2,5,9,2,4,9,2,1,11,CHARLOTTE HORNETS
1610612739,Cleveland Cavaliers,21,16,5,0.762,0.4,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.4,2,1,10,1,7,3,2,12,1,1,3,1,9,3,2,5,9,8,12,12,2,3,4,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,5,1,4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.0,0.0,13,13,1,13,13,3,2,12,1,1,9,1,12,5,2,5,3,11,3,12,2,3,13,DALLAS MAVERICKS
1610612765,Detroit Pistons,4,0,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.3,0.0,0.0,15,15,1,15,5,3,2,12,1,1,2,1,12,5,2,5,9,5,12,12,1,3,13,DETROIT PISTONS
1610612744,Golden State Warriors,24,15,9,0.625,0.3,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.6,1,2,15,2,9,1,2,12,1,1,13,1,4,3,2,5,6,14,4,9,2,3,3,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,5,1,4,0.2,0.8,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,1.6,0.0,0.6,0.0,0.0,0.4,13,13,1,13,1,3,2,3,1,1,16,1,4,1,2,1,9,1,12,1,2,3,4,HOUSTON ROCKETS
1610612754,Indiana Pacers,7,3,4,0.429,0.3,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.3,0.0,0.1,0.0,0.0,0.9,0.1,0.1,0.0,0.0,0.3,9,9,1,8,9,3,2,2,1,1,6,1,1,5,1,5,9,3,4,9,2,3,6,INDIANA PACERS
1610612746,LA Clippers,6,2,4,0.333,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,11,11,1,11,15,3,2,3,1,1,15,1,4,5,2,5,9,13,12,12,2,3,13,LA CLIPPERS
