player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1631100,AJ Griffin,AJ,1610612737,ATL,20.0,20,8,12,0.4,170.73,4,0,9,12,65,37,51,202,2,3,6,1,78.1,439,423,138,385,445,482,517,417,482,127,110,128,137,451,121,77,519,480,ATL
203992,Bogdan Bogdanović,Bogdan,1610612737,ATL,31.0,79,35,44,0.443,2401.4083333333333,190,141,207,362,785,611,780,2496,26,51,179,127,2283.9,30,155,528,364,43,46,62,26,129,531,491,555,525,173,499,525,122,65,ATL
1628981,Bruno Fernando,Bruno,1610612737,ATL,25.0,45,20,25,0.444,682.3033333333333,35,56,12,218,267,185,208,694,28,23,107,75,697.6,323,297,311,359,320,326,236,397,207,267,248,252,250,160,358,375,221,293,ATL
203991,Clint Capela,Clint,1610612737,ATL,30.0,73,33,40,0.452,1883.0866666666664,128,283,66,704,623,522,688,2078,106,69,164,170,2276.7,99,173,501,356,128,116,5,191,29,434,440,524,469,11,543,502,80,67,ATL
1629631,De'Andre Hunter,De'Andre,1610612737,ATL,26.0,57,26,31,0.456,1681.0933333333332,122,88,82,264,583,486,564,1856,16,29,146,193,1372.9,241,241,406,353,165,125,146,163,176,413,418,450,429,248,401,468,66,173,ATL
1627749,Dejounte Murray,Dejounte,1610612737,ATL,27.0,78,34,44,0.436,2783.343333333333,235,129,206,686,981,809,977,3158,24,69,138,192,3209.2,43,165,528,368,7,25,77,29,35,570,565,572,572,183,543,447,67,15,ATL
1629685,Dylan Windler,Dylan,1610612737,ATL,27.0,17,9,8,0.529,108.41,5,2,0,4,36,35,36,122,0,0,6,1,81.2,453,412,110,287,474,472,494,518,524,92,107,100,109,520,1,77,519,477,ATL
1629726,Garrison Mathews,Garrison,1610612737,ATL,27.0,66,29,37,0.439,992.1216666666668,48,34,18,24,370,262,328,1020,8,5,115,68,555.9,170,213,475,366,268,286,311,358,439,314,292,330,307,331,166,395,233,320,ATL
1630552,Jalen Johnson,Jalen,1610612737,ATL,22.0,56,27,29,0.482,1888.8666666666663,157,102,158,542,627,531,705,2048,47,51,133,124,2027.1,252,231,381,333,126,73,116,67,62,437,445,530,463,68,499,435,126,90,ATL
1641723,Kobe Bufkin,Kobe,1610612737,ATL,20.0,17,8,9,0.471,196.00333333333333,11,13,5,28,70,44,48,198,5,7,20,8,187.1,453,423,118,342,438,429,407,456,427,133,120,123,135,387,199,144,446,426,ATL
1631243,Mouhamed Gueye,Mouhamed,1610612737,ATL,21.0,6,2,4,0.333,72.8,6,0,4,10,35,12,29,82,4,3,13,5,82.4,525,511,45,432,495,460,517,464,488,90,44,83,86,410,121,111,467,476,ATL
1630168,Onyeka Okongwu,Onyeka,1610612737,ATL,23.0,55,23,32,0.418,1404.736666666667,63,128,24,396,479,411,458,1586,60,27,162,91,1336.2,258,270,425,372,202,241,80,339,117,372,377,392,385,45,382,500,181,180,ATL
1630180,Saddiq Bey,Saddiq,1610612737,ATL,25.0,63,28,35,0.444,2061.6583333333333,146,194,128,336,698,613,685,2400,11,49,88,139,1626.2,191,221,461,359,92,91,17,97,144,486,493,520,515,298,495,327,109,137,ATL
1641754,Seth Lundy,Seth,1610612737,ATL,24.0,9,2,7,0.222,51.98333333333333,3,3,3,0,32,17,16,72,0,2,6,3,21.4,498,511,93,502,517,492,488,483,551,84,70,55,78,520,82,77,485,539,ATL
1629027,Trae Young,Trae,1610612737,ATL,25.0,54,22,32,0.407,1941.7133333333331,193,75,125,406,660,625,734,2336,11,54,109,346,2456.3,271,276,425,380,115,44,179,103,113,458,498,542,509,298,510,383,17,49,ATL
1630235,Trent Forrest,Trent,1610612737,ATL,26.0,38,18,20,0.474,413.76166666666666,20,6,12,60,145,106,144,462,3,5,25,15,304.2,361,316,237,340,380,387,457,397,365,192,182,209,199,428,166,161,399,387,ATL
1630249,Vít Krejčí,Vít,1610612737,ATL,24.0,22,9,13,0.409,541.32,17,19,18,42,207,130,170,590,6,7,48,11,309.4,427,412,152,379,353,401,379,358,395,224,198,225,230,370,199,215,426,386,ATL
202083,Wesley Matthews,Wesley,1610612737,ATL,37.0,36,11,25,0.306,412.87,11,22,16,18,114,130,144,414,11,6,43,20,281.1,370,392,311,450,382,429,365,375,458,167,198,209,183,298,184,202,375,392,ATL
