season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl
2017-18,1610612741,21700014,2017-10-19,CHI,TOR,1610612761,1,100,117,L
2017-18,1610612741,21700031,2017-10-21,SAS,CHI,1610612759,2,77,87,L
2017-18,1610612741,21700049,2017-10-24,CHI,CLE,1610612739,3,112,119,L
2017-18,1610612741,21700065,2017-10-26,ATL,CHI,1610612737,4,91,86,W
2017-18,1610612741,21700079,2017-10-28,OKC,CHI,1610612760,5,69,101,L
2017-18,1610612741,21700110,2017-11-01,CHI,MIA,1610612748,6,91,97,L
2017-18,1610612741,21700120,2017-11-03,CHI,ORL,1610612753,7,105,83,W
2017-18,1610612741,21700133,2017-11-04,NOP,CHI,1610612740,8,90,96,L
2017-18,1610612741,21700153,2017-11-07,CHI,TOR,1610612761,9,114,119,L
2017-18,1610612741,21700171,2017-11-10,IND,CHI,1610612754,10,87,105,L
2017-18,1610612741,21700183,2017-11-11,CHI,SAS,1610612759,11,94,133,L
2017-18,1610612741,21700212,2017-11-15,CHI,OKC,1610612760,12,79,92,L
2017-18,1610612741,21700222,2017-11-17,CHA,CHI,1610612766,13,123,120,W
2017-18,1610612741,21700239,2017-11-19,CHI,PHX,1610612756,14,105,113,L
2017-18,1610612741,21700252,2017-11-21,CHI,LAL,1610612747,15,94,103,L
2017-18,1610612741,21700265,2017-11-22,CHI,UTA,1610612762,16,80,110,L
2017-18,1610612741,21700276,2017-11-24,CHI,GSW,1610612744,17,94,143,L
2017-18,1610612741,21700287,2017-11-26,MIA,CHI,1610612748,18,93,100,L
2017-18,1610612741,21700299,2017-11-28,PHX,CHI,1610612756,19,99,104,L
2017-18,1610612741,21700315,2017-11-30,CHI,DEN,1610612743,20,110,111,L
2017-18,1610612741,21700322,2017-12-01,SAC,CHI,1610612758,21,106,107,L
2017-18,1610612741,21700344,2017-12-04,CLE,CHI,1610612739,22,91,113,L
2017-18,1610612741,21700354,2017-12-06,CHI,IND,1610612754,23,96,98,L
2017-18,1610612741,21700367,2017-12-08,CHI,CHA,1610612766,24,119,111,W
2017-18,1610612741,21700380,2017-12-09,NYK,CHI,1610612752,25,104,102,W
2017-18,1610612741,21700391,2017-12-11,BOS,CHI,1610612738,26,108,85,W
2017-18,1610612741,21700409,2017-12-13,UTA,CHI,1610612762,27,103,100,W
