season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away,MON
2020-21,1610612758,SAC,Sacramento Kings,22001077,2021-05-16,SAC vs. UTA,L,48.0,0.667,0.333,0.667,0.061,0.273,0.192,0.061,0.131,0.606,0.576,0.424,0.556,0.444,0.571,0.429,0,0,0,0,113,485,1647,87,1373,1609,158,2117,1308,45,562,1593,2087,61,1324,812,1,2020,2021,True,SAC,UTA,MAY
2020-21,1610612758,SAC,Sacramento Kings,22000263,2021-05-14,SAC @ MEM,L,48.0,0.563,0.438,0.509,0.019,0.283,0.104,0.208,0.189,0.491,0.519,0.481,0.7,0.3,0.568,0.432,0,0,0,0,113,1563,590,1079,1985,1545,1150,290,457,483,963,1180,1793,340,1359,797,1,2020,2021,False,MEM,SAC,MAY
2020-21,1610612758,SAC,Sacramento Kings,22000255,2021-05-13,SAC @ MEM,L,48.0,0.573,0.427,0.455,0.036,0.464,0.173,0.082,0.173,0.418,0.68,0.32,0.941,0.059,0.786,0.214,0,0,0,0,113,1468,691,1581,1790,215,269,2010,654,1146,137,2018,396,1750,57,2104,1,2020,2021,False,MEM,SAC,MAY
2020-21,1610612758,SAC,Sacramento Kings,22001040,2021-05-11,SAC vs. OKC,W,48.0,0.547,0.453,0.41,0.033,0.467,0.098,0.123,0.23,0.377,0.56,0.44,0.737,0.263,0.636,0.364,0,0,0,0,113,1700,454,1882,1876,200,1222,1507,148,1529,659,1484,1665,486,776,1367,1,2020,2021,True,SAC,OKC,MAY
2020-21,1610612758,SAC,Sacramento Kings,22001025,2021-05-09,SAC vs. OKC,W,48.0,0.576,0.424,0.46,0.016,0.381,0.095,0.159,0.183,0.444,0.552,0.448,0.875,0.125,0.667,0.333,0,0,0,0,113,1421,734,1546,2075,689,1264,921,546,870,724,1420,864,1237,534,1574,1,2020,2021,True,SAC,OKC,MAY
2020-21,1610612758,SAC,Sacramento Kings,22001011,2021-05-07,SAC vs. SAS,L,48.0,0.619,0.381,0.538,0.038,0.375,0.163,0.087,0.163,0.5,0.643,0.357,0.692,0.308,0.659,0.341,0,0,0,0,113,953,1200,810,1734,732,341,1967,778,414,248,1904,1823,319,611,1532,1,2020,2021,True,SAC,SAS,MAY
2020-21,1610612758,SAC,Sacramento Kings,22000993,2021-05-05,SAC @ IND,W,48.0,0.663,0.337,0.673,0.077,0.231,0.269,0.096,0.24,0.596,0.457,0.543,0.625,0.375,0.488,0.512,0,0,0,0,113,521,1637,82,1097,1884,8,1874,101,61,1396,758,1982,159,1907,246,1,2020,2021,False,IND,SAC,MAY
2020-21,1610612758,SAC,Sacramento Kings,22000988,2021-05-04,SAC @ OKC,W,48.0,0.547,0.453,0.524,0.039,0.35,0.204,0.126,0.107,0.485,0.519,0.481,0.917,0.083,0.641,0.359,0,0,0,0,113,1695,464,940,1724,974,117,1449,1650,524,963,1180,587,1519,739,1412,1,2020,2021,False,OKC,SAC,MAY
2020-21,1610612758,SAC,Sacramento Kings,22000970,2021-05-02,SAC @ DAL,W,48.0,0.654,0.346,0.613,0.036,0.297,0.054,0.09,0.171,0.577,0.559,0.441,0.727,0.273,0.6,0.4,0,0,0,0,113,607,1550,270,1795,1429,1850,1939,675,101,678,1471,1699,433,1079,1042,1,2020,2021,False,DAL,SAC,MAY
2020-21,1610612758,SAC,Sacramento Kings,22000956,2021-04-30,SAC @ LAL,W,48.0,0.616,0.384,0.491,0.091,0.327,0.173,0.182,0.218,0.4,0.667,0.333,0.917,0.083,0.744,0.256,0,0,0,0,113,986,1167,1265,859,1169,269,565,216,1314,159,1965,587,1519,163,1991,1,2020,2021,False,LAL,SAC,APR
