TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612738,Boston Celtics,6,6,0,1.0,46.4,28.8,13.5,3.8,46.2,19.2,3.8,9.6,19.2,5,1,1,1,6,3,9,10,4,11,4,13,3
1610612739,Cleveland Cavaliers,3,1,2,0.333,55.6,10.0,0.0,10.0,40.0,20.0,45.0,0.0,40.0,9,8,6,9,9,14,11,5,7,12,15,1,11
1610612742,Dallas Mavericks,11,6,5,0.545,49.6,11.1,21.1,7.8,28.9,13.3,8.9,4.4,44.4,1,1,14,6,1,12,5,8,12,7,6,8,12
1610612743,Denver Nuggets,5,3,2,0.6,60.1,4.8,23.8,0.0,76.2,14.3,38.1,23.8,123.8,6,5,6,3,8,15,3,12,3,8,14,15,15
1610612754,Indiana Pacers,7,2,5,0.286,50.8,19.0,15.2,11.4,32.9,27.8,8.9,7.6,38.0,3,7,14,10,2,5,8,4,9,14,5,10,7
1610612746,LA Clippers,2,1,1,0.5,54.1,15.4,0.0,0.0,107.7,0.0,15.4,0.0,15.4,11,8,2,7,13,9,11,12,1,1,7,1,1
1610612747,Los Angeles Lakers,3,0,3,0.0,47.6,10.5,0.0,21.1,84.2,0.0,26.3,0.0,63.2,9,12,11,12,12,13,11,1,2,1,12,1,14
1610612749,Milwaukee Bucks,1,0,1,0.0,60.2,17.6,0.0,11.8,35.3,5.9,29.4,0.0,35.3,14,12,2,12,10,6,11,3,8,3,13,1,5
1610612750,Minnesota Timberwolves,7,4,3,0.571,49.5,16.0,20.0,2.0,44.0,24.0,26.0,6.0,36.0,3,4,11,5,5,7,6,11,5,13,11,9,6
1610612740,New Orleans Pelicans,2,0,2,0.0,44.5,38.5,0.0,15.4,15.4,15.4,0.0,0.0,15.4,11,12,6,12,14,1,11,2,15,10,1,1,1
1610612752,New York Knicks,8,6,2,0.75,45.5,15.5,19.0,4.8,31.0,11.9,19.0,9.5,38.1,2,1,6,2,3,8,7,9,10,5,8,11,8
1610612760,Oklahoma City Thunder,5,3,2,0.6,45.2,13.0,8.7,8.7,30.4,15.2,21.7,13.0,26.1,6,5,6,3,7,10,10,6,11,9,9,14,4
1610612753,Orlando Magic,2,1,1,0.5,46.7,19.0,33.3,0.0,28.6,9.5,0.0,9.5,38.1,11,8,2,7,11,4,2,12,13,4,1,11,8
1610612755,Philadelphia 76ers,5,1,4,0.2,55.9,12.8,23.4,8.5,42.6,12.8,25.5,4.3,38.3,6,8,13,11,4,11,4,7,6,6,10,7,10
1610612756,Phoenix Suns,1,0,1,0.0,43.6,37.5,75.0,0.0,25.0,50.0,0.0,0.0,50.0,14,12,2,12,15,2,1,12,14,15,1,1,13
