close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
201142,Kevin Durant,1610612751,BKN,F,33.0,4,4,0.515,3.25,8.75,0.371,0.374,-0.002
203552,Seth Curry,1610612751,BKN,G,31.0,4,4,0.531,2.75,6.5,0.423,0.361,0.062
202681,Kyrie Irving,1610612751,BKN,G,30.0,4,4,0.448,2.25,6.5,0.346,0.357,-0.011
1628971,Bruce Brown,1610612751,BKN,G-F,25.0,4,4,0.381,1.75,6.0,0.292,0.369,-0.078
201933,Blake Griffin,1610612751,BKN,F,33.0,2,2,0.444,2.0,4.0,0.5,0.385,0.116
1629651,Nic Claxton,1610612751,BKN,F-C,23.0,4,4,0.28,1.0,3.5,0.286,0.367,-0.081
203083,Andre Drummond,1610612751,BKN,C,28.0,4,4,0.429,1.5,3.0,0.5,0.361,0.139
201988,Patty Mills,1610612751,BKN,G,33.0,4,4,0.5,0.75,3.0,0.25,0.36,-0.11
201609,Goran Dragic,1610612751,BKN,G,36.0,4,4,0.217,0.5,1.25,0.4,0.339,0.061
1630556,Kessler Edwards,1610612751,BKN,F,21.0,1,1,1.0,0.0,1.0,0.0,0.313,-0.313
