player,team,number,position,height,weight,last_attended,country,profile_url,is_active,is_free_agent,is_retired,headshot_url,birthdate,experience,legacy,draft_year,draft_round,draft_pick,draft_status,player_id
Precious Achiuwa,NYK,5,Forward,80.0,243.0,Memphis,Nigeria,https://www.nba.com/player/1630173/precious-achiuwa,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,4.0,False,2020.0,1.0,20.0,Drafted,achiupr01
OG Anunoby,NYK,8,Forward-Guard,79.0,240.0,Indiana,United Kingdom,https://www.nba.com/player/1628384/og-anunoby,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,1980-01-01,7.0,False,2017.0,1.0,23.0,Drafted,anunoog01
MarJon Beauchamp,NYK,0,Forward,79.0,199.0,NBA G League Ignite,USA,https://www.nba.com/player/1630699/marjon-beauchamp,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,2.0,False,2022.0,1.0,24.0,Drafted,beaucma01
Mikal Bridges,NYK,25,Guard-Forward,78.0,209.0,Villanova,USA,https://www.nba.com/player/1628969/mikal-bridges,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,6.0,False,2018.0,1.0,10.0,Drafted,bridgmi01
Jalen Brunson,NYK,11,Guard,74.0,190.0,Villanova,USA,https://www.nba.com/player/1628973/jalen-brunson,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,6.0,False,2018.0,2.0,33.0,Drafted,brunsja01
Pacôme Dadiet,NYK,4,Forward,80.0,210.0,Ratiopharm Ulm,France,https://www.nba.com/player/1642359/pacome-dadiet,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,2024.0,1.0,25.0,Drafted,dadiepa01
Josh Hart,NYK,3,Guard,76.0,215.0,Villanova,USA,https://www.nba.com/player/1628404/josh-hart,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,7.0,False,2017.0,1.0,30.0,Drafted,hartjo010
Ariel Hukporti,NYK,55,Center,83.0,246.0,MHP Riesen,Germany,https://www.nba.com/player/1630574/ariel-hukporti,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,2024.0,2.0,58.0,Drafted,hukpoar01
Tyler Kolek,NYK,13,Guard,75.0,195.0,Marquette,USA,https://www.nba.com/player/1642278/tyler-kolek,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1626153.png,1980-01-01,,False,2024.0,2.0,34.0,Drafted,kolekty01
Miles McBride,NYK,2,Guard,73.0,195.0,West Virginia,USA,https://www.nba.com/player/1630540/miles-mcbride,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,3.0,False,2021.0,2.0,36.0,Drafted,mcbrimi01
