group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
Players,1629599,Amir Coffey,Amir,1610612746,LAC,23.0,2,1,1,0.5,4.8,132.4,122.7,122.7,77.6,83.3,83.3,54.7,39.4,39.4,0.143,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.333,0.515,0.167,0.173,115.34,114.94,95.78,114.94,-0.03,22,1,3,0.5,1.5,0.333,383,358,28,177,6,55,66,66,30,43,43,28,37,37,113,219,95,273,346,365,1,1,283,232,166,177,64,104,104,407,283,289,102,64,252
Players,1627826,Ivica Zubac,Ivica,1610612746,LAC,23.0,5,3,2,0.6,1.8,101.4,94.4,94.4,112.5,109.5,109.5,-11.1,-15.1,-15.1,0.0,0.0,0.0,0.3,0.2,0.25,16.7,17.0,0.5,0.615,0.273,0.283,98.09,102.84,85.7,102.84,0.143,18,2,4,0.4,0.8,0.5,331,284,82,118,322,310,332,332,231,256,256,278,315,315,285,219,285,7,58,8,402,408,160,128,59,63,308,283,283,101,233,268,151,183,96
Players,203210,JaMychal Green,JaMychal,1610612746,LAC,30.0,15,9,6,0.6,2.4,146.6,143.0,143.0,115.8,104.1,104.1,30.8,39.0,39.0,0.032,0.5,6.7,0.079,0.205,0.143,13.3,13.6,0.6,0.595,0.144,0.151,95.39,101.67,84.72,101.67,0.06,79,5,10,0.3,0.7,0.5,203,157,208,118,249,28,21,21,276,192,192,62,38,38,264,191,250,90,56,54,371,374,92,151,211,216,377,312,312,257,166,188,180,207,96
Players,201149,Joakim Noah,Joakim,1610612746,LAC,35.0,1,1,0,1.0,9.1,136.3,131.8,131.8,86.3,95.5,95.5,49.9,36.4,36.4,0.286,0.67,33.3,0.0,0.05,0.037,50.0,50.0,1.0,1.0,0.167,0.172,120.73,116.49,97.08,116.49,0.079,22,1,1,1.0,1.0,1.0,414,358,1,1,1,45,38,38,40,101,101,32,43,43,49,181,25,273,319,332,448,448,10,18,166,178,42,95,95,200,283,350,18,128,1
Players,202695,Kawhi Leonard,Kawhi,1610612746,LAC,29.0,22,14,8,0.636,3.6,122.3,119.4,119.4,101.2,101.8,101.8,21.2,17.6,17.6,0.283,1.86,16.9,0.049,0.13,0.092,9.1,9.2,0.409,0.546,0.325,0.331,99.98,100.91,84.09,100.91,0.171,170,17,44,0.8,2.0,0.386,133,76,254,97,73,108,90,90,123,176,176,86,99,99,51,86,129,138,165,150,302,308,251,209,34,36,263,332,332,67,57,55,46,32,220
Players,1629013,Landry Shamet,Landry,1610612746,LAC,23.0,20,9,11,0.45,3.1,118.4,114.8,114.8,125.4,123.3,123.3,-7.0,-8.4,-8.4,0.024,0.5,7.7,0.0,0.032,0.017,15.4,15.0,0.944,0.921,0.086,0.092,96.05,98.38,81.98,98.38,0.025,128,6,9,0.3,0.5,0.667,150,157,320,246,151,141,124,124,344,368,368,244,263,263,277,191,237,273,333,358,390,387,30,31,341,341,366,386,386,321,147,200,198,280,40
Players,101150,Lou Williams,Lou,1610612746,LAC,33.0,24,16,8,0.667,3.6,120.5,118.9,118.9,119.7,113.9,113.9,0.8,5.0,5.0,0.347,2.43,22.1,0.0,0.067,0.034,9.1,9.0,0.565,0.617,0.286,0.294,96.15,99.18,82.65,99.18,0.172,180,22,46,0.9,1.9,0.478,113,49,254,77,85,122,91,91,304,295,295,193,161,161,21,53,80,273,294,338,302,302,123,124,52,54,363,370,370,60,38,50,30,45,140
Players,202694,Marcus Morris Sr.,Marcus,1610612746,LAC,30.0,29,10,19,0.345,3.9,110.8,106.0,106.0,113.5,109.0,109.0,-2.8,-3.0,-3.0,0.127,1.33,9.8,0.031,0.162,0.091,7.3,7.4,0.491,0.577,0.263,0.281,96.07,100.22,83.51,100.22,0.135,233,23,57,0.8,2.0,0.404,71,139,429,330,40,216,219,219,243,251,251,215,227,227,131,111,214,197,102,152,274,275,204,168,64,64,365,344,344,115,32,25,45,42,189
Players,1626149,Montrezl Harrell,Montrezl,1610612746,LAC,26.0,27,17,10,0.63,3.8,121.8,118.2,118.2,117.4,116.1,116.1,4.4,2.1,2.1,0.016,0.33,2.5,0.154,0.105,0.128,7.5,7.6,0.704,0.665,0.157,0.161,97.96,100.01,83.34,100.01,0.111,214,19,27,0.7,1.0,0.704,84,40,297,104,54,112,94,94,289,319,319,170,180,180,283,209,283,25,215,71,277,280,56,92,187,202,313,350,350,147,49,88,58,128,36
Players,201976,Patrick Beverley,Patrick,1610612746,LAC,31.0,17,14,3,0.824,3.2,135.2,132.5,132.5,98.1,99.1,99.1,37.1,33.4,33.4,0.065,0.0,18.8,0.071,0.143,0.111,0.0,0.0,0.545,0.568,0.094,0.091,101.2,101.68,84.73,101.68,0.088,117,4,11,0.2,0.6,0.364,187,76,117,31,140,47,36,36,100,133,133,48,48,48,218,219,109,98,128,108,1,1,140,178,323,345,235,311,311,187,184,180,238,219,231
