season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away,MON
2019-20,1610612756,PHX,Phoenix Suns,21901313,2020-08-13,PHX vs. DAL,W,48.0,131.6,132.0,104.8,106.3,26.9,25.7,0.694,5.67,24.1,0.233,0.75,0.516,0.062,0.629,0.651,97.3,96.5,80.42,97,0.648,1,1,1,1,139,58,763,69,362,14,29,1444,860,775,25,144,178,1699,73,1,2019,2020,True,PHX,DAL,AUG
2019-20,1610612756,PHX,Phoenix Suns,21901299,2020-08-11,PHX @ PHI,W,48.0,137.9,139.8,120.4,128.6,17.5,11.2,0.571,4.0,20.7,0.366,0.667,0.533,0.075,0.618,0.662,95.7,92.0,76.67,93,0.575,1,1,1,1,139,9,1999,418,1267,38,290,144,1729,543,66,198,133,2031,387,1,2019,2020,False,PHI,PHX,AUG
2019-20,1610612756,PHX,Phoenix Suns,21901292,2020-08-10,PHX vs. OKC,W,48.0,116.6,118.5,91.6,92.7,25.0,25.9,0.69,1.45,19.2,0.292,0.793,0.566,0.185,0.567,0.629,110.0,108.5,90.42,108,0.637,1,1,1,1,139,463,128,67,377,1412,604,763,401,193,1807,611,325,127,95,1,2019,2020,True,PHX,OKC,AUG
2019-20,1610612756,PHX,Phoenix Suns,21901283,2020-08-08,PHX @ MIA,W,48.0,119.2,119.0,109.1,110.9,10.2,8.1,0.614,2.45,19.3,0.271,0.87,0.564,0.11,0.543,0.59,101.2,100.5,83.75,100,0.524,1,1,1,1,139,436,1111,584,937,345,579,986,48,205,439,874,715,1039,857,1,2019,2020,False,MIA,PHX,AUG
2019-20,1610612756,PHX,Phoenix Suns,21901270,2020-08-06,PHX vs. IND,W,48.0,108.8,110.7,95.8,96.1,13.0,14.6,0.628,1.69,18.6,0.32,0.88,0.6,0.155,0.516,0.565,104.1,103.0,85.83,103,0.598,1,1,1,1,139,1016,234,282,809,1065,727,465,34,37,1348,1204,1039,639,235,1,2019,2020,True,PHX,IND,AUG
2019-20,1610612756,PHX,Phoenix Suns,21901258,2020-08-04,PHX @ LAC,W,48.0,118.0,118.2,116.3,115.0,1.7,3.2,0.556,3.13,18.5,0.204,0.795,0.469,0.081,0.557,0.573,99.0,99.5,82.92,99,0.479,1,1,1,1,139,478,1430,922,1409,113,758,1750,382,1547,100,714,958,1247,1237,1,2019,2020,False,LAC,PHX,AUG
2019-20,1610612756,PHX,Phoenix Suns,21901249,2020-08-02,PHX vs. DAL,W,48.0,108.2,111.4,107.2,109.5,1.0,1.9,0.524,2.0,16.2,0.196,0.754,0.491,0.105,0.516,0.567,107.7,105.0,87.5,105,0.491,1,1,1,1,139,960,1005,992,1629,619,1427,1793,846,1208,351,1209,1017,413,1133,1,2019,2020,True,PHX,DAL,AUG
2019-20,1610612756,PHX,Phoenix Suns,21901235,2020-07-31,PHX @ WAS,W,48.0,115.7,115.7,100.8,103.7,14.9,12.0,0.69,1.61,20.3,0.184,0.755,0.506,0.167,0.594,0.664,109.6,108.0,90.0,108,0.616,1,1,1,1,139,631,570,380,377,1165,372,1875,811,934,1546,360,122,147,164,1,2019,2020,False,WAS,PHX,JUL
2019-20,1610612756,PHX,Phoenix Suns,21900966,2020-03-10,PHX @ POR,L,48.0,101.9,105.0,122.9,121.0,-20.9,-16.0,0.743,1.86,18.8,0.245,0.783,0.495,0.14,0.466,0.536,100.7,100.0,83.33,100,0.432,1,1060,1060,1060,139,1443,1771,1870,147,819,676,1274,501,1154,990,1758,1438,1131,1678,1,2019,2020,False,POR,PHX,MAR
2019-20,1610612756,PHX,Phoenix Suns,21900950,2020-03-08,PHX vs. MIL,W,48.0,132.5,133.3,122.2,124.8,10.4,8.6,0.638,2.0,20.7,0.25,0.833,0.568,0.143,0.665,0.71,106.4,105.0,87.5,105,0.569,1,1,1,1,139,35,1911,548,725,619,294,1192,144,182,1048,50,17,413,439,1,2019,2020,True,PHX,MIL,MAR
