close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
1627734,Domantas Sabonis,1610612758,SAC,F-C,26.0,62,62,0.754,6.37,11.84,0.538,0.541,-0.003
1626158,Richaun Holmes,1610612758,SAC,F,28.0,45,45,0.788,4.4,8.58,0.513,0.54,-0.027
1628368,De'Aaron Fox,1610612758,SAC,G,24.0,59,59,0.607,4.88,8.49,0.575,0.525,0.05
203458,Alex Len,1610612758,SAC,C,29.0,38,37,0.783,4.21,7.97,0.528,0.555,-0.027
1627745,Damian Jones,1610612758,SAC,C,27.0,53,52,0.702,4.06,7.7,0.527,0.543,-0.016
203084,Harrison Barnes,1610612758,SAC,F,30.0,77,77,0.641,4.12,7.48,0.55,0.541,0.009
1626168,Trey Lyles,1610612758,SAC,F,26.0,73,71,0.699,3.89,6.67,0.583,0.543,0.04
203200,Justin Holiday,1610612758,SAC,F-G,33.0,74,74,0.63,3.51,6.15,0.571,0.529,0.043
1630558,Davion Mitchell,1610612758,SAC,G,23.0,75,73,0.596,2.97,6.11,0.487,0.518,-0.031
1629002,Chimezie Metu,1610612758,SAC,F-C,25.0,59,59,0.613,3.24,5.85,0.554,0.536,0.017
1628978,Donte DiVincenzo,1610612758,SAC,G,25.0,42,41,0.568,2.95,5.36,0.551,0.522,0.029
1629056,Terence Davis,1610612758,SAC,G,25.0,30,30,0.624,2.17,4.2,0.516,0.519,-0.003
203087,Jeremy Lamb,1610612758,SAC,G-F,30.0,54,51,0.638,2.5,4.19,0.597,0.535,0.063
203090,Maurice Harkless,1610612758,SAC,F-G,29.0,46,43,0.549,2.28,4.15,0.55,0.536,0.014
1629663,Louis King,1610612758,SAC,F,23.0,9,9,0.74,2.11,4.11,0.514,0.535,-0.021
1628367,Josh Jackson,1610612758,SAC,G-F,25.0,49,46,0.617,2.14,3.94,0.544,0.536,0.008
1629674,Neemias Queta,1610612758,SAC,C,22.0,12,10,0.712,1.92,3.5,0.548,0.535,0.013
1626144,Emmanuel Mudiay,1610612758,SAC,G,26.0,1,1,0.75,2.0,3.0,0.667,0.427,0.239
1630186,Jahmi'us Ramsey,1610612758,SAC,G,21.0,16,13,0.6,1.13,1.88,0.6,0.528,0.072
