close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
201599,DeAndre Jordan,1610612746,LAC,C,27.0,77,77,1.0,6.31,14.81,0.426,0.47,-0.044
201933,Blake Griffin,1610612746,LAC,F,27.0,35,35,1.0,6.23,12.94,0.481,0.462,0.019
201145,Jeff Green,1610612746,LAC,F,29.0,80,80,1.0,4.68,10.1,0.463,0.447,0.016
101108,Chris Paul,1610612746,LAC,G,31.0,74,74,1.0,4.5,9.65,0.466,0.444,0.023
101236,Chuck Hayes,1610612746,LAC,F-C,33.0,2,2,1.0,4.0,9.5,0.421,0.476,-0.054
200755,JJ Redick,1610612746,LAC,G,32.0,74,74,1.0,3.35,8.69,0.386,0.439,-0.054
201601,Luc Mbah a Moute,1610612746,LAC,F,29.0,66,66,1.0,2.76,7.77,0.355,0.451,-0.097
202325,Wesley Johnson,1610612746,LAC,F-G,28.0,80,80,1.0,3.44,7.69,0.447,0.452,-0.004
202332,Cole Aldrich,1610612746,LAC,C,27.0,58,58,1.0,3.59,7.36,0.487,0.46,0.027
1718,Paul Pierce,1610612746,LAC,F,38.0,68,68,1.0,3.03,6.72,0.451,0.451,0.0
203085,Austin Rivers,1610612746,LAC,G,23.0,66,66,1.0,2.62,6.71,0.391,0.441,-0.051
2037,Jamal Crawford,1610612746,LAC,G,36.0,79,79,1.0,2.62,6.05,0.433,0.441,-0.008
203143,Pablo Prigioni,1610612746,LAC,G,39.0,57,57,1.0,2.26,4.58,0.494,0.427,0.067
203912,C.J. Wilcox,1610612746,LAC,G,25.0,18,18,1.0,1.0,3.11,0.321,0.424,-0.102
201965,Jeff Ayres,1610612746,LAC,F-C,29.0,15,15,1.0,1.53,2.87,0.535,0.432,0.103
1626183,Branden Dawson,1610612746,LAC,F,23.0,5,5,1.0,1.4,2.0,0.7,0.463,0.237
