player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
2760,Anderson Varejao,Anderson,1610612739,CLE,38.0,5,1,4,0.2,7.2,82.8,85.9,85.9,123.0,123.5,123.5,-40.2,-37.6,-37.6,0.15,3.0,12.5,0.146,0.342,0.233,4.2,4.2,0.25,0.326,0.228,0.233,108.33,106.2,88.5,106.2,0.09,78,4,16,0.8,3.2,0.25,512,515,40,509,476,531,522,522,531,534,534,533,534,534,177,43,372,6,2,1,20,20,524,520,94,95,15,39,39,246,508,496,482,427,517,CLE
1630271,Brodric Thomas,Brodric,1610612739,CLE,24.0,32,6,26,0.188,12.5,102.6,103.6,103.6,108.2,108.1,108.1,-5.6,-4.5,-4.5,0.115,1.36,16.6,0.019,0.107,0.062,12.2,12.2,0.435,0.487,0.158,0.161,101.17,100.74,83.95,100.74,0.052,833,39,108,1.2,3.4,0.361,372,456,341,515,406,427,399,399,174,178,178,390,362,362,247,341,241,385,349,376,416,423,465,450,344,350,298,319,319,468,404,383,434,417,476,CLE
1626224,Cedi Osman,Cedi,1610612739,CLE,26.0,59,17,42,0.288,25.6,102.9,103.3,103.3,113.9,114.2,114.2,-11.0,-11.0,-11.0,0.173,2.17,19.8,0.024,0.113,0.067,9.1,9.1,0.458,0.488,0.198,0.203,99.34,99.0,82.5,99.0,0.073,3124,219,586,3.7,9.9,0.374,151,325,517,471,171,418,406,406,457,460,460,471,474,474,134,146,149,320,324,347,230,228,443,446,167,166,437,460,460,364,163,120,179,133,460,CLE
1629012,Collin Sexton,Collin,1610612739,CLE,22.0,60,18,42,0.3,35.3,103.6,104.8,104.8,113.7,114.0,114.0,-10.1,-9.2,-9.2,0.222,1.57,15.5,0.027,0.063,0.044,9.9,9.8,0.519,0.573,0.286,0.295,99.97,99.26,82.72,99.26,0.115,4386,525,1105,8.8,18.4,0.475,140,312,517,458,12,398,372,372,449,454,454,464,453,453,84,293,283,296,518,498,283,282,291,212,29,25,395,440,440,106,17,17,20,16,183,CLE
1628422,Damyean Dotson,Damyean,1610612739,CLE,27.0,46,14,32,0.304,19.7,97.0,97.0,97.0,109.9,109.4,109.4,-12.8,-12.5,-12.5,0.161,2.17,20.6,0.005,0.095,0.048,9.5,9.5,0.485,0.499,0.162,0.167,99.47,99.68,83.07,99.68,0.069,1893,119,293,2.6,6.4,0.406,268,357,437,455,268,499,493,493,272,247,247,487,482,482,151,147,137,515,411,472,253,256,399,431,327,322,429,405,405,391,283,258,285,255,394,CLE
1629636,Darius Garland,Darius,1610612739,CLE,21.0,54,18,36,0.333,33.1,104.8,105.7,105.7,111.2,112.3,112.3,-6.5,-6.6,-6.6,0.298,2.01,24.4,0.013,0.062,0.037,12.1,12.1,0.517,0.547,0.245,0.25,99.67,98.78,82.32,98.78,0.101,3687,362,802,6.7,14.9,0.451,196,312,490,434,45,377,346,346,354,391,391,407,414,414,35,184,80,458,523,525,414,415,295,306,65,67,417,476,476,166,62,52,58,54,240,CLE
1629731,Dean Wade,Dean,1610612739,CLE,24.0,63,19,44,0.302,19.2,102.3,102.9,102.9,112.3,111.9,111.9,-10.0,-9.0,-9.0,0.094,2.47,17.2,0.031,0.154,0.09,7.0,6.9,0.556,0.573,0.128,0.131,99.19,99.06,82.55,99.06,0.082,2503,134,311,2.1,4.9,0.431,99,298,523,457,280,431,412,412,399,372,372,463,448,448,318,97,224,265,183,224,91,92,166,213,458,463,452,455,455,307,256,242,342,318,320,CLE
1629685,Dylan Windler,Dylan,1610612739,CLE,24.0,31,11,20,0.355,16.5,105.4,104.6,104.6,111.7,111.1,111.1,-6.3,-6.5,-6.5,0.089,1.03,15.9,0.039,0.171,0.104,15.5,15.5,0.538,0.567,0.14,0.146,101.21,101.87,84.89,101.87,0.082,1092,57,130,1.8,4.2,0.438,378,398,236,424,340,363,377,377,371,331,331,402,407,407,334,417,260,215,127,163,499,500,222,228,416,412,294,235,235,304,370,369,374,365,287,CLE
1630171,Isaac Okoro,Isaac,1610612739,CLE,20.0,67,20,47,0.299,32.4,103.2,104.6,104.6,112.9,113.4,113.4,-9.7,-8.7,-8.7,0.086,1.49,15.2,0.031,0.066,0.048,10.2,10.2,0.476,0.514,0.142,0.145,98.94,98.07,81.72,98.07,0.044,4431,235,559,3.5,8.3,0.42,58,279,533,460,54,412,375,375,425,428,428,460,444,444,349,309,291,264,511,475,312,313,417,403,408,419,465,502,502,496,149,136,196,177,350,CLE
1628392,Isaiah Hartenstein,Isaiah,1610612739,CLE,23.0,46,20,26,0.435,12.1,107.0,107.8,107.8,106.7,105.7,105.7,0.3,2.1,2.1,0.147,1.25,18.3,0.114,0.207,0.16,14.6,14.6,0.556,0.583,0.187,0.191,99.86,99.97,83.31,99.97,0.108,1152,94,171,2.0,3.7,0.55,268,279,341,339,411,300,277,277,122,102,102,227,168,168,181,371,194,32,61,41,493,492,167,180,212,220,404,380,380,142,320,344,347,393,64,CLE
