season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2024-25,1631323,Simone Fontecchio,Simone,1610612765,DET,Detroit Pistons,22401192,2025-04-13T00:00:00,DET @ MIL,L,19.25,5,9,0.556,4,7,0.571,1,1,1.0,3,0,3,2,3,0,0,1,1,1,15,15,18.6,0,0,24.0,1,13222,13222,13222,16627,7242,9700,7248,1130,3100,3506,10215,12810,1,1615,22137,12778,9909,2037,12854,8263,17462,6051,11254,6813,2549,14008,2246,150,9719,1,19:15,2024,2025
2024-25,203501,Tim Hardaway Jr.,Tim,1610612765,DET,Detroit Pistons,22401192,2025-04-13T00:00:00,DET @ MIL,L,12.0,1,4,0.25,1,4,0.25,0,0,0.0,0,1,1,0,0,0,0,0,0,0,3,-18,4.2,0,0,5.0,1,13222,13222,13222,21228,19033,18231,20233,8896,8688,11902,13505,14344,13505,14058,17569,19889,19908,16469,12854,8263,1,1,17725,19913,24566,23095,2246,150,22358,1,12:00,2024,2025
2024-25,202699,Tobias Harris,Tobias,1610612765,DET,Detroit Pistons,22401192,2025-04-13T00:00:00,DET @ MIL,L,10.05,2,3,0.667,0,1,0.0,0,0,0.0,0,3,3,1,2,2,0,0,1,0,4,-17,13.1,0,0,12.0,1,13222,13222,13222,22090,15612,19992,3281,15070,17631,15070,13505,14344,13505,14058,9417,12778,14293,4442,1671,8263,1,6051,17725,18599,24263,17641,2246,150,17796,1,10:03,2024,2025
2024-25,1642449,Tolu Smith,Tolu,1610612765,DET,Detroit Pistons,22401192,2025-04-13T00:00:00,DET @ MIL,L,22.35,6,9,0.667,0,0,0.0,2,3,0.667,4,4,8,0,2,0,0,2,3,4,14,7,21.6,0,0,22.0,1,13222,13222,13222,14231,5250,9700,3281,15070,20945,15070,6020,6038,9425,785,6429,2934,19908,4442,12854,8263,23925,18916,2493,7553,6330,12003,2246,150,10998,1,22:21,2024,2025
2024-25,1630194,Paul Reed,Paul,1610612765,DET,Detroit Pistons,22401192,2025-04-13T00:00:00,DET @ MIL,L,22.3,4,6,0.667,0,0,0.0,0,0,0.0,2,4,6,5,1,0,1,1,3,0,8,0,24.7,0,0,21.0,1,13222,13222,13222,14279,9611,14618,3281,15070,20945,15070,13505,14344,13505,3306,6429,5362,3273,8788,12854,2537,17462,18916,17725,13544,12240,10161,2246,150,11621,1,22:18,2024,2025
2024-25,1641842,Ronald Holland II,Ronald,1610612765,DET,Detroit Pistons,22401192,2025-04-13T00:00:00,DET @ MIL,L,22.6,2,4,0.5,1,2,0.5,0,1,0.0,0,0,0,1,0,1,1,0,1,2,5,1,12.5,0,0,11.0,1,13222,13222,13222,14030,15612,18231,8526,8896,14411,3944,13505,12810,13505,14058,22137,23286,14293,16469,5025,2537,1,6051,6956,17323,11263,18057,2246,150,18464,1,22:36,2024,2025
2024-25,1627736,Malik Beasley,Malik,1610612765,DET,Detroit Pistons,22401192,2025-04-13T00:00:00,DET @ MIL,L,19.016666666666666,8,14,0.571,7,11,0.636,0,0,0.0,0,1,1,2,1,1,0,0,1,2,23,1,29.2,0,0,35.0,1,13222,13222,13222,16808,2561,4240,6538,76,499,2842,13505,14344,13505,14058,17569,19889,9909,8788,5025,8263,1,6051,6956,2434,11263,7560,2246,150,4250,1,19:01,2024,2025
2024-25,1630322,Lindy Waters III,Lindy,1610612765,DET,Detroit Pistons,22401192,2025-04-13T00:00:00,DET @ MIL,L,35.38333333333333,6,16,0.375,6,16,0.375,0,0,0.0,0,6,6,1,0,1,1,0,1,0,18,3,32.7,0,0,35.0,1,13222,13222,13222,3158,5250,2836,16299,202,31,8800,13505,14344,13505,14058,2943,5362,14293,16469,5025,2537,1,6051,17725,4762,9394,5860,2246,150,4250,1,35:23,2024,2025
2024-25,1631204,Marcus Sasser,Marcus,1610612765,DET,Detroit Pistons,22401192,2025-04-13T00:00:00,DET @ MIL,L,43.16666666666666,7,19,0.368,1,6,0.167,3,3,1.0,0,1,1,10,3,2,0,3,1,3,18,-11,37.2,1,0,34.0,1,13222,13222,13222,139,3730,1432,16823,8896,4502,14236,4159,6038,1,14058,17569,19889,386,2037,1671,8263,25707,6051,4218,4762,21738,4094,1,150,4638,1,43:10,2024,2025
2024-25,1642450,Daniss Jenkins,Daniss,1610612765,DET,Detroit Pistons,22401192,2025-04-13T00:00:00,DET @ MIL,L,10.618333333333334,1,4,0.25,0,2,0.0,0,2,0.0,0,2,2,3,0,0,0,0,0,2,2,4,8.9,0,0,7.0,1,13222,13222,13222,21869,19033,18231,20233,15070,14411,15070,13505,7446,13505,14058,13151,16273,6913,16469,12854,8263,1,1,6956,21232,8479,20412,2246,150,21087,1,10:37,2024,2025
