player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
1628449,Chris Boucher,Chris,1610612761,TOR,27.0,62,45,17,0.726,13.2,109.4,109.4,109.4,102.9,103.8,103.8,6.5,5.7,5.7,0.049,0.93,6.5,0.121,0.185,0.154,6.9,6.9,0.535,0.587,0.185,0.192,103.07,102.61,85.51,102.61,0.128,1750,141,299,2.3,4.8,0.472,123,29,202,53,374,176,199,199,82,95,95,69,94,94,488,428,502,18,100,48,68,68,205,147,201,195,237,257,257,71,246,249,302,318,158,TOR
1629608,Dewan Hernandez,Dewan,1610612761,TOR,23.0,6,6,0,1.0,4.7,130.6,120.3,120.3,102.8,103.1,103.1,27.8,17.2,17.2,0.125,1.0,13.6,0.172,0.265,0.222,13.6,13.5,0.393,0.432,0.257,0.283,104.69,108.8,90.67,108.8,0.073,64,5,14,0.8,2.3,0.357,482,425,1,1,505,7,14,14,81,79,79,8,17,17,219,392,320,2,19,7,449,445,478,474,48,29,145,32,32,340,479,481,466,456,460,TOR
1627832,Fred VanVleet,Fred,1610612761,TOR,26.0,54,40,14,0.741,35.7,108.0,109.1,109.1,102.4,104.3,104.3,5.7,4.8,4.8,0.281,2.95,26.7,0.009,0.088,0.05,9.1,9.0,0.507,0.553,0.218,0.221,102.37,100.95,84.12,100.95,0.116,4060,319,773,5.9,14.3,0.413,232,66,168,45,8,237,216,216,69,112,112,89,116,116,49,32,58,487,426,438,162,163,301,250,121,125,286,369,369,104,83,65,73,55,365,TOR
200768,Kyle Lowry,Kyle,1610612761,TOR,34.0,58,41,17,0.707,36.2,108.9,110.0,110.0,102.1,104.0,104.0,6.8,6.0,6.0,0.309,2.43,27.9,0.015,0.115,0.066,11.5,11.4,0.518,0.59,0.225,0.231,103.73,102.29,85.24,102.29,0.125,4475,334,803,5.8,13.8,0.416,173,60,202,61,4,199,170,170,63,103,103,66,84,84,31,87,50,440,314,336,347,342,265,135,103,105,198,277,277,75,76,55,79,59,349,TOR
1626259,Malcolm Miller,Malcolm,1610612761,TOR,27.0,28,24,4,0.857,5.8,121.9,119.0,119.0,103.9,103.2,103.2,18.0,15.9,15.9,0.082,2.75,22.9,0.013,0.077,0.047,8.3,8.4,0.552,0.538,0.09,0.095,102.14,103.76,86.46,103.76,0.035,352,12,29,0.4,1.0,0.414,371,207,55,7,494,13,17,17,106,80,80,15,20,20,353,42,108,464,454,457,128,136,148,304,515,513,296,187,187,485,448,449,511,514,359,TOR
201188,Marc Gasol,Marc,1610612761,TOR,35.0,44,35,9,0.795,26.4,109.0,109.0,109.0,97.3,98.9,98.9,11.7,10.1,10.1,0.173,2.49,29.1,0.027,0.187,0.112,11.7,11.6,0.529,0.551,0.133,0.136,102.8,101.9,84.92,101.9,0.096,2474,119,279,2.7,6.3,0.427,291,107,109,16,151,197,219,219,23,39,39,30,39,39,142,77,33,295,96,132,368,367,221,265,438,442,255,307,307,198,273,261,261,235,318,TOR
1629744,Matt Thomas,Matt,1610612761,TOR,25.0,41,31,10,0.756,10.7,107.3,106.0,106.0,100.6,101.8,101.8,6.7,4.2,4.2,0.076,1.38,11.5,0.018,0.1,0.06,8.3,8.3,0.643,0.65,0.152,0.159,103.93,103.96,86.63,103.96,0.093,965,73,150,1.8,3.7,0.487,306,144,119,29,423,274,327,327,51,62,62,67,128,128,388,297,400,402,374,382,128,127,31,41,351,338,186,174,174,220,335,349,366,383,134,TOR
1626181,Norman Powell,Norman,1610612761,TOR,27.0,52,40,12,0.769,28.4,108.6,109.3,109.3,102.9,104.6,104.6,5.7,4.6,4.6,0.095,1.18,11.0,0.017,0.098,0.059,9.3,9.2,0.586,0.624,0.21,0.215,104.66,103.48,86.23,103.48,0.109,3188,296,598,5.7,11.5,0.495,245,66,141,25,119,213,208,208,83,124,124,90,117,117,306,354,419,412,387,383,178,178,79,62,135,137,147,199,199,126,97,112,82,97,122,TOR
1628384,OG Anunoby,OG,1610612761,TOR,22.0,69,50,19,0.725,29.9,109.5,110.3,110.3,102.2,104.2,104.2,7.3,6.2,6.2,0.074,1.37,13.6,0.038,0.129,0.085,9.9,9.9,0.584,0.6,0.142,0.144,103.3,101.93,84.94,101.93,0.086,4388,286,566,4.1,8.2,0.505,37,12,226,54,88,169,151,151,65,109,109,61,82,82,395,299,327,206,259,242,225,226,80,108,407,411,221,306,306,256,107,126,150,168,101,TOR
1629052,Oshae Brissett,Oshae,1610612761,TOR,22.0,19,15,4,0.789,7.1,111.2,108.1,108.1,95.4,96.5,96.5,15.8,11.6,11.6,0.074,1.0,12.7,0.063,0.109,0.087,12.7,12.9,0.403,0.458,0.145,0.151,99.91,100.75,83.95,100.75,0.042,284,13,36,0.7,1.9,0.361,406,321,55,18,470,103,249,249,20,26,26,17,32,32,400,392,362,123,330,233,416,424,470,459,393,380,454,380,380,474,447,438,485,480,456,TOR
1627783,Pascal Siakam,Pascal,1610612761,TOR,26.0,60,46,14,0.767,35.2,110.2,111.8,111.8,100.7,103.0,103.0,9.5,8.8,8.8,0.161,1.4,13.0,0.03,0.162,0.098,9.3,9.3,0.512,0.554,0.278,0.282,103.82,101.93,84.94,101.93,0.129,4483,500,1104,8.3,18.4,0.453,151,21,168,26,11,134,108,108,53,76,76,42,48,48,153,291,349,273,151,176,182,184,286,244,27,30,193,305,305,70,22,17,20,16,220,TOR
1627775,Patrick McCaw,Patrick,1610612761,TOR,24.0,37,27,10,0.73,24.5,105.5,106.1,106.1,104.4,105.5,105.5,1.1,0.6,0.6,0.118,2.72,28.4,0.02,0.068,0.045,10.4,10.4,0.485,0.5,0.093,0.094,102.71,101.83,84.85,101.83,0.05,1922,67,162,1.8,4.4,0.414,327,181,119,49,180,340,324,324,118,159,159,208,222,222,236,44,45,372,479,479,262,268,366,405,511,514,266,315,315,456,346,342,360,349,363,TOR
1628778,Paul Watson,Paul,1610612761,TOR,25.0,10,7,3,0.7,8.7,114.3,115.8,115.8,99.8,99.5,99.5,14.6,16.3,16.3,0.107,2.67,19.5,0.02,0.163,0.088,7.3,7.3,0.462,0.517,0.142,0.146,108.15,107.6,89.67,107.6,0.095,196,10,26,1.0,2.6,0.385,449,414,37,63,453,35,27,27,42,43,43,21,19,19,268,50,149,378,147,226,82,85,428,358,404,408,25,45,45,201,455,458,448,444,432,TOR
1626178,Rondae Hollis-Jefferson,Rondae,1610612761,TOR,25.0,60,43,17,0.717,18.7,107.8,108.5,108.5,102.8,104.3,104.3,5.0,4.2,4.2,0.141,1.8,19.0,0.089,0.143,0.116,10.6,10.6,0.476,0.533,0.164,0.167,103.01,101.96,84.96,101.96,0.101,2373,155,329,2.6,5.5,0.471,151,42,202,58,268,251,241,241,79,111,111,112,127,127,190,191,165,71,209,117,275,277,394,323,298,307,245,303,303,167,228,230,270,282,162,TOR
201586,Serge Ibaka,Serge,1610612761,TOR,30.0,55,40,15,0.727,27.0,107.7,108.6,108.6,103.8,105.5,105.5,3.9,3.1,3.1,0.086,0.71,8.5,0.075,0.205,0.142,12.0,12.0,0.564,0.583,0.236,0.241,103.34,102.04,85.03,102.04,0.124,3154,343,670,6.2,12.2,0.512,220,66,179,50,142,257,233,233,101,155,155,136,150,150,339,474,479,100,67,69,386,385,115,159,76,81,218,302,302,81,70,95,62,87,93,TOR
