player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
1628449,Chris Boucher,Chris,1610612761,TOR,27.0,7,4,3,0.571,43.0,0.113,0.091,0.141,0.143,0.152,0.0,0.045,0.375,0.29,0.308,0.043,0.077,0.0,0.333,0.0,0.238,0.2,0.082,81,79,55,70,150,177,182,156,130,139,169,164,33,38,36,181,55,165,34,1,147,67,188,TOR
1627832,Fred VanVleet,Fred,1610612761,TOR,26.0,11,7,4,0.636,430.0,0.227,0.229,0.247,0.333,0.304,0.148,0.135,0.072,0.137,0.125,0.374,0.193,0.316,0.143,0.25,0.137,0.163,0.231,56,37,77,47,26,44,59,42,21,28,95,108,137,147,154,24,143,32,95,147,58,103,55,TOR
200768,Kyle Lowry,Kyle,1610612761,TOR,34.0,11,7,4,0.636,413.0,0.214,0.189,0.201,0.193,0.219,0.338,0.324,0.123,0.222,0.204,0.314,0.272,0.284,0.182,0.211,0.219,0.343,0.213,56,37,77,47,29,60,97,82,101,90,26,31,111,72,86,40,188,41,78,135,132,20,64,TOR
1626259,Malcolm Miller,Malcolm,1610612761,TOR,27.0,1,1,0,1.0,5.0,0.25,0.333,0.333,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.4,0.0,0.429,199,131,1,1,199,27,8,3,1,1,169,172,163,201,202,187,1,165,140,214,206,183,2,TOR
201188,Marc Gasol,Marc,1610612761,TOR,35.0,11,7,4,0.636,228.0,0.164,0.143,0.152,0.072,0.141,0.162,0.17,0.125,0.265,0.242,0.269,0.281,0.143,0.269,0.0,0.337,0.2,0.136,56,37,77,47,65,108,134,136,152,145,84,88,105,47,67,53,189,125,51,1,198,67,144,TOR
1629744,Matt Thomas,Matt,1610612761,TOR,25.0,10,7,3,0.7,84.0,0.108,0.167,0.131,0.156,0.154,0.0,0.0,0.077,0.197,0.177,0.135,0.045,0.083,0.1,0.1,0.136,0.0,0.142,65,37,55,36,131,184,113,167,124,134,169,172,130,99,112,110,43,150,115,95,57,183,135,TOR
1626181,Norman Powell,Norman,1610612761,TOR,27.0,11,7,4,0.636,273.0,0.202,0.238,0.214,0.293,0.234,0.24,0.234,0.083,0.106,0.102,0.08,0.141,0.15,0.111,0.333,0.24,0.211,0.245,56,37,77,47,49,74,50,70,34,77,49,57,128,170,175,158,103,121,113,178,150,60,47,TOR
1628384,OG Anunoby,OG,1610612761,TOR,22.0,11,7,4,0.636,393.0,0.13,0.127,0.125,0.149,0.131,0.145,0.169,0.4,0.169,0.211,0.066,0.147,0.204,0.277,0.22,0.151,0.137,0.132,56,37,77,47,34,161,151,175,129,156,97,89,26,112,83,168,110,84,49,138,68,119,151,TOR
1627783,Pascal Siakam,Pascal,1610612761,TOR,26.0,11,7,4,0.636,418.0,0.235,0.223,0.243,0.081,0.156,0.234,0.253,0.206,0.226,0.223,0.21,0.208,0.194,0.087,0.27,0.172,0.231,0.205,56,37,77,47,27,34,62,44,150,131,50,48,71,70,77,73,157,94,122,159,88,55,73,TOR
1628778,Paul Watson,Paul,1610612761,TOR,25.0,2,2,0,1.0,9.0,0.095,0.1,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.333,0.0,0.5,0.083,182,109,1,1,191,195,176,191,162,189,169,172,163,201,202,76,1,8,140,178,1,4,187,TOR
1626178,Rondae Hollis-Jefferson,Rondae,1610612761,TOR,25.0,5,3,2,0.6,39.0,0.155,0.114,0.137,0.0,0.03,0.286,0.348,0.5,0.185,0.27,0.115,0.111,0.5,0.333,0.0,0.263,0.278,0.135,111,83,40,55,157,123,164,160,162,177,34,25,13,106,49,128,75,8,34,1,162,36,146,TOR
201586,Serge Ibaka,Serge,1610612761,TOR,30.0,11,7,4,0.636,251.0,0.215,0.304,0.242,0.324,0.215,0.156,0.123,0.362,0.337,0.341,0.094,0.167,0.057,0.483,0.077,0.237,0.117,0.283,56,37,77,47,58,59,16,47,27,96,86,119,37,22,22,148,121,163,18,84,146,136,24,TOR
1626169,Stanley Johnson,Stanley,1610612761,TOR,24.0,3,2,1,0.667,20.0,0.231,0.278,0.268,0.222,0.278,0.333,0.2,0.167,0.188,0.182,0.5,0.125,0.0,0.0,0.4,0.273,0.2,0.271,163,109,21,38,176,40,24,26,80,38,27,72,84,103,109,8,89,165,140,201,166,67,28,TOR
1629056,Terence Davis,Terence,1610612761,TOR,23.0,6,3,3,0.5,84.0,0.18,0.179,0.175,0.242,0.244,0.206,0.179,0.118,0.141,0.137,0.123,0.25,0.083,0.0,0.1,0.229,0.129,0.193,98,83,55,85,132,91,106,109,69,70,61,81,114,144,144,121,177,150,140,95,142,127,83,TOR
