season,season_start,season_end,award,team_rank,player,player_id,position,lg,voting,age,tm,g,mp,pts,trb,ast,stl,blk,fgpct,3ppct,ftpct,ws,ws_48,9999,coach,w,l,w_lpct,games
1987-88,1987,2088,all_rookie_teams,1st,Armen Gilliam,gilliar01,,NBA,,,,,,,,,,,,,,,,,,,,,
1986-87,1986,2087,all_rookie_teams,1st,Ron Harper,harpero01,,NBA,,,,,,,,,,,,,,,,,,,,,
1985-86,1985,2086,all_rookie_teams,1st,Patrick Ewing,ewingpa01,,NBA,,,,,,,,,,,,,,,,,,,,,
1984-85,1984,2085,all_rookie_teams,1st,Sam Bowie,bowiesa01,,NBA,,,,,,,,,,,,,,,,,,,,,
1983-84,1983,2084,all_rookie_teams,1st,Ralph Sampson,sampsra01,,NBA,,,,,,,,,,,,,,,,,,,,,
1982-83,1982,2083,all_rookie_teams,1st,Quintin Dailey,dailequ01,,NBA,,,,,,,,,,,,,,,,,,,,,
1981-82,1981,2082,all_rookie_teams,1st,Isiah Thomas,thomais02,,NBA,,,,,,,,,,,,,,,,,,,,,
1980-81,1980,2081,all_rookie_teams,1st,Darrell Griffith,griffda01,,NBA,,,,,,,,,,,,,,,,,,,,,
1979-80,1979,2080,all_rookie_teams,1st,Bill Cartwright,cartwbi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1978-79,1978,2079,all_rookie_teams,1st,Phil Ford,fordph010,,NBA,,,,,,,,,,,,,,,,,,,,,
1977-78,1977,2078,all_rookie_teams,1st,Marques Johnson,johnsma02,,NBA,,,,,,,,,,,,,,,,,,,,,
1976-77,1976,2077,all_rookie_teams,1st,Mitch Kupchak,kupchmi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1975-76,1975,2076,all_rookie_teams,1st,Lionel Hollins,hollili01,,NBA,,,,,,,,,,,,,,,,,,,,,
1975-76,1975,2076,all_rookie_teams,1st,M.L. Carr,carrml010,,ABA,,,,,,,,,,,,,,,,,,,,,
1974-75,1974,2075,all_rookie_teams,1st,John Drew,drewjo010,,NBA,,,,,,,,,,,,,,,,,,,,,
1974-75,1974,2075,all_rookie_teams,1st,Gus Gerard,gerargu01,,ABA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_rookie_teams,1st,Ron Behagen,behagro01,,NBA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_rookie_teams,1st,Larry Kenon,kenonla01,,ABA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_rookie_teams,1st,Dwight Davis,dwightdavis_na,,NBA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_rookie_teams,1st,George Gervin,gervige01,,ABA,,,,,,,,,,,,,,,,,,,,,
1971-72,1971,2072,all_rookie_teams,1st,Phil Chenier,cheniph01,,NBA,,,,,,,,,,,,,,,,,,,,,
1971-72,1971,2072,all_rookie_teams,1st,Artis Gilmore,gilmoar01,,ABA,,,,,,,,,,,,,,,,,,,,,
1970-71,1970,2071,all_rookie_teams,1st,Bob Lanier,laniebo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1970-71,1970,2071,all_rookie_teams,1st,Dan Issel,isselda01,,ABA,,,,,,,,,,,,,,,,,,,,,
1969-70,1969,2070,all_rookie_teams,1st,Bob Dandridge,dandrbo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1969-70,1969,2070,all_rookie_teams,1st,John Brisker,briskjo01,,ABA,,,,,,,,,,,,,,,,,,,,,
1968-69,1968,2069,all_rookie_teams,1st,Art Harris,harriar01,,NBA,,,,,,,,,,,,,,,,,,,,,
1968-69,1968,2069,all_rookie_teams,1st,Warren Jabali,warrenjabali_na,,ABA,,,,,,,,,,,,,,,,,,,,,
1967-68,1967,2068,all_rookie_teams,1st,Phil Jackson,jacksph01,,NBA,,,,,,,,,,,,,,,,,,,,,
1967-68,1967,2068,all_rookie_teams,1st,Mel Daniels,danieme01,,ABA,,,,,,,,,,,,,,,,,,,,,
1966-67,1966,2067,all_rookie_teams,1st,Lou Hudson,hudsolo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1965-66,1965,2066,all_rookie_teams,1st,Billy Cunningham,cunnibi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1964-65,1964,2065,all_rookie_teams,1st,Luke Jackson,jackslu02,,NBA,,,,,,,,,,,,,,,,,,,,,
1963-64,1963,2064,all_rookie_teams,1st,Gus Johnson,johnsgu01,,NBA,,,,,,,,,,,,,,,,,,,,,
1962-63,1962,2063,all_rookie_teams,1st,Dave DeBusschere,debusda01,,NBA,,,,,,,,,,,,,,,,,,,,,
2024-25,2024,2025,all_rookie_teams,1st,Zaccharie Risacher,risacza01,,NBA,,,,,,,,,,,,,,,,,,,,,
2024-25,2024,2025,all_rookie_teams,2nd,Donovan Clingan,clingdo01,,NBA,,,,,,,,,,,,,,,,,,,,,
2023-24,2023,2024,all_rookie_teams,1st,Brandon Miller,millebr02,,NBA,,,,,,,,,,,,,,,,,,,,,
2023-24,2023,2024,all_rookie_teams,2nd,Keyonte George,georgke01,,NBA,,,,,,,,,,,,,,,,,,,,,
2022-23,2022,2023,all_rookie_teams,1st,Bennedict Mathurin,mathube01,,NBA,,,,,,,,,,,,,,,,,,,,,
2022-23,2022,2023,all_rookie_teams,2nd,Jaden Ivey,iveyja010,,NBA,,,,,,,,,,,,,,,,,,,,,
2021-22,2021,2022,all_rookie_teams,1st,Evan Mobley,mobleev01,,NBA,,,,,,,,,,,,,,,,,,,,,
2021-22,2021,2022,all_rookie_teams,2nd,Bones Hyland,hylanbo01,,NBA,,,,,,,,,,,,,,,,,,,,,
2020-21,2020,2021,all_rookie_teams,1st,Anthony Edwards,edwaran01,,NBA,,,,,,,,,,,,,,,,,,,,,
2020-21,2020,2021,all_rookie_teams,2nd,Immanuel Quickley,quickim01,,NBA,,,,,,,,,,,,,,,,,,,,,
2019-20,2019,2020,all_rookie_teams,1st,Brandon Clarke,clarkbr01,,NBA,,,,,,,,,,,,,,,,,,,,,
2019-20,2019,2020,all_rookie_teams,2nd,Coby White,whiteco01,,NBA,,,,,,,,,,,,,,,,,,,,,
2018-19,2018,2019,all_rookie_teams,1st,Deandre Ayton,aytonde01,,NBA,,,,,,,,,,,,,,,,,,,,,
2018-19,2018,2019,all_rookie_teams,2nd,Landry Shamet,shamela01,,NBA,,,,,,,,,,,,,,,,,,,,,
2017-18,2017,2018,all_rookie_teams,1st,Jayson Tatum,tatumja01,,NBA,,,,,,,,,,,,,,,,,,,,,
2017-18,2017,2018,all_rookie_teams,2nd,John Collins,collijo01,,NBA,,,,,,,,,,,,,,,,,,,,,
2016-17,2016,2017,all_rookie_teams,1st,Joel Embiid,embiijo01,,NBA,,,,,,,,,,,,,,,,,,,,,
2016-17,2016,2017,all_rookie_teams,2nd,Marquese Chriss,chrisma01,,NBA,,,,,,,,,,,,,,,,,,,,,
2015-16,2015,2016,all_rookie_teams,1st,Devin Booker,bookede01,,NBA,,,,,,,,,,,,,,,,,,,,,
2015-16,2015,2016,all_rookie_teams,2nd,Emmanuel Mudiay,mudiaem01,,NBA,,,,,,,,,,,,,,,,,,,,,
2014-15,2014,2015,all_rookie_teams,1st,Nerlens Noel,noelne010,,NBA,,,,,,,,,,,,,,,,,,,,,
2014-15,2014,2015,all_rookie_teams,2nd,Bojan Bogdanović,bogdabo02,,NBA,,,,,,,,,,,,,,,,,,,,,
2013-14,2013,2014,all_rookie_teams,1st,Trey Burke,burketr01,,NBA,,,,,,,,,,,,,,,,,,,,,
2013-14,2013,2014,all_rookie_teams,2nd,Gorgui Dieng,dienggo01,,NBA,,,,,,,,,,,,,,,,,,,,,
2012-13,2012,2013,all_rookie_teams,1st,Anthony Davis,davisan01,,NBA,,,,,,,,,,,,,,,,,,,,,
2012-13,2012,2013,all_rookie_teams,2nd,Kyle Singler,singlky01,,NBA,,,,,,,,,,,,,,,,,,,,,
2011-12,2011,2012,all_rookie_teams,1st,Ricky Rubio,rubiori01,,NBA,,,,,,,,,,,,,,,,,,,,,
2011-12,2011,2012,all_rookie_teams,2nd,Isaiah Thomas,thomais01,,NBA,,,,,,,,,,,,,,,,,,,,,
2010-11,2010,2011,all_rookie_teams,1st,Blake Griffin,griffbl01,,NBA,,,,,,,,,,,,,,,,,,,,,
2010-11,2010,2011,all_rookie_teams,2nd,Paul George,georgpa01,,NBA,,,,,,,,,,,,,,,,,,,,,
2009-10,2009,2010,all_rookie_teams,1st,Tyreke Evans,evansty01,,NBA,,,,,,,,,,,,,,,,,,,,,
2009-10,2009,2010,all_rookie_teams,2nd,James Harden,hardeja01,,NBA,,,,,,,,,,,,,,,,,,,,,
2008-09,2008,2009,all_rookie_teams,1st,O.J. Mayo,mayooj010,,NBA,,,,,,,,,,,,,,,,,,,,,
2008-09,2008,2009,all_rookie_teams,2nd,Eric Gordon,gordoer01,,NBA,,,,,,,,,,,,,,,,,,,,,
2007-08,2007,2008,all_rookie_teams,1st,Al Horford,horfoal01,,NBA,,,,,,,,,,,,,,,,,,,,,
2007-08,2007,2008,all_rookie_teams,2nd,Juan Carlos Navarro,carloju01,,NBA,,,,,,,,,,,,,,,,,,,,,
2006-07,2006,2007,all_rookie_teams,1st,Rudy Gay,gayru0100,,NBA,,,,,,,,,,,,,,,,,,,,,
2006-07,2006,2007,all_rookie_teams,2nd,Craig Smith,smithcr01,,NBA,,,,,,,,,,,,,,,,,,,,,
2005-06,2005,2006,all_rookie_teams,1st,Chris Paul,paulch010,,NBA,,,,,,,,,,,,,,,,,,,,,
2005-06,2005,2006,all_rookie_teams,2nd,Danny Granger,grangda01,,NBA,,,,,,,,,,,,,,,,,,,,,
2004-05,2004,2005,all_rookie_teams,1st,Dwight Howard,howardw01,,NBA,,,,,,,,,,,,,,,,,,,,,
2004-05,2004,2005,all_rookie_teams,2nd,Nenad Krstić,nenadkrstić_na,,NBA,,,,,,,,,,,,,,,,,,,,,
2003-04,2003,2004,all_rookie_teams,1st,Kirk Hinrich,hinriki01,,NBA,,,,,,,,,,,,,,,,,,,,,
2003-04,2003,2004,all_rookie_teams,2nd,Udonis Haslem,hasleud01,,NBA,,,,,,,,,,,,,,,,,,,,,
2002-03,2002,2003,all_rookie_teams,1st,Nenê Hilário,nenêhilário_na,,NBA,,,,,,,,,,,,,,,,,,,,,
2002-03,2002,2003,all_rookie_teams,2nd,Manu Ginóbili,manuginóbili_na,,NBA,,,,,,,,,,,,,,,,,,,,,
2001-02,2001,2002,all_rookie_teams,1st,Andrei Kirilenko,kirilan01,,NBA,,,,,,,,,,,,,,,,,,,,,
2001-02,2001,2002,all_rookie_teams,2nd,Željko Rebrača,željkorebrača_na,,NBA,,,,,,,,,,,,,,,,,,,,,
2000-01,2000,2001,all_rookie_teams,1st,Darius Miles,milesda01,,NBA,,,,,,,,,,,,,,,,,,,,,
2000-01,2000,2001,all_rookie_teams,2nd,Desmond Mason,masonde01,,NBA,,,,,,,,,,,,,,,,,,,,,
1999-00,1999,2000,all_rookie_teams,1st,Andre Miller,millean01,,NBA,,,,,,,,,,,,,,,,,,,,,
1999-00,1999,2000,all_rookie_teams,2nd,Shawn Marion,mariosh01,,NBA,,,,,,,,,,,,,,,,,,,,,
1998-99,1998,2099,all_rookie_teams,1st,Matt Harpring,harprma01,,NBA,,,,,,,,,,,,,,,,,,,,,
1998-99,1998,2099,all_rookie_teams,2nd,Antawn Jamison,jamisan01,,NBA,,,,,,,,,,,,,,,,,,,,,
1997-98,1997,2098,all_rookie_teams,1st,Brevin Knight,knighbr03,,NBA,,,,,,,,,,,,,,,,,,,,,
1997-98,1997,2098,all_rookie_teams,2nd,Bobby Jackson,jacksbo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1996-97,1996,2097,all_rookie_teams,1st,Allen Iverson,iversal01,,NBA,,,,,,,,,,,,,,,,,,,,,
1996-97,1996,2097,all_rookie_teams,2nd,Kerry Kittles,kittlke01,,NBA,,,,,,,,,,,,,,,,,,,,,
1995-96,1995,2096,all_rookie_teams,1st,Jerry Stackhouse,stackje01,,NBA,,,,,,,,,,,,,,,,,,,,,
1995-96,1995,2096,all_rookie_teams,2nd,Kevin Garnett,garneke01,,NBA,,,,,,,,,,,,,,,,,,,,,
1994-95,1994,2095,all_rookie_teams,1st,Eddie Jones,jonesed01,,NBA,,,,,,,,,,,,,,,,,,,,,
1994-95,1994,2095,all_rookie_teams,2nd,Wesley Person,persowe01,,NBA,,,,,,,,,,,,,,,,,,,,,
1993-94,1993,2094,all_rookie_teams,1st,Jamal Mashburn,mashbja01,,NBA,,,,,,,,,,,,,,,,,,,,,
1993-94,1993,2094,all_rookie_teams,2nd,Toni Kukoč,tonikukoč_na,,NBA,,,,,,,,,,,,,,,,,,,,,
1992-93,1992,2093,all_rookie_teams,1st,Christian Laettner,laettch01,,NBA,,,,,,,,,,,,,,,,,,,,,
1992-93,1992,2093,all_rookie_teams,2nd,Latrell Sprewell,sprewla01,,NBA,,,,,,,,,,,,,,,,,,,,,
1991-92,1991,2092,all_rookie_teams,1st,Dikembe Mutombo,mutomdi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1991-92,1991,2092,all_rookie_teams,2nd,Mark Macon,maconma01,,NBA,,,,,,,,,,,,,,,,,,,,,
1990-91,1990,2091,all_rookie_teams,1st,Kendall Gill,gillke010,,NBA,,,,,,,,,,,,,,,,,,,,,
1990-91,1990,2091,all_rookie_teams,2nd,Travis Mays,maystr010,,NBA,,,,,,,,,,,,,,,,,,,,,
1989-90,1989,2090,all_rookie_teams,1st,Tim Hardaway,hardati01,,NBA,,,,,,,,,,,,,,,,,,,,,
1989-90,1989,2090,all_rookie_teams,2nd,Stacey King,kingst010,,NBA,,,,,,,,,,,,,,,,,,,,,
1988-89,1988,2089,all_rookie_teams,1st,Mitch Richmond,richmmi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1987-88,1987,2088,all_rookie_teams,1st,Mark Jackson,jacksma02,,NBA,,,,,,,,,,,,,,,,,,,,,
1986-87,1986,2087,all_rookie_teams,1st,Chuck Person,persoch01,,NBA,,,,,,,,,,,,,,,,,,,,,
1985-86,1985,2086,all_rookie_teams,1st,Karl Malone,malonka01,,NBA,,,,,,,,,,,,,,,,,,,,,
1984-85,1984,2085,all_rookie_teams,1st,Michael Jordan,jordami01,,NBA,,,,,,,,,,,,,,,,,,,,,
1983-84,1983,2084,all_rookie_teams,1st,Byron Scott,scottby01,,NBA,,,,,,,,,,,,,,,,,,,,,
1982-83,1982,2083,all_rookie_teams,1st,Clark Kellogg,kellocl01,,NBA,,,,,,,,,,,,,,,,,,,,,
1981-82,1981,2082,all_rookie_teams,1st,Kelly Tripucka,tripuke01,,NBA,,,,,,,,,,,,,,,,,,,,,
1980-81,1980,2081,all_rookie_teams,1st,Kevin McHale,mchalke01,,NBA,,,,,,,,,,,,,,,,,,,,,
1979-80,1979,2080,all_rookie_teams,1st,Dave Greenwood,davegreenwood_na,,NBA,,,,,,,,,,,,,,,,,,,,,
1978-79,1978,2079,all_rookie_teams,1st,Reggie Theus,theusre01,,NBA,,,,,,,,,,,,,,,,,,,,,
1977-78,1977,2078,all_rookie_teams,1st,Bernard King,kingbe010,,NBA,,,,,,,,,,,,,,,,,,,,,
1976-77,1976,2077,all_rookie_teams,1st,Ron Lee,leero0200,,NBA,,,,,,,,,,,,,,,,,,,,,
1975-76,1975,2076,all_rookie_teams,1st,Joe Meriweather,meriwjo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1975-76,1975,2076,all_rookie_teams,1st,Kim Hughes,hugheki01,,ABA,,,,,,,,,,,,,,,,,,,,,
1974-75,1974,2075,all_rookie_teams,1st,Scott Wedman,wedmasc01,,NBA,,,,,,,,,,,,,,,,,,,,,
1974-75,1974,2075,all_rookie_teams,1st,Bobby Jones,jonesbo01,,ABA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_rookie_teams,1st,John Brown,brownjo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_rookie_teams,1st,Bo Lamar,lamarbo01,,ABA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_rookie_teams,1st,Bob McAdoo,mcadobo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_rookie_teams,1st,James Silas,silasja01,,ABA,,,,,,,,,,,,,,,,,,,,,
1971-72,1971,2072,all_rookie_teams,1st,Clifford Ray,raycl0100,,NBA,,,,,,,,,,,,,,,,,,,,,
1971-72,1971,2072,all_rookie_teams,1st,George McGinnis,mcginge01,,ABA,,,,,,,,,,,,,,,,,,,,,
1970-71,1970,2071,all_rookie_teams,1st,Pete Maravich,maravpe01,,NBA,,,,,,,,,,,,,,,,,,,,,
1970-71,1970,2071,all_rookie_teams,1st,Wendell Ladner,wendellladner_na,,ABA,,,,,,,,,,,,,,,,,,,,,
1969-70,1969,2070,all_rookie_teams,1st,Mike Davis,davismi02,,NBA,,,,,,,,,,,,,,,,,,,,,
1969-70,1969,2070,all_rookie_teams,1st,Mack Calvin,calvima01,,ABA,,,,,,,,,,,,,,,,,,,,,
1968-69,1968,2069,all_rookie_teams,1st,Elvin Hayes,hayesel01,,NBA,,,,,,,,,,,,,,,,,,,,,
1968-69,1968,2069,all_rookie_teams,1st,Larry Miller,larrymiller_na,,ABA,,,,,,,,,,,,,,,,,,,,,
1967-68,1967,2068,all_rookie_teams,1st,Earl Monroe,monroea01,,NBA,,,,,,,,,,,,,,,,,,,,,
1967-68,1967,2068,all_rookie_teams,1st,Jimmy Jones,jonesji01,,ABA,,,,,,,,,,,,,,,,,,,,,
1966-67,1966,2067,all_rookie_teams,1st,Jack Marin,marinja01,,NBA,,,,,,,,,,,,,,,,,,,,,
1965-66,1965,2066,all_rookie_teams,1st,Fred Hetzel,hetzefr01,,NBA,,,,,,,,,,,,,,,,,,,,,
1964-65,1964,2065,all_rookie_teams,1st,Howard Komives,komivho01,,NBA,,,,,,,,,,,,,,,,,,,,,
1963-64,1963,2064,all_rookie_teams,1st,Jerry Lucas,lucasje01,,NBA,,,,,,,,,,,,,,,,,,,,,
1962-63,1962,2063,all_rookie_teams,1st,Terry Dischinger,dischte01,,NBA,,,,,,,,,,,,,,,,,,,,,
2024-25,2024,2025,all_rookie_teams,1st,Alex Sarr,sarral010,,NBA,,,,,,,,,,,,,,,,,,,,,
2024-25,2024,2025,all_rookie_teams,2nd,Yves Missi,missiyv01,,NBA,,,,,,,,,,,,,,,,,,,,,
2023-24,2023,2024,all_rookie_teams,1st,Brandin Podziemski,podzibr01,,NBA,,,,,,,,,,,,,,,,,,,,,
2023-24,2023,2024,all_rookie_teams,2nd,Amen Thompson,thompam01,,NBA,,,,,,,,,,,,,,,,,,,,,
2022-23,2022,2023,all_rookie_teams,1st,Keegan Murray,murrake01,,NBA,,,,,,,,,,,,,,,,,,,,,
2022-23,2022,2023,all_rookie_teams,2nd,Jabari Smith,smithja01,,NBA,,,,,,,,,,,,,,,,,,,,,
2021-22,2021,2022,all_rookie_teams,1st,Franz Wagner,wagnefr01,,NBA,,,,,,,,,,,,,,,,,,,,,
2021-22,2021,2022,all_rookie_teams,2nd,Ayo Dosunmu,dosunay01,,NBA,,,,,,,,,,,,,,,,,,,,,
2020-21,2020,2021,all_rookie_teams,1st,Tyrese Haliburton,halibty01,,NBA,,,,,,,,,,,,,,,,,,,,,
2020-21,2020,2021,all_rookie_teams,2nd,Isaiah Stewart,stewais01,,NBA,,,,,,,,,,,,,,,,,,,,,
2019-20,2019,2020,all_rookie_teams,1st,Zion Williamson,willizi02,,NBA,,,,,,,,,,,,,,,,,,,,,
2019-20,2019,2020,all_rookie_teams,2nd,P.J. Washington,washipj01,,NBA,,,,,,,,,,,,,,,,,,,,,
2018-19,2018,2019,all_rookie_teams,1st,Jaren Jackson,jacksja01,,NBA,,,,,,,,,,,,,,,,,,,,,
2018-19,2018,2019,all_rookie_teams,2nd,Mitchell Robinson,robinmi01,,NBA,,,,,,,,,,,,,,,,,,,,,
2017-18,2017,2018,all_rookie_teams,1st,Kyle Kuzma,kuzmaky01,,NBA,,,,,,,,,,,,,,,,,,,,,
2017-18,2017,2018,all_rookie_teams,2nd,Bogdan Bogdanović,bogdabo01,,NBA,,,,,,,,,,,,,,,,,,,,,
2016-17,2016,2017,all_rookie_teams,1st,Buddy Hield,hieldbu01,,NBA,,,,,,,,,,,,,,,,,,,,,
2016-17,2016,2017,all_rookie_teams,2nd,Brandon Ingram,ingrabr01,,NBA,,,,,,,,,,,,,,,,,,,,,
2015-16,2015,2016,all_rookie_teams,1st,Nikola Jokić,jokini010,,NBA,,,,,,,,,,,,,,,,,,,,,
2015-16,2015,2016,all_rookie_teams,2nd,Myles Turner,turnemy01,,NBA,,,,,,,,,,,,,,,,,,,,,
2014-15,2014,2015,all_rookie_teams,1st,Elfrid Payton,paytoel01,,NBA,,,,,,,,,,,,,,,,,,,,,
2014-15,2014,2015,all_rookie_teams,2nd,Jusuf Nurkić,nurkiju01,,NBA,,,,,,,,,,,,,,,,,,,,,
2013-14,2013,2014,all_rookie_teams,1st,Mason Plumlee,plumlma02,,NBA,,,,,,,,,,,,,,,,,,,,,
2013-14,2013,2014,all_rookie_teams,2nd,Cody Zeller,zelleco01,,NBA,,,,,,,,,,,,,,,,,,,,,
2012-13,2012,2013,all_rookie_teams,1st,Damian Lillard,lillada01,,NBA,,,,,,,,,,,,,,,,,,,,,
2012-13,2012,2013,all_rookie_teams,2nd,Jonas Valančiūnas,valanjo01,,NBA,,,,,,,,,,,,,,,,,,,,,
2011-12,2011,2012,all_rookie_teams,1st,Klay Thompson,thompkl01,,NBA,,,,,,,,,,,,,,,,,,,,,
2011-12,2011,2012,all_rookie_teams,2nd,Tristan Thompson,thomptr02,,NBA,,,,,,,,,,,,,,,,,,,,,
2010-11,2010,2011,all_rookie_teams,1st,Gary Neal,nealga010,,NBA,,,,,,,,,,,,,,,,,,,,,
2010-11,2010,2011,all_rookie_teams,2nd,Wesley Johnson,johnswe01,,NBA,,,,,,,,,,,,,,,,,,,,,
2009-10,2009,2010,all_rookie_teams,1st,Taj Gibson,gibsota01,,NBA,,,,,,,,,,,,,,,,,,,,,
2009-10,2009,2010,all_rookie_teams,2nd,Jonas Jerebko,jerebjo01,,NBA,,,,,,,,,,,,,,,,,,,,,
2008-09,2008,2009,all_rookie_teams,1st,Derrick Rose,rosede010,,NBA,,,,,,,,,,,,,,,,,,,,,
2008-09,2008,2009,all_rookie_teams,2nd,Kevin Love,loveke010,,NBA,,,,,,,,,,,,,,,,,,,,,
2007-08,2007,2008,all_rookie_teams,1st,Luis Scola,scolalu01,,NBA,,,,,,,,,,,,,,,,,,,,,
2007-08,2007,2008,all_rookie_teams,2nd,Rodney Stuckey,stuckro01,,NBA,,,,,,,,,,,,,,,,,,,,,
2006-07,2006,2007,all_rookie_teams,1st,Brandon Roy,roybr0100,,NBA,,,,,,,,,,,,,,,,,,,,,
2006-07,2006,2007,all_rookie_teams,2nd,Tyrus Thomas,thomaty01,,NBA,,,,,,,,,,,,,,,,,,,,,
2005-06,2005,2006,all_rookie_teams,1st,Charlie Villanueva,villach01,,NBA,,,,,,,,,,,,,,,,,,,,,
2005-06,2005,2006,all_rookie_teams,2nd,Luther Head,headlu010,,NBA,,,,,,,,,,,,,,,,,,,,,
2004-05,2004,2005,all_rookie_teams,1st,Andre Iguodala,iguodan01,,NBA,,,,,,,,,,,,,,,,,,,,,
2004-05,2004,2005,all_rookie_teams,2nd,Jameer Nelson,nelsoja01,,NBA,,,,,,,,,,,,,,,,,,,,,
2003-04,2003,2004,all_rookie_teams,1st,LeBron James,jamesle01,,NBA,,,,,,,,,,,,,,,,,,,,,
2003-04,2003,2004,all_rookie_teams,2nd,Jarvis Hayes,hayesja01,,NBA,,,,,,,,,,,,,,,,,,,,,
2002-03,2002,2003,all_rookie_teams,1st,Yao Ming,mingya010,,NBA,,,,,,,,,,,,,,,,,,,,,
2002-03,2002,2003,all_rookie_teams,2nd,Gordan Giriček,gordangiriček_na,,NBA,,,,,,,,,,,,,,,,,,,,,
2001-02,2001,2002,all_rookie_teams,1st,Tony Parker,parketo01,,NBA,,,,,,,,,,,,,,,,,,,,,
2001-02,2001,2002,all_rookie_teams,2nd,Jamaal Tinsley,tinslja01,,NBA,,,,,,,,,,,,,,,,,,,,,
2000-01,2000,2001,all_rookie_teams,1st,Mike Miller,millemi01,,NBA,,,,,,,,,,,,,,,,,,,,,
2000-01,2000,2001,all_rookie_teams,2nd,Chris Mihm,mihmch010,,NBA,,,,,,,,,,,,,,,,,,,,,
1999-00,1999,2000,all_rookie_teams,1st,Lamar Odom,odomla010,,NBA,,,,,,,,,,,,,,,,,,,,,
1999-00,1999,2000,all_rookie_teams,2nd,James Posey,poseyja01,,NBA,,,,,,,,,,,,,,,,,,,,,
1998-99,1998,2099,all_rookie_teams,1st,Paul Pierce,piercpa01,,NBA,,,,,,,,,,,,,,,,,,,,,
1998-99,1998,2099,all_rookie_teams,2nd,Cuttino Mobley,moblecu01,,NBA,,,,,,,,,,,,,,,,,,,,,
1997-98,1997,2098,all_rookie_teams,1st,Ron Mercer,mercero01,,NBA,,,,,,,,,,,,,,,,,,,,,
1997-98,1997,2098,all_rookie_teams,2nd,Maurice Taylor,tayloma01,,NBA,,,,,,,,,,,,,,,,,,,,,
1996-97,1996,2097,all_rookie_teams,1st,Stephon Marbury,marbust01,,NBA,,,,,,,,,,,,,,,,,,,,,
1996-97,1996,2097,all_rookie_teams,2nd,Travis Knight,knightr01,,NBA,,,,,,,,,,,,,,,,,,,,,
1995-96,1995,2096,all_rookie_teams,1st,Damon Stoudamire,stoudda01,,NBA,,,,,,,,,,,,,,,,,,,,,
1995-96,1995,2096,all_rookie_teams,2nd,Bryant Reeves,reevebr01,,NBA,,,,,,,,,,,,,,,,,,,,,
1994-95,1994,2095,all_rookie_teams,1st,Jason Kidd,kiddja010,,NBA,,,,,,,,,,,,,,,,,,,,,
1994-95,1994,2095,all_rookie_teams,2nd,Jalen Rose,roseja010,,NBA,,,,,,,,,,,,,,,,,,,,,
1993-94,1993,2094,all_rookie_teams,1st,Isaiah Rider,rideris01,,NBA,,,,,,,,,,,,,,,,,,,,,
1993-94,1993,2094,all_rookie_teams,2nd,Dino Radja,radjadi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1992-93,1992,2093,all_rookie_teams,1st,Alonzo Mourning,mournal01,,NBA,,,,,,,,,,,,,,,,,,,,,
1992-93,1992,2093,all_rookie_teams,2nd,Clarence Weatherspoon,clarenceweatherspoon_na,,NBA,,,,,,,,,,,,,,,,,,,,,
1991-92,1991,2092,all_rookie_teams,1st,Billy Owens,owensbi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1991-92,1991,2092,all_rookie_teams,2nd,Stanley Roberts,roberst01,,NBA,,,,,,,,,,,,,,,,,,,,,
1990-91,1990,2091,all_rookie_teams,1st,Dennis Scott,scottde01,,NBA,,,,,,,,,,,,,,,,,,,,,
1990-91,1990,2091,all_rookie_teams,2nd,Gary Payton,paytoga01,,NBA,,,,,,,,,,,,,,,,,,,,,
1989-90,1989,2090,all_rookie_teams,1st,Pooh Richardson,richapo01,,NBA,,,,,,,,,,,,,,,,,,,,,
1989-90,1989,2090,all_rookie_teams,2nd,J.R. Reid,reidjr010,,NBA,,,,,,,,,,,,,,,,,,,,,
1988-89,1988,2089,all_rookie_teams,1st,Charles Smith,smithch01,,NBA,,,,,,,,,,,,,,,,,,,,,
1987-88,1987,2088,all_rookie_teams,1st,Derrick McKey,mckeyde01,,NBA,,,,,,,,,,,,,,,,,,,,,
1986-87,1986,2087,all_rookie_teams,1st,Roy Tarpley,tarplro01,,NBA,,,,,,,,,,,,,,,,,,,,,
