season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away
2019-20,1610612763,MEM,Memphis Grizzlies,21901234,2020-07-31,MEM @ POR,L,53.0,0.559,0.441,0.43,0.059,0.289,0.133,0.281,0.193,0.37,0.448,0.552,0.923,0.077,0.595,0.405,0,0,0,0,13,1654,461,1759,1364,1386,791,35,438,1625,1476,629,443,1635,1092,1015,1,2019,2020,False,POR,MEM
2019-20,1610612738,BOS,Boston Celtics,21901236,2020-07-31,BOS @ MIL,L,48.0,0.593,0.407,0.464,0.125,0.295,0.161,0.241,0.161,0.339,0.346,0.654,0.818,0.182,0.486,0.514,0,0,0,0,139,1328,780,1510,433,1339,462,158,847,1814,1932,178,1140,916,1847,265,1,2019,2020,False,MIL,BOS
2019-20,1610612753,ORL,Orlando Magic,21901233,2020-07-31,ORL @ BKN,W,48.0,0.644,0.356,0.547,0.203,0.258,0.055,0.195,0.102,0.344,0.6,0.4,0.909,0.091,0.674,0.326,0,0,0,0,139,772,1334,756,71,1633,1895,517,1736,1791,404,1679,540,1510,479,1634,1,2019,2020,False,BKN,ORL
2019-20,1610612759,SAS,San Antonio Spurs,21901237,2020-07-31,SAS vs. SAC,W,48.0,0.722,0.278,0.574,0.171,0.256,0.101,0.171,0.194,0.403,0.568,0.432,1.0,0.0,0.667,0.333,0,0,0,0,139,152,1963,550,162,1652,1259,856,429,1329,606,1509,1,1785,488,1575,1,2019,2020,True,SAS,SAC
2019-20,1610612751,BKN,Brooklyn Nets,21901233,2020-07-31,BKN vs. ORL,L,48.0,0.538,0.462,0.525,0.102,0.331,0.068,0.144,0.076,0.424,0.548,0.452,1.0,0.0,0.682,0.318,0,0,0,0,139,1784,327,949,710,981,1749,1267,1965,1103,727,1374,1,1785,423,1690,1,2019,2020,True,BKN,ORL
2019-20,1610612756,PHX,Phoenix Suns,21901235,2020-07-31,PHX @ WAS,W,48.0,0.6,0.4,0.496,0.096,0.264,0.152,0.24,0.208,0.4,0.613,0.387,0.909,0.091,0.69,0.31,0,0,0,0,139,1253,847,1222,791,1586,557,160,309,1335,355,1759,540,1510,377,1730,1,2019,2020,False,WAS,PHX
2019-20,1610612745,HOU,Houston Rockets,21901238,2020-07-31,HOU @ DAL,W,53.0,0.525,0.475,0.431,0.013,0.373,0.131,0.196,0.131,0.418,0.333,0.667,0.789,0.211,0.5,0.5,0,0,0,0,13,1872,247,1745,2040,628,844,511,1352,1159,1962,131,1319,797,1739,308,1,2019,2020,False,DAL,HOU
2019-20,1610612749,MIL,Milwaukee Bucks,21901236,2020-07-31,MIL vs. BOS,W,48.0,0.512,0.488,0.437,0.034,0.328,0.134,0.235,0.185,0.403,0.577,0.423,0.769,0.231,0.641,0.359,0,0,0,0,139,1924,192,1708,1799,1008,773,178,528,1324,544,1560,1416,657,697,1407,1,2019,2020,True,MIL,BOS
2019-20,1610612764,WAS,Washington Wizards,21901235,2020-07-31,WAS vs. PHX,L,48.0,0.758,0.242,0.607,0.179,0.214,0.196,0.179,0.188,0.429,0.324,0.676,0.875,0.125,0.429,0.571,0,0,0,0,139,47,2072,320,134,1891,194,737,497,1045,1990,127,778,1271,2020,94,1,2019,2020,True,WAS,PHX
2019-20,1610612758,SAC,Sacramento Kings,21901237,2020-07-31,SAC @ SAS,L,48.0,0.6,0.4,0.567,0.067,0.3,0.217,0.133,0.133,0.5,0.324,0.676,0.917,0.083,0.478,0.522,0,0,0,0,139,1253,847,595,1255,1273,114,1416,1308,391,1990,127,485,1580,1862,253,1,2019,2020,False,SAS,SAC
