season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away
2019-20,1610612742,DAL,Dallas Mavericks,21901238,2020-07-31,DAL vs. HOU,L,53.0,10.0,24.0,7.0,44.0,20.0,11.0,20.0,64.0,0,0,0,0,13,1807,48,1748,1302,1455,729,1778,1984,1,2019,2020,True,DAL,HOU
2019-20,1610612753,ORL,Orlando Magic,21901233,2020-07-31,ORL @ BKN,W,48.0,13.0,13.0,7.0,44.0,9.0,7.0,8.0,50.0,0,0,0,0,139,1478,943,1748,1302,158,229,372,1182,1,2019,2020,False,BKN,ORL
2019-20,1610612745,HOU,Houston Rockets,21901238,2020-07-31,HOU @ DAL,W,53.0,20.0,11.0,20.0,64.0,10.0,24.0,7.0,44.0,0,0,0,0,13,555,1252,276,100,231,2057,273,675,1,2019,2020,False,DAL,HOU
2019-20,1610612757,POR,Portland Trail Blazers,21901234,2020-07-31,POR vs. MEM,W,53.0,12.0,6.0,8.0,54.0,26.0,25.0,18.0,50.0,0,0,0,0,13,1600,1891,1614,474,1927,2072,1603,1182,1,2019,2020,True,POR,MEM
2019-20,1610612759,SAS,San Antonio Spurs,21901237,2020-07-31,SAS vs. SAC,W,48.0,25.0,11.0,13.0,52.0,16.0,12.0,26.0,60.0,0,0,0,0,139,193,1252,958,615,919,868,2031,1843,1,2019,2020,True,SAS,SAC
2019-20,1610612749,MIL,Milwaukee Bucks,21901236,2020-07-31,MIL vs. BOS,W,48.0,22.0,4.0,16.0,48.0,18.0,11.0,18.0,38.0,0,0,0,0,139,358,2000,616,938,1203,729,1603,307,1,2019,2020,True,MIL,BOS
2019-20,1610612756,PHX,Phoenix Suns,21901235,2020-07-31,PHX @ WAS,W,48.0,26.0,7.0,19.0,50.0,21.0,9.0,22.0,48.0,0,0,0,0,139,143,1810,342,767,1565,446,1884,999,1,2019,2020,False,WAS,PHX
2019-20,1610612764,WAS,Washington Wizards,21901235,2020-07-31,WAS vs. PHX,L,48.0,21.0,9.0,22.0,48.0,26.0,7.0,19.0,50.0,0,0,0,0,139,452,1543,189,938,1927,229,1717,1182,1,2019,2020,True,WAS,PHX
2019-20,1610612751,BKN,Brooklyn Nets,21901233,2020-07-31,BKN vs. ORL,L,48.0,9.0,7.0,8.0,50.0,13.0,13.0,7.0,44.0,0,0,0,0,139,1889,1810,1614,767,520,1017,273,675,1,2019,2020,True,BKN,ORL
2019-20,1610612763,MEM,Memphis Grizzlies,21901234,2020-07-31,MEM @ POR,L,53.0,26.0,25.0,18.0,50.0,12.0,6.0,8.0,54.0,0,0,0,0,13,143,35,403,767,422,161,372,1505,1,2019,2020,False,POR,MEM
2019-20,1610612738,BOS,Boston Celtics,21901236,2020-07-31,BOS @ MIL,L,48.0,18.0,11.0,18.0,38.0,22.0,4.0,16.0,48.0,0,0,0,0,139,773,1252,403,1706,1668,62,1404,999,1,2019,2020,False,MIL,BOS
2019-20,1610612758,SAC,Sacramento Kings,21901237,2020-07-31,SAC @ SAS,L,48.0,16.0,12.0,26.0,60.0,25.0,11.0,13.0,52.0,0,0,0,0,139,1067,1103,71,194,1888,729,1027,1353,1,2019,2020,False,SAS,SAC
2019-20,1610612740,NOP,New Orleans Pelicans,21901231,2020-07-30,NOP vs. UTA,L,48.0,14.0,22.0,7.0,48.0,20.0,17.0,7.0,56.0,0,0,0,0,139,1330,96,1748,938,1455,1580,273,1646,1,2019,2020,True,NOP,UTA
2019-20,1610612762,UTA,Utah Jazz,21901231,2020-07-30,UTA @ NOP,W,48.0,20.0,17.0,7.0,56.0,14.0,22.0,7.0,48.0,0,0,0,0,139,555,420,1748,366,642,1986,273,999,1,2019,2020,False,NOP,UTA
2019-20,1610612747,LAL,Los Angeles Lakers,21901232,2020-07-30,LAL vs. LAC,W,48.0,14.0,10.0,9.0,40.0,29.0,5.0,8.0,24.0,0,0,0,0,139,1330,1391,1494,1590,2033,120,372,15,1,2019,2020,True,LAL,LAC
2019-20,1610612746,LAC,LA Clippers,21901232,2020-07-30,LAC @ LAL,L,48.0,29.0,5.0,8.0,24.0,14.0,10.0,9.0,40.0,0,0,0,0,139,64,1959,1614,2103,642,577,506,414,1,2019,2020,False,LAL,LAC
