season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away
2019-20,1610612763,MEM,Memphis Grizzlies,21901234,2020-07-31,MEM @ POR,L,53.0,42,93,0.452,13,41,0.317,38,50,0.76,10,29,39,25,13.0,9,5,9,26,36,135,-5.0,1,1060,1060,1060,13,784,513,1191,763,321,1429,2,1,1195,918,1763,1661,831,689,520,785,1940,1826,2,69,1278,1,2019,2020,False,POR,MEM
2019-20,1610612745,HOU,Houston Rockets,21901238,2020-07-31,HOU @ DAL,W,53.0,52,101,0.515,19,48,0.396,30,39,0.769,7,36,43,26,9.0,12,10,4,31,36,153,4.0,1,1,1,1,13,26,90,372,70,56,671,64,33,1103,1604,749,1202,688,125,124,49,673,2077,2,4,842,1,2019,2020,False,DAL,HOU
2019-20,1610612759,SAS,San Antonio Spurs,21901237,2020-07-31,SAS vs. SAC,W,48.0,48,90,0.533,11,25,0.44,22,27,0.815,9,33,42,32,15.0,6,4,2,17,25,129,9.0,1,1,1,1,139,153,826,208,1158,1889,346,479,567,726,1152,1232,1317,107,1078,1334,1112,134,363,294,165,505,1,2019,2020,True,SAS,SAC
2019-20,1610612742,DAL,Dallas Mavericks,21901238,2020-07-31,DAL vs. HOU,L,53.0,50,105,0.476,21,49,0.429,28,38,0.737,13,42,55,30,20.0,7,4,10,36,31,149,-4.0,1,1060,1060,1060,13,67,30,814,22,41,407,105,49,1382,363,184,133,229,1869,1046,1112,2020,2116,29,9,1220,1,2019,2020,True,DAL,HOU
2019-20,1610612738,BOS,Boston Celtics,21901236,2020-07-31,BOS @ MIL,L,48.0,37,91,0.407,11,37,0.297,27,34,0.794,14,34,48,18,16.0,8,5,7,28,26,112,-7.0,1,1060,1060,1060,139,1573,703,1773,1158,632,1603,139,146,917,227,1080,590,1895,1282,772,785,1606,1980,207,979,1406,1,2019,2020,False,MIL,BOS
2019-20,1610612764,WAS,Washington Wizards,21901235,2020-07-31,WAS vs. PHX,L,48.0,42,91,0.462,8,22,0.364,20,23,0.87,8,28,36,18,18.0,7,2,3,26,24,112,-13.0,1,1060,1060,1060,139,784,703,1033,1773,2033,978,682,971,337,1393,1854,1896,1895,1641,1046,1766,354,1826,409,979,1748,1,2019,2020,True,WAS,PHX
2019-20,1610612757,POR,Portland Trail Blazers,21901234,2020-07-31,POR vs. MEM,W,53.0,49,91,0.538,13,30,0.433,29,34,0.853,9,33,42,27,17.0,10,9,5,36,26,140,5.0,1,1,1,1,13,113,703,177,763,1470,383,82,146,441,1152,1232,1317,545,1472,356,100,1008,2116,207,23,781,1,2019,2020,True,POR,MEM
2019-20,1610612756,PHX,Phoenix Suns,21901235,2020-07-31,PHX @ WAS,W,48.0,42,80,0.525,11,32,0.344,30,32,0.938,4,33,37,29,18.0,10,3,2,24,26,125,13.0,1,1,1,1,139,784,1892,271,1158,1221,1172,64,241,70,2016,1232,1820,319,1641,356,1447,134,1589,207,292,336,1,2019,2020,False,WAS,PHX
2019-20,1610612753,ORL,Orlando Magic,21901233,2020-07-31,ORL @ BKN,W,48.0,46,87,0.529,11,31,0.355,25,28,0.893,6,36,42,31,14.0,8,3,2,23,25,128,10.0,1,1,1,1,139,282,1183,241,1158,1348,1075,253,493,229,1776,749,1317,161,867,772,1447,134,1421,294,199,458,1,2019,2020,False,BKN,ORL
2019-20,1610612758,SAC,Sacramento Kings,21901237,2020-07-31,SAC @ SAS,L,48.0,46,95,0.484,12,38,0.316,16,20,0.8,8,34,42,22,18.0,11,2,4,25,17,120,-9.0,1,1060,1060,1060,139,282,344,695,971,533,1436,1193,1315,832,1393,1080,1317,1352,1641,212,1766,673,1711,1627,505,1552,1,2019,2020,False,SAS,SAC
2019-20,1610612751,BKN,Brooklyn Nets,21901233,2020-07-31,BKN vs. ORL,L,48.0,44,91,0.484,13,42,0.31,17,23,0.739,10,29,39,30,14.0,4,2,3,25,23,118,-10.0,1,1060,1060,1060,139,496,703,707,763,264,1501,1053,971,1356,918,1763,1661,229,867,1826,1766,354,1711,531,609,1615,1,2019,2020,True,BKN,ORL
2019-20,1610612749,MIL,Milwaukee Bucks,21901236,2020-07-31,MIL vs. BOS,W,48.0,39,84,0.464,13,41,0.317,28,34,0.824,7,40,47,25,15.0,9,7,5,26,28,119,7.0,1,1,1,1,139,1270,1564,993,763,321,1429,105,146,652,1604,320,711,831,1078,520,319,1008,1826,101,553,641,1,2019,2020,True,MIL,BOS
2019-20,1610612746,LAC,LA Clippers,21901232,2020-07-30,LAC @ LAL,L,48.0,32,74,0.432,16,36,0.444,21,28,0.75,4,32,36,17,22.0,6,5,3,30,27,101,-2.0,1,1060,1060,1060,139,2023,2091,1451,295,744,321,572,493,1227,2016,1374,1896,1968,2013,1334,785,354,2056,140,1701,1107,1,2019,2020,False,LAL,LAC
2019-20,1610612747,LAL,Los Angeles Lakers,21901232,2020-07-30,LAL vs. LAC,W,48.0,32,82,0.39,11,36,0.306,28,37,0.757,11,34,45,21,16.0,6,3,5,27,30,103,2.0,1,1,1,1,139,2023,1762,1918,1158,744,1529,105,62,1224,701,1080,952,1520,1282,1334,1447,1008,1913,43,1591,958,1,2019,2020,True,LAL,LAC
2019-20,1610612762,UTA,Utah Jazz,21901231,2020-07-30,UTA @ NOP,W,48.0,37,84,0.44,8,34,0.235,24,28,0.857,12,31,43,17,20.0,11,6,2,23,25,106,2.0,1,1,1,1,139,1573,1564,1339,1773,986,1958,320,493,397,528,1518,1202,1968,1869,212,514,134,1421,294,1389,958,1,2019,2020,False,NOP,UTA
2019-20,1610612740,NOP,New Orleans Pelicans,21901231,2020-07-30,NOP vs. UTA,L,48.0,40,94,0.426,11,31,0.355,13,18,0.722,15,30,45,22,21.0,12,2,6,25,23,104,-2.0,1,1060,1060,1060,139,1110,422,1547,1158,1348,1075,1560,1511,1486,154,1640,952,1352,1952,124,1766,1335,1711,531,1516,1107,1,2019,2020,True,NOP,UTA
