season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away
2019-20,1610612759,SAS,San Antonio Spurs,21901237,2020-07-31,SAS vs. SAC,W,48.0,0.594,0.3,0.14,0.222,0.547,0.211,0.167,0.306,0,0,0,0,139,356,664,1004,1543,1288,640,546,1513,1,2019,2020,True,SAS,SAC
2019-20,1610612756,PHX,Phoenix Suns,21901235,2020-07-31,PHX @ WAS,W,48.0,0.594,0.4,0.167,0.184,0.505,0.253,0.167,0.245,0,0,0,0,139,360,150,1546,1875,759,1016,546,811,1,2019,2020,False,WAS,PHX
2019-20,1610612763,MEM,Memphis Grizzlies,21901234,2020-07-31,MEM @ POR,L,53.0,0.522,0.538,0.114,0.321,0.61,0.374,0.15,0.25,0,0,0,0,13,1129,18,513,458,1884,1859,860,860,1,2019,2020,False,POR,MEM
2019-20,1610612742,DAL,Dallas Mavericks,21901238,2020-07-31,DAL vs. HOU,L,53.0,0.576,0.362,0.168,0.355,0.609,0.386,0.076,0.17,0,0,0,0,13,515,315,1574,199,1873,1911,2048,161,1,2019,2020,True,DAL,HOU
2019-20,1610612738,BOS,Boston Celtics,21901236,2020-07-31,BOS @ MIL,L,48.0,0.467,0.374,0.152,0.281,0.542,0.405,0.14,0.213,0,0,0,0,139,1746,257,1299,863,1214,1976,1103,451,1,2019,2020,False,MIL,BOS
2019-20,1610612749,MIL,Milwaukee Bucks,21901236,2020-07-31,MIL vs. BOS,W,48.0,0.542,0.405,0.14,0.213,0.467,0.374,0.152,0.281,0,0,0,0,139,896,142,1004,1657,371,1859,807,1252,1,2019,2020,True,MIL,BOS
2019-20,1610612745,HOU,Houston Rockets,21901238,2020-07-31,HOU @ DAL,W,53.0,0.609,0.386,0.076,0.17,0.576,0.362,0.168,0.355,0,0,0,0,13,246,208,71,1957,1604,1804,545,1917,1,2019,2020,False,DAL,HOU
2019-20,1610612764,WAS,Washington Wizards,21901235,2020-07-31,WAS vs. PHX,L,48.0,0.505,0.253,0.167,0.245,0.594,0.4,0.167,0.184,0,0,0,0,139,1355,1095,1546,1294,1758,1964,546,242,1,2019,2020,True,WAS,PHX
2019-20,1610612758,SAC,Sacramento Kings,21901237,2020-07-31,SAC @ SAS,L,48.0,0.547,0.211,0.167,0.306,0.594,0.3,0.14,0.222,0,0,0,0,139,826,1476,1546,594,1762,1444,1103,549,1,2019,2020,False,SAS,SAC
2019-20,1610612751,BKN,Brooklyn Nets,21901233,2020-07-31,BKN vs. ORL,L,48.0,0.555,0.253,0.135,0.22,0.592,0.322,0.135,0.233,0,0,0,0,139,738,1095,878,1576,1744,1604,1228,666,1,2019,2020,True,BKN,ORL
2019-20,1610612753,ORL,Orlando Magic,21901233,2020-07-31,ORL @ BKN,W,48.0,0.592,0.322,0.135,0.233,0.555,0.253,0.135,0.22,0,0,0,0,139,371,511,878,1444,1376,1016,1228,534,1,2019,2020,False,BKN,ORL
2019-20,1610612757,POR,Portland Trail Blazers,21901234,2020-07-31,POR vs. MEM,W,53.0,0.61,0.374,0.15,0.25,0.522,0.538,0.114,0.321,0,0,0,0,13,234,257,1257,1192,988,2101,1606,1655,1,2019,2020,True,POR,MEM
2019-20,1610612740,NOP,New Orleans Pelicans,21901231,2020-07-30,NOP vs. UTA,L,48.0,0.484,0.191,0.208,0.368,0.488,0.333,0.196,0.34,0,0,0,0,139,1580,1624,2006,135,561,1668,187,1804,1,2019,2020,True,NOP,UTA
2019-20,1610612747,LAL,Los Angeles Lakers,21901232,2020-07-30,LAL vs. LAC,W,48.0,0.457,0.451,0.155,0.255,0.541,0.378,0.216,0.186,0,0,0,0,139,1836,63,1348,1173,1199,1883,76,247,1,2019,2020,True,LAL,LAC
2019-20,1610612746,LAC,LA Clippers,21901232,2020-07-30,LAC @ LAL,L,48.0,0.541,0.378,0.216,0.186,0.457,0.451,0.155,0.255,0,0,0,0,139,920,236,2041,1866,282,2056,755,935,1,2019,2020,False,LAL,LAC
2019-20,1610612762,UTA,Utah Jazz,21901231,2020-07-30,UTA @ NOP,W,48.0,0.488,0.333,0.196,0.34,0.484,0.191,0.208,0.368,0,0,0,0,139,1557,440,1927,305,538,490,109,1981,1,2019,2020,False,NOP,UTA
