season_id,player_id,player,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
22015,203468,CJ McCollum,1610612757,POR,Portland Trail Blazers,Transition,Offensive,0.363,80,0.131,1.049,0.5,0.12,0.151,0.093,0.018,0.476,0.577,225,236,84,168,84,2015-16,2015,2016
22015,203081,Damian Lillard,1610612757,POR,Portland Trail Blazers,Transition,Offensive,0.16,75,0.105,0.91,0.427,0.101,0.186,0.07,0.005,0.402,0.507,199,181,61,143,82,2015-16,2015,2016
22015,203459,Allen Crabbe,1610612757,POR,Portland Trail Blazers,Transition,Offensive,0.699,81,0.179,1.193,0.52,0.064,0.05,0.064,0.021,0.507,0.61,140,167,66,127,61,2015-16,2015,2016
22015,202329,Al-Farouq Aminu,1610612757,POR,Portland Trail Blazers,Transition,Offensive,0.138,82,0.179,0.894,0.468,0.161,0.18,0.137,0.037,0.435,0.514,161,144,52,111,59,2015-16,2015,2016
22015,203486,Mason Plumlee,1610612757,POR,Portland Trail Blazers,Transition,Offensive,0.536,82,0.127,1.125,0.651,0.25,0.183,0.231,0.038,0.596,0.651,104,117,41,63,22,2015-16,2015,2016
22015,203090,Maurice Harkless,1610612757,POR,Portland Trail Blazers,Transition,Offensive,0.783,78,0.167,1.23,0.667,0.115,0.103,0.103,0.011,0.609,0.696,87,107,46,69,23,2015-16,2015,2016
22015,201945,Gerald Henderson,1610612757,POR,Portland Trail Blazers,Transition,Offensive,0.618,72,0.131,1.161,0.54,0.207,0.103,0.184,0.034,0.552,0.611,87,101,34,63,29,2015-16,2015,2016
22015,203086,Meyers Leonard,1610612757,POR,Portland Trail Blazers,Transition,Offensive,0.639,61,0.068,1.167,0.548,0.083,0.083,0.083,0.028,0.528,0.613,36,42,17,31,14,2015-16,2015,2016
22015,203943,Noah Vonleh,1610612757,POR,Portland Trail Blazers,Transition,Offensive,0.892,78,0.077,1.333,0.727,0.111,0.074,0.111,0.0,0.704,0.727,27,36,16,22,6,2015-16,2015,2016
22015,202334,Ed Davis,1610612757,POR,Portland Trail Blazers,Transition,Offensive,0.267,81,0.031,1.0,0.75,0.333,0.333,0.333,0.2,0.467,0.75,15,15,6,8,2,2015-16,2015,2016
