close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1626157,Karl-Anthony Towns,1610612750,MIN,C,22.0,82,82,0.491,414,723,0.573,0.578,-0.006
201959,Taj Gibson,1610612750,MIN,F,33.0,82,82,0.45,287,509,0.564,0.574,-0.01
203952,Andrew Wiggins,1610612750,MIN,F,23.0,82,82,0.433,280,475,0.589,0.567,0.022
203476,Gorgui Dieng,1610612750,MIN,C,28.0,79,78,0.491,208,342,0.608,0.573,0.035
201952,Jeff Teague,1610612750,MIN,G,30.0,70,67,0.43,210,337,0.623,0.552,0.071
202710,Jimmy Butler III,1610612750,MIN,G,28.0,59,58,0.458,181,310,0.584,0.567,0.017
202357,Nemanja Bjelica,1610612750,MIN,F,30.0,66,62,0.475,148,270,0.548,0.558,-0.01
1626145,Tyus Jones,1610612750,MIN,G,22.0,82,73,0.443,152,243,0.626,0.54,0.086
2037,Jamal Crawford,1610612750,MIN,G,38.0,75,65,0.383,84,128,0.656,0.553,0.103
201565,Derrick Rose,1610612750,MIN,G,29.0,25,23,0.479,48,78,0.615,0.564,0.051
201166,Aaron Brooks,1610612750,MIN,G,33.0,18,11,0.328,14,20,0.7,0.55,0.15
1627875,Marcus Georges-Hunt,1610612750,MIN,G,24.0,21,8,0.294,13,20,0.65,0.583,0.068
202332,Cole Aldrich,1610612750,MIN,C,29.0,13,9,0.476,8,10,0.8,0.51,0.29
