season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2020-21,1630235,Trent Forrest,Trent,1610612762,UTA,Utah Jazz,22001077,2021-05-16T00:00:00,UTA @ SAC,W,48.7,0.0,0.0,0.0,0.0,13.3,0.0,40.0,66.7,0.0,0.0,0.0,0.0,22.7,1,1,1,1,8028,10450,8917,8314,16797,9499,1,22702,1899,7210,1,1,16020,19350,1,7:18,2020,2021
2020-21,202711,Bojan Bogdanović,Bojan,1610612762,UTA,Utah Jazz,22001077,2021-05-16T00:00:00,UTA @ SAC,W,47.2,10.9,0.0,9.4,9.4,14.1,7.8,14.1,62.5,0.0,4.7,1.6,4.7,42.5,1,1,1,1,12600,1186,8917,1152,9123,10314,7182,14716,3139,7210,22216,6131,7004,10921,1,30:11,2020,2021
2020-21,1629671,Miye Oni,Miye,1610612762,UTA,Utah Jazz,22001077,2021-05-16T00:00:00,UTA @ SAC,W,45.8,0.0,0.0,0.0,0.0,12.9,9.7,12.9,38.7,0.0,0.0,3.2,0.0,14.5,1,1,1,1,16469,10450,8917,8314,16797,9063,9194,13571,15929,7210,1,10955,16020,21189,1,14:12,2020,2021
2020-21,204060,Joe Ingles,Joe,1610612762,UTA,Utah Jazz,22001077,2021-05-16T00:00:00,UTA @ SAC,W,46.5,0.0,0.0,9.2,3.1,13.8,9.2,16.9,58.5,0.0,0.0,3.1,3.1,42.3,1,1,1,1,14424,10450,8917,1217,16050,10071,8697,17101,4590,7210,1,10568,10717,11028,1,30:15,2020,2021
2020-21,1627777,Georges Niang,Georges,1610612762,UTA,Utah Jazz,22001077,2021-05-16T00:00:00,UTA @ SAC,W,50.5,13.2,0.0,7.9,5.3,10.5,7.9,15.8,57.9,0.0,0.0,2.6,2.6,33.4,1,1,1,1,3846,645,8917,1770,13586,6861,7247,16199,4821,7210,1,9040,11930,15278,1,19:11,2020,2021
2020-21,1629752,Juwan Morgan,Juwan,1610612762,UTA,Utah Jazz,22001077,2021-05-16T00:00:00,UTA @ SAC,W,36.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,22808,10450,8917,8314,16797,1,1,22871,8631,7210,1,1,16020,22167,1,2:53,2020,2021
2020-21,1626220,Royce O'Neale,Royce,1610612762,UTA,Utah Jazz,22001077,2021-05-16T00:00:00,UTA @ SAC,W,46.8,0.0,5.0,0.0,0.0,15.0,8.3,18.3,66.7,1.7,0.0,3.3,1.7,25.7,1,1,1,1,13780,10450,4420,8314,16797,11195,7644,18090,1899,5174,1,11251,14607,18387,1,28:03,2020,2021
2020-21,203497,Rudy Gobert,Rudy,1610612762,UTA,Utah Jazz,22001077,2021-05-16T00:00:00,UTA @ SAC,W,45.1,0.0,9.7,3.2,19.4,17.7,9.7,9.7,41.9,3.2,0.0,1.6,9.7,64.0,1,1,1,1,18100,10450,1313,6493,2394,13873,9194,10302,14021,2182,1,6306,1332,2932,1,27:56,2020,2021
2020-21,203903,Jordan Clarkson,Jordan,1610612762,UTA,Utah Jazz,22001077,2021-05-16T00:00:00,UTA @ SAC,W,48.3,4.5,9.0,0.0,14.9,11.9,7.5,19.4,65.7,0.0,1.5,4.5,9.0,64.0,1,1,1,1,9166,6429,1599,8314,4583,8194,6870,18700,2405,7210,16859,14492,1740,2933,1,32:21,2020,2021
2020-21,201144,Mike Conley,Mike,1610612762,UTA,Utah Jazz,22001077,2021-05-16T00:00:00,UTA @ SAC,W,46.5,0.0,0.0,0.0,4.3,14.9,10.6,8.5,46.8,0.0,2.1,4.3,2.1,84.5,1,1,1,1,14695,10450,8917,8314,14678,11136,10283,9119,10958,7210,18979,13880,13317,522,1,21:50,2020,2021
