group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,202322,John Wall,John,1610612746,LAC,32.0,8,4,4,0.5,19.0,0.125,0.059,0.1,0.0,0.083,0.0,0.0,0.0,0.154,0.125,0.3,0.333,0.0,0.0,0.0,0.333,0.0,0.043,290,278,136,188,289,251,345,318,257,293,295,305,288,255,300,84,401,250,204,1,382,329,374,LAC
Players,202331,Paul George,Paul,1610612746,LAC,33.0,36,18,18,0.5,104.0,0.315,0.326,0.303,0.35,0.353,0.355,0.352,0.125,0.3,0.267,0.306,0.542,0.462,0.125,0.333,0.189,0.345,0.336,42,53,384,188,97,34,50,51,66,56,48,52,205,76,106,83,443,42,175,370,234,42,38,LAC
Players,201569,Eric Gordon,Eric,1610612746,LAC,34.0,33,13,20,0.394,83.0,0.121,0.123,0.14,0.214,0.182,0.1,0.084,0.118,0.051,0.066,0.29,0.138,0.2,0.1,0.25,0.122,0.093,0.122,74,129,415,328,134,264,270,235,147,190,227,255,209,366,374,87,255,143,185,338,135,275,271,LAC
Players,1631217,Moussa Diabaté,Moussa,1610612746,LAC,21.0,2,2,0,1.0,5.0,0.077,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.0,0.143,0.0,0.0,0.0,0.5,0.0,1.0,0.167,0.067,394,326,1,1,384,360,361,396,257,325,139,147,37,373,276,297,1,250,35,1,447,189,355,LAC
Players,1629611,Terance Mann,Terance,1610612746,LAC,26.0,26,18,8,0.692,27.0,0.118,0.16,0.15,0.0,0.0,0.0,0.074,0.4,0.2,0.24,0.133,0.111,0.0,0.0,0.0,0.25,0.118,0.107,137,53,238,44,256,270,202,215,257,325,295,265,63,182,137,198,224,250,204,1,305,245,299,LAC
Players,203486,Mason Plumlee,Mason,1610612746,LAC,33.0,34,11,23,0.324,120.0,0.141,0.144,0.093,0.0,0.0,0.154,0.313,0.611,0.27,0.382,0.244,0.333,0.111,0.333,0.063,0.27,0.268,0.132,63,158,440,382,69,212,229,333,257,325,177,76,26,97,34,111,401,215,72,249,337,97,255,LAC
Players,202694,Marcus Morris Sr.,Marcus,1610612746,LAC,33.0,24,11,13,0.458,82.0,0.132,0.136,0.157,0.118,0.226,0.109,0.1,0.0,0.236,0.186,0.132,0.059,0.0,0.125,0.167,0.116,0.098,0.127,148,158,313,261,135,234,246,201,213,137,224,241,288,141,212,202,185,250,175,299,131,269,261,LAC
Players,1630538,Bones Hyland,Bones,1610612746,LAC,22.0,12,8,4,0.667,20.0,0.255,0.273,0.182,0.0,0.167,0.364,0.417,0.0,0.167,0.125,0.625,0.5,0.0,0.0,0.0,0.111,0.333,0.286,245,204,136,53,285,64,77,156,257,205,46,30,288,232,300,13,432,250,204,1,118,48,59,LAC
Players,1629599,Amir Coffey,Amir,1610612746,LAC,26.0,4,3,1,0.75,7.0,0.25,0.2,0.364,0.0,1.0,0.2,0.143,0.0,0.333,0.25,0.0,0.0,0.0,0.0,1.0,0.333,0.286,0.2,351,304,18,31,366,68,145,24,257,1,139,197,288,53,120,297,1,250,204,441,382,82,146,LAC
Players,202695,Kawhi Leonard,Kawhi,1610612746,LAC,32.0,28,16,12,0.571,98.0,0.324,0.382,0.371,0.158,0.164,0.328,0.324,0.056,0.25,0.205,0.385,0.154,0.273,0.571,0.167,0.163,0.286,0.349,118,80,300,134,112,31,27,22,186,214,66,71,278,115,175,46,272,106,32,299,188,82,35,LAC
Players,203496,Robert Covington,Robert,1610612746,LAC,32.0,8,3,5,0.375,12.0,0.081,0.0,0.043,0.0,0.0,0.333,0.222,0.0,0.125,0.1,0.333,0.25,0.0,1.0,0.0,0.429,0.143,0.061,290,304,166,339,324,353,361,390,257,325,52,134,288,291,337,64,354,250,1,1,429,215,364,LAC
Players,1626181,Norman Powell,Norman,1610612746,LAC,30.0,26,13,13,0.5,68.0,0.162,0.137,0.136,0.273,0.184,0.286,0.274,0.083,0.022,0.034,0.0,0.167,0.143,0.0,0.286,0.273,0.255,0.191,137,129,313,188,158,165,244,244,111,186,83,90,250,372,385,297,280,186,204,356,339,102,158,LAC
Players,201566,Russell Westbrook,Russell,1610612746,LAC,34.0,32,12,20,0.375,126.0,0.237,0.208,0.257,0.19,0.162,0.209,0.261,0.31,0.224,0.25,0.407,0.273,0.333,0.167,0.4,0.247,0.246,0.207,79,145,415,339,57,82,140,81,166,217,135,105,102,156,120,42,372,64,141,400,303,115,134,LAC
Players,1627826,Ivica Zubac,Ivica,1610612746,LAC,26.0,28,15,13,0.536,57.0,0.14,0.28,0.161,0.0,0.0,0.091,0.179,0.571,0.257,0.31,0.032,0.059,0.6,0.333,0.0,0.261,0.235,0.227,118,91,313,165,174,216,69,194,257,325,237,169,31,109,80,289,185,13,72,1,324,122,106,LAC
Players,201587,Nicolas Batum,Nicolas,1610612746,LAC,34.0,29,17,12,0.586,80.0,0.144,0.197,0.198,0.563,0.431,0.048,0.064,0.357,0.172,0.208,0.056,0.087,0.111,0.375,0.0,0.073,0.055,0.179,105,61,300,124,139,199,159,143,18,26,273,277,77,227,173,273,209,215,66,1,85,307,178,LAC
