group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1628368,De'Aaron Fox,De'Aaron,1610612758,SAC,25.0,39,22,17,0.564,4.1,0.8,0.4,0.5,2.3,1.0,0.9,0.8,4.5,0.0,0.2,0.5,0.8,6.8,22,16,376,144,39,10,38,12,3,275,280,410,17,199,412,394,24,4,SAC
Players,203521,Matthew Dellavedova,Matthew,1610612758,SAC,32.0,2,1,1,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,394,372,18,188,434,247,238,174,315,1,1,1,272,204,1,1,329,413,SAC
Players,1626168,Trey Lyles,Trey,1610612758,SAC,27.0,23,15,8,0.652,1.7,0.2,0.2,0.0,0.3,0.4,0.1,0.3,1.9,0.0,0.0,0.1,0.3,1.5,158,91,238,83,346,156,129,174,199,119,62,158,312,168,1,86,156,281,SAC
Players,203084,Harrison Barnes,Harrison,1610612758,SAC,31.0,41,25,16,0.61,4.0,0.1,0.2,0.0,0.4,0.9,1.0,0.7,4.0,0.0,0.1,0.2,0.5,2.1,12,5,363,109,53,189,140,169,172,249,283,392,29,204,332,164,98,219,SAC
Players,1629056,Terence Davis,Terence,1610612758,SAC,26.0,6,2,4,0.333,3.4,0.0,0.3,0.0,0.3,0.5,0.3,0.5,3.0,0.0,0.0,0.3,0.0,2.6,322,326,136,360,130,247,61,174,201,129,88,279,131,204,1,253,329,161,SAC
Players,1628989,Kevin Huerter,Kevin,1610612758,SAC,24.0,37,19,18,0.514,3.4,0.3,0.3,0.1,0.4,0.8,0.6,0.6,3.3,0.0,0.0,0.3,0.2,3.4,34,40,384,185,125,70,69,141,175,214,177,346,95,196,1,213,203,86,SAC
Players,1630558,Davion Mitchell,Davion,1610612758,SAC,24.0,31,19,12,0.613,1.5,0.1,0.0,0.1,0.3,0.3,0.4,0.3,1.9,0.0,0.0,0.3,0.0,0.9,87,40,300,107,372,233,238,155,240,97,108,189,315,204,1,231,328,363,SAC
Players,1627734,Domantas Sabonis,Domantas,1610612758,SAC,27.0,39,23,16,0.59,3.9,0.1,0.6,0.0,1.1,1.0,0.8,0.7,4.3,0.1,0.1,0.6,0.5,3.7,22,10,363,122,60,208,14,174,40,275,220,390,22,162,367,405,65,74,SAC
Players,1630556,Kessler Edwards,Kessler,1610612758,SAC,22.0,8,5,3,0.625,1.5,0.4,0.0,0.0,0.0,1.0,0.8,1.0,2.0,0.0,0.0,0.1,0.1,1.3,290,259,115,98,367,52,238,174,315,279,209,426,272,204,1,96,276,306,SAC
Players,1629002,Chimezie Metu,Chimezie,1610612758,SAC,26.0,7,5,2,0.714,1.5,0.0,0.0,0.0,0.3,0.3,0.3,0.0,1.1,0.0,0.0,0.4,0.1,1.8,309,259,72,37,368,247,238,174,224,91,78,1,384,204,1,327,258,248,SAC
Players,1626158,Richaun Holmes,Richaun,1610612758,SAC,29.0,3,2,1,0.667,1.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,2.0,0.0,0.0,0.0,0.3,1.1,368,326,18,53,347,247,238,174,315,1,181,1,272,204,1,1,137,338,SAC
Players,1629644,KZ Okpala,KZ,1610612758,SAC,24.0,3,2,1,0.667,0.3,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.7,0.0,0.0,0.3,0.0,0.0,368,326,18,53,437,247,238,174,315,98,181,1,409,204,1,253,329,413,SAC
Players,1628370,Malik Monk,Malik,1610612758,SAC,25.0,24,14,10,0.583,3.6,0.4,0.2,0.5,1.1,0.7,0.5,0.3,3.5,0.0,0.1,0.2,0.6,4.0,148,108,268,125,99,41,134,13,37,176,123,143,70,172,385,155,55,63,SAC
Players,203458,Alex Len,Alex,1610612758,SAC,30.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425,418,18,418,445,247,238,174,315,1,1,1,423,204,1,1,329,413,SAC
Players,1631099,Keegan Murray,Keegan,1610612758,SAC,22.0,29,16,13,0.552,3.3,0.3,0.0,0.2,0.0,0.5,0.9,0.5,3.2,0.0,0.1,0.2,0.1,1.8,105,80,313,149,152,77,238,57,315,128,258,303,100,204,324,129,294,241,SAC
