group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,1628368,De'Aaron Fox,De'Aaron,1610612758,SAC,25.0,39,22,17,0.564,160.0,0.428,0.474,0.452,0.2,0.227,0.41,0.394,0.095,0.159,0.138,0.339,0.481,0.37,0.333,0.429,0.247,0.337,0.437,22,16,376,144,12,4,14,6,153,136,32,37,238,246,286,63,431,57,72,410,304,47,14,SAC
Players,203521,Matthew Dellavedova,Matthew,1610612758,SAC,32.0,2,1,1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394,372,18,188,434,406,361,396,257,325,295,305,288,373,388,297,1,250,204,1,1,329,382,SAC
Players,1626168,Trey Lyles,Trey,1610612758,SAC,27.0,23,15,8,0.652,39.0,0.155,0.139,0.154,0.1,0.238,0.214,0.191,0.333,0.174,0.207,0.118,0.222,0.143,1.0,0.0,0.105,0.2,0.161,158,91,238,83,216,177,241,206,220,123,130,158,82,222,174,220,340,186,1,1,107,156,199,SAC
Players,203084,Harrison Barnes,Harrison,1610612758,SAC,31.0,41,25,16,0.61,164.0,0.107,0.072,0.099,0.024,0.105,0.207,0.22,0.159,0.175,0.17,0.031,0.0,0.077,0.0,0.167,0.118,0.188,0.102,12,5,363,109,8,303,337,322,256,275,136,137,191,220,234,290,1,234,204,299,133,173,306,SAC
Players,1629056,Terence Davis,Terence,1610612758,SAC,26.0,6,2,4,0.333,20.0,0.065,0.133,0.088,0.333,0.167,0.0,0.0,0.4,0.214,0.263,0.25,0.0,0.25,0.0,0.0,0.2,0.0,0.119,322,326,136,360,282,377,253,344,71,205,295,305,63,173,110,104,1,110,204,1,241,329,275,SAC
Players,1628989,Kevin Huerter,Kevin,1610612758,SAC,24.0,37,19,18,0.514,127.0,0.195,0.22,0.23,0.586,0.494,0.071,0.104,0.103,0.243,0.202,0.17,0.105,0.357,0.2,0.0,0.2,0.12,0.215,34,40,384,185,55,118,123,111,16,21,257,239,225,129,181,170,222,62,126,1,241,244,121,SAC
Players,1630558,Davion Mitchell,Davion,1610612758,SAC,24.0,31,19,12,0.613,46.0,0.11,0.179,0.149,0.182,0.231,0.0,0.0,0.0,0.077,0.061,0.118,0.167,0.333,0.0,0.0,0.25,0.04,0.133,87,40,300,107,195,294,175,220,172,131,295,305,288,348,376,220,280,64,204,1,305,321,251,SAC
Players,1627734,Domantas Sabonis,Domantas,1610612758,SAC,27.0,39,23,16,0.59,153.0,0.155,0.141,0.133,0.0,0.011,0.258,0.25,0.436,0.267,0.318,0.271,0.259,0.095,0.5,0.267,0.344,0.247,0.154,22,10,363,122,20,178,240,247,257,324,102,110,58,104,76,97,369,229,35,348,403,112,210,SAC
Players,1630556,Kessler Edwards,Kessler,1610612758,SAC,22.0,8,5,3,0.625,12.0,0.143,0.111,0.125,0.333,0.25,0.143,0.222,0.0,0.2,0.1,0.5,0.5,0.333,0.0,0.0,0.111,0.167,0.143,290,259,115,98,323,202,281,267,71,111,184,134,288,182,337,17,432,64,204,1,118,189,230,SAC
Players,1629002,Chimezie Metu,Chimezie,1610612758,SAC,26.0,7,5,2,0.714,11.0,0.04,0.143,0.063,0.0,0.0,0.0,0.167,1.0,0.375,0.5,0.25,0.0,0.333,0.0,0.0,0.429,0.25,0.1,309,259,72,37,332,401,230,373,257,325,295,172,1,31,7,104,1,64,204,1,429,104,308,SAC
