GAME_ID,GAME_DATE,TEAM,OPPONENT,HOME/AWAY,GAME_WEEK
22300063,2023-10-25,ATL,CHA,AWAY,1
22300063,2023-10-25,ATL,CHA,AWAY,2
22300079,2023-10-27,ATL,NYK,HOME,3
22300079,2023-10-27,ATL,NYK,HOME,4
22300097,2023-10-29,ATL,MIL,AWAY,5
22300097,2023-10-29,ATL,MIL,AWAY,6
22300104,2023-10-30,ATL,MIN,HOME,7
22300104,2023-10-30,ATL,MIN,HOME,8
22300117,2023-11-01,ATL,WAS,HOME,9
22300117,2023-11-01,ATL,WAS,HOME,10
22300135,2023-11-04,ATL,NOP,AWAY,11
22300135,2023-11-04,ATL,NOP,AWAY,12
22300155,2023-11-06,ATL,OKC,AWAY,13
22300155,2023-11-06,ATL,OKC,AWAY,14
22300172,2023-11-09,ATL,ORL,AWAY,15
22300172,2023-11-09,ATL,ORL,AWAY,16
22300175,2023-11-11,ATL,MIA,HOME,17
22300175,2023-11-11,ATL,MIA,HOME,18
22300018,2023-11-14,ATL,DET,AWAY,19
22300018,2023-11-14,ATL,DET,AWAY,20
22300193,2023-11-15,ATL,NYK,HOME,21
22300193,2023-11-15,ATL,NYK,HOME,22
22300029,2023-11-17,ATL,PHI,HOME,23
22300029,2023-11-17,ATL,PHI,HOME,24
22300039,2023-11-21,ATL,IND,HOME,25
22300039,2023-11-21,ATL,IND,HOME,26
22300227,2023-11-22,ATL,BKN,HOME,27
22300227,2023-11-22,ATL,BKN,HOME,28
22300241,2023-11-25,ATL,WAS,AWAY,29
22300241,2023-11-25,ATL,WAS,AWAY,30
22300246,2023-11-26,ATL,BOS,AWAY,31
22300246,2023-11-26,ATL,BOS,AWAY,32
22300055,2023-11-28,ATL,CLE,AWAY,33
22300055,2023-11-28,ATL,CLE,AWAY,34
22300272,2023-11-30,ATL,SAS,AWAY,35
22300272,2023-11-30,ATL,SAS,AWAY,36
22300286,2023-12-02,ATL,MIL,AWAY,37
22300286,2023-12-02,ATL,MIL,AWAY,38
22301209,2023-12-06,ATL,BKN,HOME,39
22301209,2023-12-06,ATL,BKN,HOME,40
22301218,2023-12-08,ATL,PHI,AWAY,41
22301218,2023-12-08,ATL,PHI,AWAY,42
22300296,2023-12-11,ATL,DEN,HOME,43
22300296,2023-12-11,ATL,DEN,HOME,44
22300313,2023-12-13,ATL,TOR,AWAY,45
22300313,2023-12-13,ATL,TOR,AWAY,46
22300330,2023-12-15,ATL,TOR,AWAY,47
22300330,2023-12-15,ATL,TOR,AWAY,48
22300336,2023-12-16,ATL,CLE,AWAY,49
22300336,2023-12-16,ATL,CLE,AWAY,50
22300352,2023-12-18,ATL,DET,HOME,51
22300352,2023-12-18,ATL,DET,HOME,52
22300371,2023-12-20,ATL,HOU,AWAY,53
22300371,2023-12-20,ATL,HOU,AWAY,54
22300384,2023-12-22,ATL,MIA,AWAY,55
22300384,2023-12-22,ATL,MIA,AWAY,56
22300393,2023-12-23,ATL,MEM,HOME,57
22300393,2023-12-23,ATL,MEM,HOME,58
22300408,2023-12-26,ATL,CHI,AWAY,59
22300408,2023-12-26,ATL,CHI,AWAY,60
22300431,2023-12-29,ATL,SAC,HOME,61
22300431,2023-12-29,ATL,SAC,HOME,62
22300445,2023-12-31,ATL,WAS,AWAY,63
22300445,2023-12-31,ATL,WAS,AWAY,64
22300467,2024-01-03,ATL,OKC,HOME,65
22300467,2024-01-03,ATL,OKC,HOME,66
22300480,2024-01-05,ATL,IND,AWAY,67
22300480,2024-01-05,ATL,IND,AWAY,68
22300499,2024-01-07,ATL,ORL,AWAY,69
22300499,2024-01-07,ATL,ORL,AWAY,70
22300521,2024-01-10,ATL,PHI,HOME,71
22300521,2024-01-10,ATL,PHI,HOME,72
22300533,2024-01-12,ATL,IND,HOME,73
22300533,2024-01-12,ATL,IND,HOME,74
22300543,2024-01-13,ATL,WAS,HOME,75
22300543,2024-01-13,ATL,WAS,HOME,76
22300559,2024-01-15,ATL,SAS,HOME,77
22300559,2024-01-15,ATL,SAS,HOME,78
22300570,2024-01-17,ATL,ORL,HOME,79
22300570,2024-01-17,ATL,ORL,HOME,80
22300587,2024-01-19,ATL,MIA,AWAY,81
22300587,2024-01-19,ATL,MIA,AWAY,82
22300595,2024-01-20,ATL,CLE,HOME,83
22300595,2024-01-20,ATL,CLE,HOME,84
22300613,2024-01-22,ATL,SAC,AWAY,85
22300613,2024-01-22,ATL,SAC,AWAY,86
22300626,2024-01-24,ATL,GSW,AWAY,87
22300626,2024-01-24,ATL,GSW,AWAY,88
22300634,2024-01-26,ATL,DAL,HOME,89
