season,team_id,team,game_id,game_date,away_team,home_team,opponent_id,game_week,pf,opp_pf,wl
2023-24,1610612737,ATL,22301021,2024-03-23,CHA,ATL,1610612766,70,132,91,W
2023-24,1610612737,ATL,22301034,2024-03-25,BOS,ATL,1610612738,71,120,118,W
2023-24,1610612737,ATL,22301051,2024-03-27,POR,ATL,1610612757,72,120,106,W
2023-24,1610612737,ATL,22301060,2024-03-28,BOS,ATL,1610612738,73,123,122,W
2023-24,1610612737,ATL,22301076,2024-03-30,MIL,ATL,1610612749,74,113,122,L
2023-24,1610612737,ATL,22301091,2024-04-01,ATL,CHI,1610612741,75,113,101,W
2023-24,1610612737,ATL,22301104,2024-04-03,DET,ATL,1610612765,76,121,113,W
2023-24,1610612737,ATL,22301124,2024-04-04,ATL,DAL,1610612742,77,95,109,L
2023-24,1610612737,ATL,22301130,2024-04-06,ATL,DEN,1610612743,78,110,142,L
2023-24,1610612737,ATL,22301147,2024-04-09,MIA,ATL,1610612748,79,111,117,L
2023-24,1610612737,ATL,22301159,2024-04-10,CHA,ATL,1610612766,80,114,115,L
2023-24,1610612737,ATL,22301178,2024-04-12,ATL,MIN,1610612750,81,106,109,L
2023-24,1610612737,ATL,22301188,2024-04-14,ATL,IND,1610612754,82,115,157,L
2023-24,1610612751,BKN,22300067,2023-10-25,CLE,BKN,1610612739,1,113,114,L
2023-24,1610612751,BKN,22300084,2023-10-27,BKN,DAL,1610612742,2,120,125,L
2023-24,1610612751,BKN,22300101,2023-10-30,BKN,CHA,1610612766,3,133,121,W
2023-24,1610612751,BKN,22300119,2023-11-01,BKN,MIA,1610612748,4,109,105,W
2023-24,1610612751,BKN,22300004,2023-11-03,BKN,CHI,1610612741,5,109,107,W
2023-24,1610612751,BKN,22300136,2023-11-04,BOS,BKN,1610612738,6,114,124,L
2023-24,1610612751,BKN,22300149,2023-11-06,MIL,BKN,1610612749,7,125,129,L
2023-24,1610612751,BKN,22300160,2023-11-08,LAC,BKN,1610612746,8,100,93,W
2023-24,1610612751,BKN,22300010,2023-11-10,BKN,BOS,1610612738,9,107,121,L
2023-24,1610612751,BKN,22300178,2023-11-12,WAS,BKN,1610612764,10,102,94,W
2023-24,1610612751,BKN,22300020,2023-11-14,ORL,BKN,1610612753,11,124,104,W
2023-24,1610612751,BKN,22300200,2023-11-16,BKN,MIA,1610612748,12,115,122,L
2023-24,1610612751,BKN,22300208,2023-11-19,PHI,BKN,1610612755,13,99,121,L
2023-24,1610612751,BKN,22300227,2023-11-22,BKN,ATL,1610612737,14,145,147,L
2023-24,1610612751,BKN,22300240,2023-11-25,MIA,BKN,1610612748,15,112,97,W
2023-24,1610612751,BKN,22300250,2023-11-26,CHI,BKN,1610612741,16,118,109,W
2023-24,1610612751,BKN,22300054,2023-11-28,TOR,BKN,1610612761,17,115,103,W
2023-24,1610612751,BKN,22300266,2023-11-30,CHA,BKN,1610612766,18,128,129,L
2023-24,1610612751,BKN,22300282,2023-12-02,ORL,BKN,1610612753,19,129,101,W
2023-24,1610612751,BKN,22301209,2023-12-06,BKN,ATL,1610612737,20,114,113,W
2023-24,1610612751,BKN,22301219,2023-12-08,WAS,BKN,1610612764,21,124,97,W
2023-24,1610612751,BKN,22300303,2023-12-11,BKN,SAC,1610612758,22,118,131,L
2023-24,1610612751,BKN,22300317,2023-12-13,BKN,PHX,1610612756,23,116,112,W
2023-24,1610612751,BKN,22300322,2023-12-14,BKN,DEN,1610612743,24,101,124,L
2023-24,1610612751,BKN,22300339,2023-12-16,BKN,GSW,1610612744,25,120,124,L
2023-24,1610612751,BKN,22300357,2023-12-18,BKN,UTA,1610612762,26,108,125,L
2023-24,1610612751,BKN,22300368,2023-12-20,NYK,BKN,1610612752,27,102,121,L
2023-24,1610612751,BKN,22300383,2023-12-22,DEN,BKN,1610612743,28,117,122,L
2023-24,1610612751,BKN,22300394,2023-12-23,DET,BKN,1610612765,29,126,115,W
2023-24,1610612751,BKN,22300406,2023-12-26,BKN,DET,1610612765,30,118,112,W
2023-24,1610612751,BKN,22300417,2023-12-27,MIL,BKN,1610612749,31,122,144,L
2023-24,1610612751,BKN,22300430,2023-12-29,BKN,WAS,1610612764,32,104,110,L
2023-24,1610612751,BKN,22300447,2023-12-31,BKN,OKC,1610612760,33,108,124,L
2023-24,1610612751,BKN,22300461,2024-01-02,BKN,NOP,1610612740,34,85,112,L
2023-24,1610612751,BKN,22300469,2024-01-03,BKN,HOU,1610612745,35,101,112,L
2023-24,1610612751,BKN,22300481,2024-01-05,OKC,BKN,1610612760,36,124,115,W
2023-24,1610612751,BKN,22300498,2024-01-07,POR,BKN,1610612757,37,127,134,L
2023-24,1610612751,BKN,22300527,2024-01-11,BKN,CLE,1610612739,38,102,111,L
2023-24,1610612751,BKN,22300562,2024-01-15,MIA,BKN,1610612748,39,95,96,L
2023-24,1610612751,BKN,22300578,2024-01-17,BKN,POR,1610612757,40,103,105,L
2023-24,1610612751,BKN,22300591,2024-01-19,BKN,LAL,1610612747,41,130,112,W
2023-24,1610612751,BKN,22300600,2024-01-21,BKN,LAC,1610612746,42,114,125,L
2023-24,1610612751,BKN,22300615,2024-01-23,NYK,BKN,1610612752,43,103,108,L
2023-24,1610612751,BKN,22300629,2024-01-25,MIN,BKN,1610612750,44,94,96,L
2023-24,1610612751,BKN,22300645,2024-01-27,HOU,BKN,1610612745,45,106,104,W
2023-24,1610612751,BKN,22300660,2024-01-29,UTA,BKN,1610612762,46,147,114,W
2023-24,1610612751,BKN,22300677,2024-01-31,PHX,BKN,1610612756,47,120,136,L
2023-24,1610612751,BKN,22300698,2024-02-03,BKN,PHI,1610612755,48,136,121,W
2023-24,1610612751,BKN,22300717,2024-02-05,GSW,BKN,1610612744,49,98,109,L
2023-24,1610612751,BKN,22300720,2024-02-06,DAL,BKN,1610612742,50,107,119,L
2023-24,1610612751,BKN,22300735,2024-02-08,CLE,BKN,1610612739,51,95,118,L
2023-24,1610612751,BKN,22300750,2024-02-10,SAS,BKN,1610612759,52,123,103,W
2023-24,1610612751,BKN,22300771,2024-02-13,BOS,BKN,1610612738,53,110,118,L
2023-24,1610612751,BKN,22300780,2024-02-14,BKN,BOS,1610612738,54,86,136,L
2023-24,1610612751,BKN,22300795,2024-02-22,BKN,TOR,1610612761,55,93,121,L
2023-24,1610612751,BKN,22300815,2024-02-24,BKN,MIN,1610612750,56,86,101,L
2023-24,1610612751,BKN,22300830,2024-02-26,BKN,MEM,1610612763,57,111,86,W
2023-24,1610612751,BKN,22300833,2024-02-27,BKN,ORL,1610612753,58,81,108,L
2023-24,1610612751,BKN,22300851,2024-02-29,ATL,BKN,1610612737,59,124,97,W
2023-24,1610612751,BKN,22300866,2024-03-02,ATL,BKN,1610612737,60,114,102,W
2023-24,1610612751,BKN,22300879,2024-03-04,MEM,BKN,1610612763,61,102,106,L
2023-24,1610612751,BKN,22300887,2024-03-05,PHI,BKN,1610612755,62,112,107,W
2023-24,1610612751,BKN,22300902,2024-03-07,BKN,DET,1610612765,63,112,118,L
2023-24,1610612751,BKN,22300918,2024-03-09,BKN,CHA,1610612766,64,99,110,L
2023-24,1610612751,BKN,22300930,2024-03-10,BKN,CLE,1610612739,65,120,101,W
2023-24,1610612751,BKN,22300947,2024-03-13,BKN,ORL,1610612753,66,106,114,L
2023-24,1610612751,BKN,22300968,2024-03-16,BKN,IND,1610612754,67,100,121,L
2023-24,1610612751,BKN,22300981,2024-03-17,BKN,SAS,1610612759,68,115,122,L
2023-24,1610612751,BKN,22300993,2024-03-19,NOP,BKN,1610612740,69,91,104,L
2023-24,1610612751,BKN,22301007,2024-03-21,BKN,MIL,1610612749,70,108,115,L
2023-24,1610612751,BKN,22301019,2024-03-23,BKN,NYK,1610612752,71,93,105,L
2023-24,1610612751,BKN,22301036,2024-03-25,BKN,TOR,1610612761,72,96,88,W
2023-24,1610612751,BKN,22301050,2024-03-27,BKN,WAS,1610612764,73,122,119,W
2023-24,1610612751,BKN,22301066,2024-03-29,CHI,BKN,1610612741,74,125,108,W
2023-24,1610612751,BKN,22301078,2024-03-31,LAL,BKN,1610612747,75,104,116,L
2023-24,1610612751,BKN,22301089,2024-04-01,BKN,IND,1610612754,76,111,133,L
2023-24,1610612751,BKN,22301106,2024-04-03,IND,BKN,1610612754,77,115,111,W
2023-24,1610612751,BKN,22301128,2024-04-06,DET,BKN,1610612765,78,113,103,W
2023-24,1610612751,BKN,22301141,2024-04-07,SAC,BKN,1610612758,79,77,107,L
2023-24,1610612751,BKN,22301160,2024-04-10,TOR,BKN,1610612761,80,106,102,W
2023-24,1610612751,BKN,22301175,2024-04-12,BKN,NYK,1610612752,81,107,111,L
2023-24,1610612751,BKN,22301192,2024-04-14,BKN,PHI,1610612755,82,86,107,L
2023-24,1610612738,BOS,22300065,2023-10-25,BOS,NYK,1610612752,1,108,104,W
2023-24,1610612738,BOS,22300080,2023-10-27,MIA,BOS,1610612748,2,119,111,W
2023-24,1610612738,BOS,22300103,2023-10-30,BOS,WAS,1610612764,3,126,107,W
2023-24,1610612738,BOS,22300118,2023-11-01,IND,BOS,1610612754,4,155,104,W
2023-24,1610612738,BOS,22300136,2023-11-04,BOS,BKN,1610612751,5,124,114,W
2023-24,1610612738,BOS,22300154,2023-11-06,BOS,MIN,1610612750,6,109,114,L
2023-24,1610612738,BOS,22300159,2023-11-08,BOS,PHI,1610612755,7,103,106,L
2023-24,1610612738,BOS,22300010,2023-11-10,BKN,BOS,1610612751,8,121,107,W
2023-24,1610612738,BOS,22300174,2023-11-11,TOR,BOS,1610612761,9,117,94,W
2023-24,1610612738,BOS,22300188,2023-11-13,NYK,BOS,1610612752,10,114,98,W
2023-24,1610612738,BOS,22300194,2023-11-15,BOS,PHI,1610612755,11,117,107,W
2023-24,1610612738,BOS,22300031,2023-11-17,BOS,TOR,1610612761,12,108,105,W
2023-24,1610612738,BOS,22300213,2023-11-19,BOS,MEM,1610612763,13,102,100,W
2023-24,1610612738,BOS,22300217,2023-11-20,BOS,CHA,1610612766,14,118,121,L
2023-24,1610612738,BOS,22300228,2023-11-22,MIL,BOS,1610612749,15,119,116,W
2023-24,1610612738,BOS,22300043,2023-11-24,BOS,ORL,1610612753,16,96,113,L
2023-24,1610612738,BOS,22300246,2023-11-26,ATL,BOS,1610612737,17,113,103,W
2023-24,1610612738,BOS,22300053,2023-11-28,CHI,BOS,1610612741,18,124,97,W
2023-24,1610612738,BOS,22300275,2023-12-01,PHI,BOS,1610612755,19,125,119,W
2023-24,1610612738,BOS,22301202,2023-12-04,BOS,IND,1610612754,20,112,122,L
2023-24,1610612738,BOS,22301227,2023-12-08,NYK,BOS,1610612752,21,133,123,W
2023-24,1610612738,BOS,22300305,2023-12-12,CLE,BOS,1610612739,22,120,113,W
2023-24,1610612738,BOS,22300319,2023-12-14,CLE,BOS,1610612739,23,116,107,W
2023-24,1610612738,BOS,22300329,2023-12-15,ORL,BOS,1610612753,24,128,111,W
2023-24,1610612738,BOS,22300344,2023-12-17,ORL,BOS,1610612753,25,114,97,W
2023-24,1610612738,BOS,22300362,2023-12-19,BOS,GSW,1610612744,26,126,132,L
2023-24,1610612738,BOS,22300373,2023-12-20,BOS,SAC,1610612758,27,144,119,W
2023-24,1610612738,BOS,22300389,2023-12-23,BOS,LAC,1610612746,28,145,108,W
2023-24,1610612738,BOS,22300403,2023-12-25,BOS,LAL,1610612747,29,126,115,W
2023-24,1610612738,BOS,22300421,2023-12-28,DET,BOS,1610612765,30,128,122,W
2023-24,1610612738,BOS,22300432,2023-12-29,TOR,BOS,1610612761,31,120,118,W
2023-24,1610612738,BOS,22300448,2023-12-31,BOS,SAS,1610612759,32,134,101,W
2023-24,1610612738,BOS,22300462,2024-01-02,BOS,OKC,1610612760,33,123,127,L
2023-24,1610612738,BOS,22300479,2024-01-05,UTA,BOS,1610612762,34,126,97,W
2023-24,1610612738,BOS,22300493,2024-01-06,BOS,IND,1610612754,35,118,101,W
2023-24,1610612738,BOS,22300507,2024-01-08,BOS,IND,1610612754,36,131,133,L
2023-24,1610612738,BOS,22300517,2024-01-10,MIN,BOS,1610612750,37,127,120,W
2023-24,1610612738,BOS,22300528,2024-01-11,BOS,MIL,1610612749,38,102,135,L
2023-24,1610612738,BOS,22300542,2024-01-13,HOU,BOS,1610612745,39,145,113,W
2023-24,1610612738,BOS,22300563,2024-01-15,BOS,TOR,1610612761,40,105,96,W
2023-24,1610612738,BOS,22300571,2024-01-17,SAS,BOS,1610612759,41,117,98,W
2023-24,1610612738,BOS,22300586,2024-01-19,DEN,BOS,1610612743,42,100,102,L
2023-24,1610612738,BOS,22300603,2024-01-21,BOS,HOU,1610612745,43,116,107,W
2023-24,1610612738,BOS,22300611,2024-01-22,BOS,DAL,1610612742,44,119,110,W
2023-24,1610612738,BOS,22300630,2024-01-25,BOS,MIA,1610612748,45,143,110,W
2023-24,1610612738,BOS,22300646,2024-01-27,LAC,BOS,1610612746,46,96,115,L
2023-24,1610612738,BOS,22300659,2024-01-29,NOP,BOS,1610612740,47,118,112,W
2023-24,1610612738,BOS,22300670,2024-01-30,IND,BOS,1610612754,48,129,124,W
2023-24,1610612738,BOS,22300684,2024-02-01,LAL,BOS,1610612747,49,105,114,L
2023-24,1610612738,BOS,22300706,2024-02-04,MEM,BOS,1610612763,50,131,91,W
2023-24,1610612738,BOS,22300729,2024-02-07,ATL,BOS,1610612737,51,125,117,W
2023-24,1610612738,BOS,22300743,2024-02-09,WAS,BOS,1610612764,52,133,129,W
2023-24,1610612738,BOS,22300759,2024-02-11,BOS,MIA,1610612748,53,110,106,W
2023-24,1610612738,BOS,22300771,2024-02-13,BOS,BKN,1610612751,54,118,110,W
2023-24,1610612738,BOS,22300780,2024-02-14,BKN,BOS,1610612751,55,136,86,W
2023-24,1610612738,BOS,22300797,2024-02-22,BOS,CHI,1610612741,56,129,112,W
2023-24,1610612738,BOS,22300816,2024-02-24,BOS,NYK,1610612752,57,116,102,W
2023-24,1610612738,BOS,22300836,2024-02-27,PHI,BOS,1610612755,58,117,99,W
2023-24,1610612738,BOS,22300859,2024-03-01,DAL,BOS,1610612742,59,138,110,W
2023-24,1610612738,BOS,22300872,2024-03-03,GSW,BOS,1610612744,60,140,88,W
2023-24,1610612738,BOS,22300886,2024-03-05,BOS,CLE,1610612739,61,104,105,L
2023-24,1610612738,BOS,22300906,2024-03-07,BOS,DEN,1610612743,62,109,115,L
2023-24,1610612738,BOS,22300920,2024-03-09,BOS,PHX,1610612756,63,117,107,W
2023-24,1610612738,BOS,22300938,2024-03-11,BOS,POR,1610612757,64,121,99,W
2023-24,1610612738,BOS,22300943,2024-03-12,BOS,UTA,1610612762,65,123,107,W
2023-24,1610612738,BOS,22300955,2024-03-14,PHX,BOS,1610612756,66,127,112,W
2023-24,1610612738,BOS,22300980,2024-03-17,BOS,WAS,1610612764,67,130,104,W
2023-24,1610612738,BOS,22300984,2024-03-18,DET,BOS,1610612765,68,119,94,W
2023-24,1610612738,BOS,22300998,2024-03-20,MIL,BOS,1610612749,69,122,119,W
2023-24,1610612738,BOS,22301011,2024-03-22,BOS,DET,1610612765,70,129,102,W
2023-24,1610612738,BOS,22301023,2024-03-23,BOS,CHI,1610612741,71,124,113,W
2023-24,1610612738,BOS,22301034,2024-03-25,BOS,ATL,1610612737,72,118,120,L
2023-24,1610612738,BOS,22301060,2024-03-28,BOS,ATL,1610612737,73,122,123,L
2023-24,1610612738,BOS,22301074,2024-03-30,BOS,NOP,1610612740,74,104,92,W
2023-24,1610612738,BOS,22301087,2024-04-01,BOS,CHA,1610612766,75,118,104,W
2023-24,1610612738,BOS,22301105,2024-04-03,OKC,BOS,1610612760,76,135,100,W
2023-24,1610612738,BOS,22301118,2024-04-05,SAC,BOS,1610612758,77,101,100,W
2023-24,1610612738,BOS,22301134,2024-04-07,POR,BOS,1610612757,78,124,107,W
2023-24,1610612738,BOS,22301148,2024-04-09,BOS,MIL,1610612749,79,91,104,L
2023-24,1610612738,BOS,22301167,2024-04-11,NYK,BOS,1610612752,80,109,118,L
2023-24,1610612738,BOS,22301173,2024-04-12,CHA,BOS,1610612766,81,131,98,W
2023-24,1610612738,BOS,22301186,2024-04-14,WAS,BOS,1610612764,82,132,122,W
2023-24,1610612766,CHA,22300063,2023-10-25,ATL,CHA,1610612737,1,116,110,W
2023-24,1610612766,CHA,22300077,2023-10-27,DET,CHA,1610612765,2,99,111,L
2023-24,1610612766,CHA,22300101,2023-10-30,BKN,CHA,1610612751,3,121,133,L
2023-24,1610612766,CHA,22300122,2023-11-01,CHA,HOU,1610612745,4,119,128,L
2023-24,1610612766,CHA,22300133,2023-11-04,CHA,IND,1610612754,5,125,124,W
2023-24,1610612766,CHA,22300143,2023-11-05,CHA,DAL,1610612742,6,118,124,L
2023-24,1610612766,CHA,22300157,2023-11-08,WAS,CHA,1610612764,7,116,132,L
2023-24,1610612766,CHA,22300009,2023-11-10,CHA,WAS,1610612764,8,124,117,W
2023-24,1610612766,CHA,22300177,2023-11-12,CHA,NYK,1610612752,9,107,129,L
2023-24,1610612766,CHA,22300017,2023-11-14,MIA,CHA,1610612748,10,105,111,L
2023-24,1610612766,CHA,22300027,2023-11-17,MIL,CHA,1610612749,11,99,130,L
2023-24,1610612766,CHA,22300202,2023-11-18,NYK,CHA,1610612752,12,108,122,L
2023-24,1610612766,CHA,22300217,2023-11-20,BOS,CHA,1610612738,13,121,118,W
2023-24,1610612766,CHA,22300225,2023-11-22,WAS,CHA,1610612764,14,117,114,W
2023-24,1610612766,CHA,22300248,2023-11-26,CHA,ORL,1610612753,15,117,130,L
2023-24,1610612766,CHA,22300057,2023-11-28,CHA,NYK,1610612752,16,91,115,L
2023-24,1610612766,CHA,22300266,2023-11-30,CHA,BKN,1610612751,17,129,128,W
2023-24,1610612766,CHA,22300281,2023-12-02,MIN,CHA,1610612750,18,117,123,L
2023-24,1610612766,CHA,22301211,2023-12-06,CHA,CHI,1610612741,19,100,111,L
2023-24,1610612766,CHA,22301216,2023-12-08,TOR,CHA,1610612761,20,119,116,W
2023-24,1610612766,CHA,22300292,2023-12-11,MIA,CHA,1610612748,21,114,116,L
2023-24,1610612766,CHA,22300312,2023-12-13,CHA,MIA,1610612748,22,104,115,L
2023-24,1610612766,CHA,22300326,2023-12-15,NOP,CHA,1610612740,23,107,112,L
2023-24,1610612766,CHA,22300335,2023-12-16,PHI,CHA,1610612755,24,82,135,L
2023-24,1610612766,CHA,22300354,2023-12-18,CHA,TOR,1610612761,25,99,114,L
2023-24,1610612766,CHA,22300365,2023-12-20,CHA,IND,1610612754,26,113,144,L
2023-24,1610612766,CHA,22300390,2023-12-23,DEN,CHA,1610612743,27,95,102,L
2023-24,1610612766,CHA,22300414,2023-12-26,CHA,LAC,1610612746,28,104,113,L
2023-24,1610612766,CHA,22300428,2023-12-28,CHA,LAL,1610612747,29,112,133,L
2023-24,1610612766,CHA,22300436,2023-12-29,CHA,PHX,1610612756,30,119,133,L
2023-24,1610612766,CHA,22300455,2024-01-01,CHA,DEN,1610612743,31,93,111,L
2023-24,1610612766,CHA,22300464,2024-01-02,CHA,SAC,1610612758,32,111,104,W
2023-24,1610612766,CHA,22300484,2024-01-05,CHA,CHI,1610612741,33,91,104,L
2023-24,1610612766,CHA,22300506,2024-01-08,CHI,CHA,1610612741,34,112,119,L
2023-24,1610612766,CHA,22300518,2024-01-10,SAC,CHA,1610612758,35,98,123,L
2023-24,1610612766,CHA,22300541,2024-01-12,CHA,SAS,1610612759,36,99,135,L
2023-24,1610612766,CHA,22300551,2024-01-14,CHA,MIA,1610612748,37,87,104,L
2023-24,1610612766,CHA,22300575,2024-01-17,CHA,NOP,1610612740,38,112,132,L
2023-24,1610612766,CHA,22300584,2024-01-19,SAS,CHA,1610612759,39,124,120,W
2023-24,1610612766,CHA,22300593,2024-01-20,PHI,CHA,1610612755,40,89,97,L
2023-24,1610612766,CHA,22300610,2024-01-22,CHA,MIN,1610612750,41,128,125,W
2023-24,1610612766,CHA,22300619,2024-01-24,CHA,DET,1610612765,42,106,113,L
2023-24,1610612766,CHA,22300635,2024-01-26,HOU,CHA,1610612745,43,104,138,L
2023-24,1610612766,CHA,22300647,2024-01-27,UTA,CHA,1610612762,44,122,134,L
2023-24,1610612766,CHA,22300657,2024-01-29,NYK,CHA,1610612752,45,92,113,L
2023-24,1610612766,CHA,22300674,2024-01-31,CHI,CHA,1610612741,46,110,117,L
2023-24,1610612766,CHA,22300695,2024-02-02,CHA,OKC,1610612760,47,106,126,L
2023-24,1610612766,CHA,22300707,2024-02-04,IND,CHA,1610612754,48,99,115,L
2023-24,1610612766,CHA,22300713,2024-02-05,LAL,CHA,1610612747,49,118,124,L
2023-24,1610612766,CHA,22300726,2024-02-07,TOR,CHA,1610612761,50,117,123,L
2023-24,1610612766,CHA,22300745,2024-02-09,CHA,MIL,1610612749,51,84,120,L
2023-24,1610612766,CHA,22300751,2024-02-10,MEM,CHA,1610612763,52,115,106,W
2023-24,1610612766,CHA,22300761,2024-02-12,IND,CHA,1610612754,53,111,102,W
2023-24,1610612766,CHA,22300777,2024-02-14,ATL,CHA,1610612737,54,122,99,W
2023-24,1610612766,CHA,22300801,2024-02-22,CHA,UTA,1610612762,55,115,107,W
2023-24,1610612766,CHA,22300811,2024-02-23,CHA,GSW,1610612744,56,84,97,L
2023-24,1610612766,CHA,22300826,2024-02-25,CHA,POR,1610612757,57,93,80,W
