GAME_ID,GAME_DATE,TEAM,OPPONENT,HOME/AWAY,ROUND,GAME_NO_IN_SERIES
42300101,2024-04-21,BOS,MIA,HOME,RND1,1
42300101,2024-04-21,BOS,MIA,HOME,RND1,2
42300102,2024-04-24,BOS,MIA,HOME,RND1,3
42300102,2024-04-24,BOS,MIA,HOME,RND1,4
42300103,2024-04-27,BOS,MIA,AWAY,RND1,5
42300103,2024-04-27,BOS,MIA,AWAY,RND1,6
42300104,2024-04-29,BOS,MIA,AWAY,RND1,7
42300104,2024-04-29,BOS,MIA,AWAY,RND1,8
42300105,2024-05-01,BOS,MIA,HOME,RND1,9
42300105,2024-05-01,BOS,MIA,HOME,RND1,10
42300201,2024-05-07,BOS,CLE,HOME,SF,1
42300201,2024-05-07,BOS,CLE,HOME,SF,2
42300202,2024-05-09,BOS,CLE,HOME,SF,3
42300202,2024-05-09,BOS,CLE,HOME,SF,4
42300203,2024-05-11,BOS,CLE,AWAY,SF,5
42300203,2024-05-11,BOS,CLE,AWAY,SF,6
42300204,2024-05-13,BOS,CLE,AWAY,SF,7
42300204,2024-05-13,BOS,CLE,AWAY,SF,8
42300205,2024-05-15,BOS,CLE,HOME,SF,9
42300205,2024-05-15,BOS,CLE,HOME,SF,10
42300301,2024-05-21,BOS,IND,HOME,CONF,1
42300301,2024-05-21,BOS,IND,HOME,CONF,2
42300302,2024-05-23,BOS,IND,HOME,CONF,3
42300302,2024-05-23,BOS,IND,HOME,CONF,4
42300303,2024-05-25,BOS,IND,AWAY,CONF,5
42300303,2024-05-25,BOS,IND,AWAY,CONF,6
42300304,2024-05-27,BOS,IND,AWAY,CONF,7
42300304,2024-05-27,BOS,IND,AWAY,CONF,8
42300401,2024-06-06,BOS,DAL,HOME,FINALS,1
42300401,2024-06-06,BOS,DAL,HOME,FINALS,2
42300402,2024-06-09,BOS,DAL,HOME,FINALS,3
42300402,2024-06-09,BOS,DAL,HOME,FINALS,4
42300403,2024-06-12,BOS,DAL,AWAY,FINALS,5
42300403,2024-06-12,BOS,DAL,AWAY,FINALS,6
42300404,2024-06-14,BOS,DAL,AWAY,FINALS,7
42300404,2024-06-14,BOS,DAL,AWAY,FINALS,8
42300405,2024-06-17,BOS,DAL,HOME,FINALS,9
42300405,2024-06-17,BOS,DAL,HOME,FINALS,10
42300131,2024-04-20,CLE,ORL,HOME,RND1,1
42300131,2024-04-20,CLE,ORL,HOME,RND1,2
42300132,2024-04-22,CLE,ORL,HOME,RND1,3
42300132,2024-04-22,CLE,ORL,HOME,RND1,4
42300133,2024-04-25,CLE,ORL,AWAY,RND1,5
42300133,2024-04-25,CLE,ORL,AWAY,RND1,6
42300134,2024-04-27,CLE,ORL,AWAY,RND1,7
42300134,2024-04-27,CLE,ORL,AWAY,RND1,8
42300135,2024-04-30,CLE,ORL,HOME,RND1,9
42300135,2024-04-30,CLE,ORL,HOME,RND1,10
42300136,2024-05-03,CLE,ORL,AWAY,RND1,11
42300136,2024-05-03,CLE,ORL,AWAY,RND1,12
42300137,2024-05-05,CLE,ORL,HOME,RND1,13
42300137,2024-05-05,CLE,ORL,HOME,RND1,14
42300201,2024-05-07,CLE,BOS,AWAY,SF,1
42300201,2024-05-07,CLE,BOS,AWAY,SF,2
42300202,2024-05-09,CLE,BOS,AWAY,SF,3
42300202,2024-05-09,CLE,BOS,AWAY,SF,4
42300203,2024-05-11,CLE,BOS,HOME,SF,5
42300203,2024-05-11,CLE,BOS,HOME,SF,6
42300204,2024-05-13,CLE,BOS,HOME,SF,7
42300204,2024-05-13,CLE,BOS,HOME,SF,8
