season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2016-17,1610612744,41600141,2017-04-16,POR,GSW,POR,1610612757,121,109,W,12,rnd1,1
2016-17,1610612744,41600142,2017-04-19,POR,GSW,POR,1610612757,110,81,W,29,rnd1,2
2016-17,1610612744,41600143,2017-04-22,GSW,POR,POR,1610612757,119,113,W,6,rnd1,3
2016-17,1610612744,41600144,2017-04-24,GSW,POR,POR,1610612757,128,103,W,25,rnd1,4
2016-17,1610612744,41600221,2017-05-02,UTA,GSW,UTA,1610612762,106,94,W,12,sf,1
2016-17,1610612744,41600222,2017-05-04,UTA,GSW,UTA,1610612762,115,104,W,11,sf,2
2016-17,1610612744,41600223,2017-05-06,GSW,UTA,UTA,1610612762,102,91,W,11,sf,3
2016-17,1610612744,41600224,2017-05-08,GSW,UTA,UTA,1610612762,121,95,W,26,sf,4
2016-17,1610612744,41600311,2017-05-14,SAS,GSW,SAS,1610612759,113,111,W,2,conf,1
2016-17,1610612744,41600312,2017-05-16,SAS,GSW,SAS,1610612759,136,100,W,36,conf,2
2016-17,1610612744,41600313,2017-05-20,GSW,SAS,SAS,1610612759,120,108,W,12,conf,3
2016-17,1610612744,41600314,2017-05-22,GSW,SAS,SAS,1610612759,129,115,W,14,conf,4
2016-17,1610612744,41600401,2017-06-01,CLE,GSW,CLE,1610612739,113,91,W,22,finals,1
2016-17,1610612744,41600402,2017-06-04,CLE,GSW,CLE,1610612739,132,113,W,19,finals,2
2016-17,1610612744,41600403,2017-06-07,GSW,CLE,CLE,1610612739,118,113,W,5,finals,3
2016-17,1610612744,41600404,2017-06-09,GSW,CLE,CLE,1610612739,116,137,L,-21,finals,4
2016-17,1610612744,41600405,2017-06-12,CLE,GSW,CLE,1610612739,129,120,W,9,finals,5
