GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,GAME_WEEK
21800010,2018-10-17,MIN,SAS,1
21800034,2018-10-20,SAS,POR,2
21800048,2018-10-22,SAS,LAL,3
21800058,2018-10-24,IND,SAS,4
21800082,2018-10-27,LAL,SAS,5
21800094,2018-10-29,DAL,SAS,6
21800110,2018-10-31,SAS,PHX,7
21800130,2018-11-03,NOP,SAS,8
21800137,2018-11-04,ORL,SAS,9
21800156,2018-11-07,SAS,MIA,10
21800180,2018-11-10,HOU,SAS,11
21800197,2018-11-12,SAS,SAC,12
21800211,2018-11-14,SAS,PHX,13
21800215,2018-11-15,SAS,LAC,14
21800238,2018-11-18,GSW,SAS,15
21800246,2018-11-19,SAS,NOP,16
21800262,2018-11-21,MEM,SAS,17
21800272,2018-11-23,SAS,IND,18
21800284,2018-11-24,SAS,MIL,19
21800297,2018-11-26,SAS,CHI,20
21800311,2018-11-28,SAS,MIN,21
21800326,2018-11-30,HOU,SAS,22
21800342,2018-12-02,POR,SAS,23
21800354,2018-12-04,SAS,UTA,24
21800364,2018-12-05,SAS,LAL,25
21800375,2018-12-07,LAL,SAS,26
21800390,2018-12-09,UTA,SAS,27
21800403,2018-12-11,PHX,SAS,28
21800417,2018-12-13,LAC,SAS,29
21800433,2018-12-15,CHI,SAS,30
21800448,2018-12-17,PHI,SAS,31
21800456,2018-12-19,SAS,ORL,32
21800475,2018-12-21,MIN,SAS,33
21800483,2018-12-22,SAS,HOU,34
21800510,2018-12-26,DEN,SAS,35
21800524,2018-12-28,SAS,DEN,36
21800535,2018-12-29,SAS,LAC,37
21800545,2018-12-31,BOS,SAS,38
21800563,2019-01-03,TOR,SAS,39
21800581,2019-01-05,MEM,SAS,40
21800591,2019-01-07,SAS,DET,41
21800611,2019-01-09,SAS,MEM,42
21800619,2019-01-10,OKC,SAS,43
21800634,2019-01-12,SAS,OKC,44
21800647,2019-01-14,CHA,SAS,45
21800661,2019-01-16,SAS,DAL,46
21800674,2019-01-18,SAS,MIN,47
21800690,2019-01-20,LAC,SAS,48
21800711,2019-01-23,SAS,PHI,49
21800730,2019-01-26,SAS,NOP,50
21800742,2019-01-27,WAS,SAS,51
21800754,2019-01-29,PHX,SAS,52
21800767,2019-01-31,BKN,SAS,53
21800779,2019-02-02,NOP,SAS,54
21800795,2019-02-04,SAS,SAC,55
21800810,2019-02-06,SAS,GSW,56
21800816,2019-02-07,SAS,POR,57
21800825,2019-02-09,SAS,UTA,58
21800850,2019-02-12,SAS,MEM,59
21800876,2019-02-22,SAS,TOR,60
21800896,2019-02-24,SAS,NYK,61
21800900,2019-02-25,SAS,BKN,62
21800917,2019-02-27,DET,SAS,63
21800940,2019-03-02,OKC,SAS,64
21800954,2019-03-04,DEN,SAS,65
21800968,2019-03-06,SAS,ATL,66
21800999,2019-03-10,MIL,SAS,67
21801011,2019-03-12,SAS,DAL,68
21801032,2019-03-15,NYK,SAS,69
21801039,2019-03-16,POR,SAS,70
21801055,2019-03-18,GSW,SAS,71
21801071,2019-03-20,MIA,SAS,72
21801084,2019-03-22,SAS,HOU,73
21801100,2019-03-24,SAS,BOS,74
21801107,2019-03-26,SAS,CHA,75
21801129,2019-03-28,CLE,SAS,76
21801149,2019-03-31,SAC,SAS,77
21801162,2019-04-02,ATL,SAS,78
21801173,2019-04-03,SAS,DEN,79
21801182,2019-04-05,SAS,WAS,80
21801196,2019-04-07,SAS,CLE,81
21801227,2019-04-10,DAL,SAS,82
