season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2024-25,1629004,Svi Mykhailiuk,Svi,1610612762,UTA,Utah Jazz,22401195,2025-04-13T00:00:00,UTA @ MIN,L,39.38333333333333,5,9,0.556,4,6,0.667,0,0,0.0,0,4,4,4,1,0,1,0,0,0,14,-8,26.8,0,0,28.0,1,13222,13222,13222,751,7242,9700,7248,1130,4502,1957,13505,14344,13505,14058,6429,9701,4780,8788,12854,2537,1,1,17725,7553,19855,8917,2246,150,7475,1,39:23,2024,2025
2024-25,1630548,Johnny Juzang,Johnny,1610612762,UTA,Utah Jazz,22401195,2025-04-13T00:00:00,UTA @ MIN,L,27.55,6,11,0.545,3,6,0.5,0,0,0.0,0,2,2,1,1,1,0,0,3,1,15,-19,20.9,0,0,23.0,1,13222,13222,13222,9909,5250,7071,7695,2458,4502,3944,13505,14344,13505,14058,13151,16273,14293,8788,5025,8263,1,18916,11254,6813,24841,12468,2246,150,10339,1,27:33,2024,2025
2024-25,1630695,Micah Potter,Micah,1610612762,UTA,Utah Jazz,22401195,2025-04-13T00:00:00,UTA @ MIN,L,29.066666666666663,3,7,0.429,1,5,0.2,0,0,0.0,2,3,5,4,0,0,0,0,2,0,7,-1,19.0,0,0,17.0,1,13222,13222,13222,8620,12449,12910,13735,8896,6354,13429,13505,14344,13505,3306,9417,7268,4780,16469,12854,8263,1,12976,17725,14857,13450,13770,2246,150,14250,1,29:04,2024,2025
2024-25,1641718,Keyonte George,Keyonte,1610612762,UTA,Utah Jazz,22401195,2025-04-13T00:00:00,UTA @ MIN,L,48.0,6,23,0.261,0,8,0.0,2,3,0.667,0,5,5,7,4,0,0,5,0,6,14,-11,26.5,0,0,26.0,1,13222,13222,13222,14,5250,455,20229,15070,2050,15070,6020,6038,9425,14058,4392,7268,1463,877,12854,8263,26277,1,792,7553,21738,9093,2246,150,8551,1,48:00,2024,2025
2024-25,1641729,Brice Sensabaugh,Brice,1610612762,UTA,Utah Jazz,22401195,2025-04-13T00:00:00,UTA @ MIN,L,36.766666666666666,7,17,0.412,6,12,0.5,2,2,1.0,2,5,7,3,3,2,1,1,2,4,22,2,40.9,0,0,44.0,1,13222,13222,13222,2141,3730,2289,14791,202,299,3944,6020,7446,1,3306,4392,3946,6913,2037,1671,2537,17462,12976,2493,2824,10285,2993,2246,150,1816,1,36:46,2024,2025
2024-25,1642271,Kyle Filipowski,Kyle,1610612762,UTA,Utah Jazz,22401195,2025-04-13T00:00:00,UTA @ MIN,L,28.516666666666666,6,13,0.462,2,4,0.5,1,1,1.0,1,2,3,3,0,0,2,3,6,2,15,-25,29.1,0,0,27.0,1,13222,13222,13222,9103,5250,5079,12428,4949,8688,3944,10215,12810,1,6876,13151,12778,6913,16469,12854,808,25707,26091,6956,6813,25842,7610,2246,150,7999,1,28:31,2024,2025
2024-25,1631131,Oscar Tshiebwe,Oscar,1610612762,UTA,Utah Jazz,22401195,2025-04-13T00:00:00,UTA @ MIN,L,24.58333333333333,7,8,0.875,0,0,0.0,4,5,0.8,4,8,12,2,3,3,1,0,2,3,18,8,44.4,1,0,40.0,1,13222,13222,13222,12389,3730,11288,1353,15070,20945,15070,2676,2872,7681,785,1271,760,9909,2037,473,2537,1,12976,4218,4762,5660,2147,1,150,2744,1,24:35,2024,2025
2024-25,1630531,Jaden Springer,Jaden,1610612762,UTA,Utah Jazz,22401195,2025-04-13T00:00:00,UTA @ MIN,L,6.133333333333334,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,1,0,0,0,0,0,0,-1,1.4,0,0,2.0,1,13222,13222,13222,23548,22635,23259,22635,15070,17631,15070,13505,14344,13505,14058,13151,16273,19908,8788,12854,8263,1,1,17725,23200,13450,24689,2246,150,24066,1,6:08,2024,2025
2024-25,1642271,Kyle Filipowski,Kyle,1610612762,UTA,Utah Jazz,22401181,2025-04-11T00:00:00,UTA vs. OKC,L,31.48333333333333,7,17,0.412,1,8,0.125,0,0,0.0,5,8,13,1,2,1,2,0,4,1,15,-30,39.1,1,0,36.0,1,13222,13222,13222,6421,3730,2289,14791,8896,2050,14886,13505,14344,13505,389,1271,534,14293,4442,5025,808,1,22904,11254,6813,26139,3468,1,150,3901,1,31:29,2024,2025
2024-25,1629004,Svi Mykhailiuk,Svi,1610612762,UTA,Utah Jazz,22401181,2025-04-11T00:00:00,UTA vs. OKC,L,28.066666666666663,10,20,0.5,5,14,0.357,2,3,0.667,2,1,3,3,2,0,0,1,0,3,27,-11,33.1,0,0,38.0,1,13222,13222,13222,9490,1099,1105,8526,492,97,9188,6020,6038,9425,3306,17569,12778,6913,4442,12854,8263,17462,1,4218,1351,21738,5673,2246,150,3270,1,28:04,2024,2025
