player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
1630174,Aaron Nesmith,Aaron,1610612738,BOS,21.0,46,22,24,0.478,14.5,0.393,0.607,0.349,0.046,0.55,0.083,0.101,0.147,0.303,0.447,0.553,1.0,0.0,0.731,0.269,78,178,0.438,268,252,309,286,376,450,90,431,293,96,361,383,269,398,348,182,1,331,191,344,343,341,288,BOS
201143,Al Horford,Al,1610612738,BOS,35.0,28,11,17,0.393,27.9,0.578,0.422,0.533,0.121,0.422,0.025,0.045,0.128,0.412,0.566,0.434,0.929,0.071,0.691,0.309,162,360,0.45,397,398,182,393,131,278,262,229,100,198,487,504,374,263,260,270,252,225,245,290,222,217,243,BOS
1629035,Carsen Edwards,Carsen,1610612738,BOS,23.0,31,14,17,0.452,8.9,0.432,0.568,0.472,0.114,0.439,0.195,0.089,0.122,0.358,0.586,0.414,0.667,0.333,0.617,0.383,47,111,0.423,378,357,182,322,457,421,119,299,114,181,51,425,402,340,245,285,421,53,324,211,385,381,340,BOS
203095,Evan Fournier,Evan,1610612738,BOS,28.0,42,18,24,0.429,30.0,0.477,0.523,0.362,0.092,0.488,0.115,0.15,0.134,0.27,0.485,0.515,0.786,0.214,0.628,0.372,247,541,0.457,303,312,309,352,100,380,160,416,152,138,233,240,344,426,320,210,377,103,312,223,144,141,228,BOS
1629684,Grant Williams,Grant,1610612738,BOS,22.0,63,30,33,0.476,18.1,0.478,0.522,0.408,0.034,0.49,0.054,0.102,0.194,0.374,0.683,0.317,1.0,0.0,0.824,0.176,108,247,0.437,99,143,454,289,306,377,163,369,345,137,429,381,85,312,146,384,1,331,89,446,295,290,292,BOS
203953,Jabari Parker,Jabari,1610612738,BOS,26.0,13,4,9,0.308,12.7,0.8,0.2,0.778,0.167,0.083,0.083,0.139,0.083,0.611,0.643,0.357,1.0,0.0,0.667,0.333,30,55,0.545,467,474,88,451,403,108,431,63,50,435,357,276,484,108,181,347,1,331,268,260,427,444,66,BOS
1627759,Jaylen Brown,Jaylen,1610612738,BOS,24.0,58,30,28,0.517,34.5,0.63,0.37,0.524,0.109,0.342,0.153,0.134,0.144,0.415,0.453,0.547,0.798,0.202,0.558,0.442,538,1111,0.484,157,143,379,241,20,229,311,242,122,265,118,293,280,258,343,187,372,108,378,157,15,15,150,BOS
1628369,Jayson Tatum,Jayson,1610612738,BOS,23.0,64,34,30,0.531,35.8,0.632,0.368,0.494,0.119,0.332,0.099,0.174,0.189,0.375,0.383,0.617,0.465,0.535,0.408,0.592,605,1318,0.459,89,100,413,223,10,227,313,273,104,279,294,155,97,310,396,134,464,16,472,63,9,7,221,BOS
1628436,Luke Kornet,Luke,1610612738,BOS,25.0,31,13,18,0.419,11.2,0.416,0.584,0.547,0.038,0.425,0.0,0.028,0.094,0.509,0.724,0.276,1.0,0.0,0.818,0.182,44,101,0.436,378,371,196,368,422,436,104,217,326,195,498,518,468,172,102,428,1,331,94,439,391,395,300,BOS
203935,Marcus Smart,Marcus,1610612738,BOS,27.0,48,24,24,0.5,32.9,0.447,0.553,0.351,0.077,0.445,0.078,0.204,0.144,0.274,0.291,0.709,0.871,0.129,0.557,0.443,203,510,0.398,251,223,309,251,48,413,127,428,202,175,369,92,281,423,455,75,308,170,379,156,175,148,416,BOS
1629650,Moses Brown,Moses,1610612738,BOS,21.0,43,8,35,0.186,21.4,1.0,0.0,0.789,0.0,0.0,0.038,0.211,0.135,0.789,0.507,0.493,0.0,0.0,0.507,0.493,146,268,0.545,297,434,481,517,239,1,522,58,452,480,459,81,333,36,305,225,478,331,409,126,241,274,67,BOS
1630202,Payton Pritchard,Payton,1610612738,BOS,23.0,66,33,33,0.5,19.2,0.407,0.593,0.322,0.055,0.6,0.118,0.078,0.165,0.267,0.378,0.622,0.843,0.157,0.636,0.364,184,418,0.44,70,107,454,251,283,446,94,451,262,71,226,452,181,429,399,131,333,147,307,228,197,184,277,BOS
1629057,Robert Williams III,Robert,1610612738,BOS,23.0,52,29,23,0.558,18.9,0.992,0.008,0.892,0.038,0.0,0.091,0.108,0.163,0.854,0.737,0.263,0.0,0.0,0.737,0.263,186,258,0.721,215,158,297,191,291,25,515,14,324,480,328,375,190,16,92,438,478,331,185,350,192,281,6,BOS
1629641,Romeo Langford,Romeo,1610612738,BOS,21.0,18,9,9,0.5,15.7,0.695,0.305,0.571,0.0,0.268,0.196,0.161,0.071,0.571,0.375,0.625,1.0,0.0,0.524,0.476,21,59,0.356,443,427,88,251,358,173,367,191,452,338,48,199,492,125,401,128,1,331,398,135,448,439,483,BOS
1628400,Semi Ojeleye,Semi,1610612738,BOS,26.0,56,28,28,0.5,17.0,0.285,0.715,0.238,0.023,0.669,0.119,0.093,0.142,0.215,0.613,0.387,0.983,0.017,0.854,0.146,89,221,0.403,180,177,379,251,332,503,37,494,381,39,217,414,293,475,211,319,162,318,60,475,328,313,404,BOS
1629605,Tacko Fall,Tacko,1610612738,BOS,25.0,19,13,6,0.684,7.1,1.0,0.0,0.894,0.043,0.0,0.0,0.106,0.191,0.851,0.619,0.381,0.0,0.0,0.619,0.381,21,29,0.724,440,371,61,70,478,1,522,13,311,480,498,377,90,18,202,327,478,331,320,215,448,474,5,BOS
1629682,Tremont Waters,Tremont,1610612738,BOS,23.0,26,13,13,0.5,9.1,0.548,0.452,0.384,0.081,0.455,0.121,0.161,0.222,0.303,0.053,0.947,0.333,0.667,0.176,0.824,34,84,0.405,406,371,137,251,453,316,223,394,189,166,207,196,47,397,515,15,471,8,521,14,416,414,396,BOS
202684,Tristan Thompson,Tristan,1610612738,BOS,30.0,54,27,27,0.5,23.8,0.991,0.009,0.826,0.015,0.0,0.034,0.174,0.122,0.812,0.544,0.456,0.0,0.0,0.544,0.456,169,326,0.518,196,189,361,251,198,27,513,38,414,480,469,156,401,26,284,246,478,331,388,147,216,235,91,BOS
