season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2022-23,201145,Jeff Green,Jeff,1610612743,DEN,Denver Nuggets,42200405,2023-06-12T00:00:00,DEN vs. MIA,W,4.7,110.3,120.0,120.0,150.2,154.5,154.5,-39.9,-34.5,-34.5,0.333,0.0,33.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.182,0.184,112.56,106.48,88.73,106.48,0.098,10,2,2,2.0,2.0,1.0,1,1,1,1,1490,818,484,484,1658,1674,1674,1569,1524,1524,119,812,164,876,1370,1453,1,1,36,52,743,764,53,235,235,730,961,1305,961,1305,1,1,4:44,2022,2023
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,42200405,2023-06-12T00:00:00,DEN vs. MIA,W,34.0,96.2,95.7,95.7,82.5,86.8,86.8,13.7,8.9,8.9,0.087,2.0,14.3,0.029,0.065,0.05,7.1,7.2,0.45,0.506,0.152,0.157,98.91,96.71,80.59,96.71,0.114,69,4,10,4.0,10.0,0.4,1,1,1,1,471,1286,1287,1287,172,223,223,459,576,576,891,261,795,730,1174,1134,944,961,984,907,998,986,782,1013,1013,587,618,579,618,579,918,1,34:00,2022,2023
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,42200405,2023-06-12T00:00:00,DEN vs. MIA,W,24.3,95.6,100.0,100.0,98.9,102.1,102.1,-3.4,-2.1,-2.1,0.053,0.0,12.5,0.036,0.067,0.052,0.0,0.0,0.5,0.527,0.115,0.114,99.62,95.87,79.89,95.87,0.07,49,2,4,2.0,4.0,0.5,1,1,1,1,890,1295,1144,1144,456,565,565,944,933,933,1069,812,881,646,1149,1116,1,1,737,839,1269,1293,732,1106,1106,969,961,1114,961,1114,524,1,24:17,2022,2023
2022-23,1627750,Jamal Murray,Jamal,1610612743,DEN,Denver Nuggets,42200405,2023-06-12T00:00:00,DEN vs. MIA,W,41.3,103.3,103.6,103.6,87.0,90.2,90.2,16.3,13.4,13.4,0.286,1.33,27.6,0.0,0.14,0.085,20.7,20.7,0.467,0.467,0.219,0.225,97.91,96.0,80.0,96.0,0.103,83,6,15,6.0,15.0,0.4,1,1,1,1,133,1073,1079,1079,227,286,286,406,469,469,196,458,322,876,665,721,1539,1539,950,1060,519,528,880,1085,1085,686,384,301,384,301,918,1,41:15,2022,2023
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,42200405,2023-06-12T00:00:00,DEN vs. MIA,W,33.6,87.8,88.6,88.6,93.2,100.0,100.0,-5.4,-11.4,-11.4,0.167,3.0,13.6,0.054,0.244,0.159,4.5,4.6,0.441,0.447,0.232,0.246,103.3,99.28,82.73,99.28,0.178,70,7,17,7.0,17.0,0.412,1,1,1,1,491,1436,1413,1413,340,456,456,1003,1162,1162,527,151,844,477,235,227,810,813,1005,1097,452,423,433,779,779,219,290,222,290,222,906,1,33:36,2022,2023
2022-23,1628971,Bruce Brown,Bruce,1610612743,DEN,Denver Nuggets,42200405,2023-06-12T00:00:00,DEN vs. MIA,W,28.2,93.2,96.5,96.5,95.6,98.2,98.2,-2.5,-1.7,-1.7,0.056,1.0,5.6,0.114,0.059,0.087,5.6,5.6,0.286,0.317,0.236,0.246,99.38,96.34,80.28,96.34,0.021,57,4,14,4.0,14.0,0.286,1,1,1,1,732,1340,1266,1266,384,434,434,921,918,918,1049,488,1130,183,1207,695,855,867,1272,1316,438,427,749,1056,1056,1312,618,341,618,341,1195,1,28:09,2022,2023
2022-23,203932,Aaron Gordon,Aaron,1610612743,DEN,Denver Nuggets,42200405,2023-06-12T00:00:00,DEN vs. MIA,W,28.7,93.2,91.1,91.1,74.3,76.8,76.8,18.9,14.3,14.3,0.053,1.0,10.0,0.074,0.119,0.101,10.0,10.2,0.167,0.258,0.143,0.144,94.25,93.78,78.15,93.78,0.02,56,1,6,1.0,6.0,0.167,1,1,1,1,712,1339,1368,1368,115,132,132,353,456,457,1069,488,977,333,808,560,1116,1148,1368,1361,1057,1093,1222,1277,1277,1315,1163,897,1163,897,1349,1,28:40,2022,2023
2022-23,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,42200405,2023-06-12T00:00:00,DEN vs. MIA,W,42.3,99.7,101.2,101.2,84.4,88.0,88.0,15.3,13.2,13.2,0.182,1.0,15.4,0.024,0.263,0.162,15.4,15.3,0.781,0.769,0.229,0.238,97.45,94.75,78.96,94.75,0.25,84,12,16,12.0,16.0,0.75,1,1,1,1,81,1211,1142,1142,191,250,250,432,471,471,484,488,760,825,168,214,1387,1388,234,266,461,460,928,1190,1190,62,49,258,49,258,135,1,42:18,2022,2023
2022-23,201599,DeAndre Jordan,DeAndre,1610612743,DEN,Denver Nuggets,42200405,2023-06-12T00:00:00,DEN vs. MIA,W,3.0,57.1,57.1,57.1,87.2,85.7,85.7,-30.1,-28.6,-28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.43,111.38,92.82,111.38,0.067,7,0,0,0.0,0.0,0.0,1,1,1,1,1585,1630,1618,1618,230,205,205,1476,1440,1441,1173,812,1173,876,1370,1453,1,1,1385,1429,1600,1600,77,105,105,992,1385,1568,1385,1568,1385,1,3:01,2022,2023
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,42200404,2023-06-09T00:00:00,DEN @ MIA,W,14.8,97.0,89.3,89.3,135.1,140.0,140.0,-38.1,-50.7,-50.7,0.0,0.0,0.0,0.0,0.077,0.042,0.0,0.0,0.0,0.266,0.069,0.07,92.49,94.37,78.64,94.37,0.008,28,0,1,0.0,1.0,0.0,1,1,1,1,1213,1267,1401,1401,1553,1607,1607,1556,1615,1615,1173,812,1173,876,1086,1224,1,1,1385,1353,1514,1520,1386,1229,1229,1365,1385,1433,1385,1433,1385,1,14:45,2022,2023
