team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,38,18,20,0.474,49.6,11.7,14.7,3.0,37.7,12.8,12.8,6.4,48.3,19,18,17,17,21,24,14,29,24,11,9,14,27,ATLANTA HAWKS
1610612738,Boston Celtics,35,13,22,0.371,47.0,13.0,8.5,6.8,40.2,12.5,15.0,5.9,32.9,25,27,21,29,5,17,28,15,18,7,20,11,2,BOSTON CELTICS
1610612751,Brooklyn Nets,42,22,20,0.524,48.1,11.8,19.2,4.7,39.6,8.9,10.7,5.3,37.3,8,11,17,14,7,23,3,23,20,2,2,8,8,BROOKLYN NETS
1610612766,Charlotte Hornets,37,19,18,0.514,49.0,17.1,10.2,7.5,41.4,8.4,16.5,6.3,39.6,24,17,9,15,6,8,26,11,14,1,24,12,13,CHARLOTTE HORNETS
1610612741,Chicago Bulls,41,25,16,0.61,46.2,12.5,13.8,7.2,43.4,11.5,13.5,4.9,40.1,12,3,5,4,19,19,20,13,10,4,13,7,14,CHICAGO BULLS
1610612739,Cleveland Cavaliers,46,22,24,0.478,47.9,16.9,19.7,4.9,41.2,18.2,13.2,7.1,41.8,2,11,25,16,10,9,2,22,15,27,12,17,17,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,38,22,16,0.579,51.2,12.0,12.7,3.6,47.0,15.5,14.7,6.4,45.4,19,11,5,7,23,22,22,27,3,21,18,13,23,DALLAS MAVERICKS
1610612743,Denver Nuggets,40,23,17,0.575,49.8,14.3,16.8,6.5,46.0,14.9,11.2,12.7,47.2,14,8,7,9,8,15,7,17,6,18,4,30,26,DENVER NUGGETS
1610612765,Detroit Pistons,44,18,26,0.409,52.0,11.3,13.8,2.1,41.8,19.5,18.4,7.1,44.0,6,18,27,25,17,27,19,30,12,28,28,18,22,DETROIT PISTONS
1610612744,Golden State Warriors,42,23,19,0.548,48.9,19.9,16.6,7.3,45.0,12.6,16.9,8.3,41.1,8,8,14,11,14,1,8,12,8,8,26,23,15,GOLDEN STATE WARRIORS
