team_id,team_name,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,team
1610612737,Atlanta Hawks,38,18,20,0.474,49.6,37.4,86.0,0.434,9.4,34.3,0.275,26.4,34.0,0.778,11.3,31.3,42.6,17.4,10.2,3.4,5.3,6.0,27.2,28.3,110.6,-10.2,19,18,17,17,6,6,9,12,19,11,21,20,20,15,15,19,18,21,6,29,14,22,22,10,10,26,ATLANTA HAWKS
1610612738,Boston Celtics,35,13,22,0.371,47.0,31.7,79.0,0.401,7.1,26.3,0.269,27.2,31.4,0.865,7.9,31.2,39.1,15.9,11.3,7.4,5.4,8.5,25.8,23.8,97.7,-7.1,25,27,21,29,23,26,25,24,26,28,23,18,22,2,30,21,28,23,13,5,11,29,14,22,26,23,BOSTON CELTICS
1610612751,Brooklyn Nets,42,22,20,0.524,48.1,36.1,86.1,0.419,9.5,32.0,0.296,31.1,39.3,0.789,13.9,33.1,47.0,19.8,8.9,5.6,5.3,3.3,25.1,30.2,112.7,10.7,8,11,17,14,17,11,8,17,18,19,18,8,8,13,6,10,6,11,3,19,12,3,11,1,6,8,BROOKLYN NETS
1610612766,Charlotte Hornets,37,19,18,0.514,49.0,36.9,88.3,0.418,13.2,41.1,0.321,23.1,28.8,0.802,8.4,28.8,37.2,24.3,8.4,6.0,3.3,6.0,27.3,21.3,110.2,-3.3,24,17,9,15,10,7,3,18,3,1,11,24,26,10,27,28,29,2,1,12,27,21,23,29,11,18,CHARLOTTE HORNETS
1610612741,Chicago Bulls,41,25,16,0.61,46.2,38.8,80.3,0.484,5.6,20.7,0.27,38.5,44.1,0.873,11.2,35.2,46.4,15.1,9.2,5.3,3.3,3.3,25.0,29.3,121.7,18.4,12,3,5,4,27,3,20,3,30,30,22,1,1,1,16,5,8,25,4,22,28,4,10,6,3,2,CHICAGO BULLS
1610612739,Cleveland Cavaliers,46,22,24,0.478,47.9,35.1,83.1,0.422,10.2,35.7,0.284,29.8,40.6,0.735,14.2,29.2,43.4,22.2,11.1,6.5,7.1,6.5,23.1,29.5,110.2,6.2,2,11,25,16,18,17,13,15,15,9,20,11,4,26,5,27,16,5,11,11,4,25,4,4,12,10,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,38,22,16,0.579,51.2,38.2,85.3,0.449,11.2,39.0,0.286,21.1,28.3,0.746,10.4,25.1,35.5,19.5,11.6,6.0,3.6,2.0,25.9,25.1,108.8,-4.4,19,11,5,7,2,4,11,6,11,2,19,28,28,23,18,30,30,12,15,13,23,1,15,19,15,20,DALLAS MAVERICKS
1610612743,Denver Nuggets,40,23,17,0.575,49.8,34.8,82.3,0.423,6.8,29.2,0.234,31.4,39.4,0.795,12.1,32.6,44.7,20.2,10.6,5.9,3.4,5.0,24.5,29.5,107.8,2.2,14,8,7,9,4,19,16,14,27,23,28,7,7,12,10,12,12,8,9,14,24,16,8,5,18,14,DENVER NUGGETS
1610612765,Detroit Pistons,44,18,26,0.409,52.0,33.0,84.0,0.392,7.8,29.4,0.265,23.4,28.4,0.825,13.8,35.8,49.6,14.5,15.6,5.0,5.3,8.5,32.6,20.9,97.2,-24.1,6,18,27,25,1,23,12,26,25,22,24,23,27,7,7,4,3,27,29,25,13,30,30,30,27,28,DETROIT PISTONS
1610612744,Golden State Warriors,42,23,19,0.548,48.9,36.1,85.8,0.421,9.6,38.7,0.248,21.5,25.8,0.833,11.6,32.5,44.0,20.5,12.3,6.6,3.0,5.0,28.1,21.9,103.3,3.3,8,8,14,11,11,12,10,16,17,4,26,26,30,5,14,13,15,7,18,9,29,15,25,28,23,13,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,31,13,18,0.419,46.7,32.5,75.0,0.434,12.3,34.1,0.36,27.4,35.7,0.767,9.9,30.2,40.1,17.5,19.4,4.4,4.8,8.3,31.0,25.0,104.8,-9.5,30,27,9,24,24,24,29,13,5,12,6,17,19,18,20,25,25,20,30,27,17,28,29,20,22,25,HOUSTON ROCKETS
1610612754,Indiana Pacers,45,11,34,0.244,50.0,31.1,89.9,0.345,9.3,38.1,0.243,22.9,31.3,0.73,14.7,31.3,46.0,14.7,12.8,6.5,5.7,5.2,28.3,23.7,94.3,-28.9,3,30,30,30,3,28,2,30,20,5,27,25,23,27,4,18,9,26,23,10,10,18,26,23,28,30,INDIANA PACERS
1610612746,LA Clippers,42,24,18,0.571,47.9,39.5,79.7,0.496,15.1,33.1,0.456,29.9,38.9,0.769,9.3,31.2,40.5,22.2,10.0,5.1,5.8,3.9,22.8,28.3,124.1,11.9,8,5,9,10,19,2,22,2,1,16,1,10,10,17,23,20,23,4,5,23,9,8,3,11,2,6,LA CLIPPERS
1610612747,Los Angeles Lakers,47,21,26,0.447,48.4,36.6,82.9,0.441,10.9,33.6,0.324,20.8,30.3,0.687,11.8,32.6,44.4,19.0,13.2,6.9,4.9,3.9,25.2,22.2,104.9,-4.9,1,14,27,18,14,10,14,10,12,14,9,29,24,29,11,11,13,13,24,7,16,9,12,26,21,21,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,32,21,11,0.656,46.6,35.6,86.3,0.412,9.3,29.6,0.313,31.9,39.6,0.804,16.3,28.1,44.4,14.1,12.6,7.8,8.1,7.4,24.1,27.0,112.2,16.7,28,14,2,2,26,13,7,21,21,21,14,5,6,9,3,29,13,29,21,4,2,27,6,15,8,3,MEMPHIS GRIZZLIES
1610612748,Miami Heat,38,23,15,0.605,48.3,30.3,74.7,0.406,12.3,33.9,0.362,28.2,36.1,0.78,8.7,32.1,40.8,15.5,14.4,5.8,5.1,4.3,26.7,29.6,101.1,6.5,19,8,3,5,16,29,30,23,6,13,5,14,16,14,26,15,22,24,28,16,15,13,20,3,24,9,MIAMI HEAT
1610612749,Milwaukee Bucks,41,24,17,0.585,47.2,38.0,80.6,0.471,12.4,33.3,0.372,29.1,37.6,0.773,11.6,36.4,48.1,18.2,12.8,7.4,4.3,4.3,26.7,22.1,117.4,15.1,12,5,7,6,22,5,19,4,4,15,3,13,12,16,13,2,5,17,22,6,19,12,21,27,4,5,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,38,20,18,0.526,48.3,33.6,80.9,0.415,11.8,37.8,0.313,27.5,35.9,0.766,9.2,30.5,39.7,14.1,11.5,5.7,9.2,3.8,26.3,25.6,106.5,1.5,19,16,9,13,15,22,17,20,7,7,13,15,18,19,24,23,27,28,14,17,1,7,18,18,19,15,MINNESOTA TIMBERWOLVES
1610612740,New Orleans Pelicans,32,14,18,0.438,49.1,35.3,79.1,0.446,8.5,26.4,0.323,35.7,41.7,0.857,11.1,31.5,42.6,20.0,12.3,5.1,3.4,6.8,26.4,29.8,114.9,-9.4,28,25,9,19,9,14,24,7,22,27,10,2,3,3,17,16,19,10,20,24,25,26,19,2,5,24,NEW ORLEANS PELICANS
1610612752,New York Knicks,44,18,26,0.409,49.7,31.3,87.1,0.359,11.6,38.1,0.305,19.7,26.8,0.735,12.3,36.1,48.4,20.6,11.6,2.9,4.2,6.5,30.3,22.9,93.9,-24.5,6,18,27,25,5,27,4,29,10,6,15,30,29,25,9,3,4,6,16,30,20,24,28,25,29,29,NEW YORK KNICKS
1610612760,Oklahoma City Thunder,38,16,22,0.421,45.3,35.2,79.6,0.442,10.2,32.1,0.317,27.5,36.4,0.754,8.3,31.5,39.8,20.1,11.1,5.9,4.0,5.9,25.9,24.7,108.0,-3.1,19,23,21,23,28,15,23,9,14,18,12,16,14,22,28,17,26,9,12,15,21,19,16,21,17,17,OKLAHOMA CITY THUNDER
1610612753,Orlando Magic,33,13,20,0.394,47.9,29.5,75.4,0.392,6.8,29.9,0.228,33.0,39.8,0.829,9.1,41.3,50.4,12.9,13.6,4.2,6.4,6.4,24.2,27.3,98.9,-5.3,26,27,17,27,20,30,28,27,28,20,30,4,5,6,25,1,2,30,27,28,7,23,7,12,25,22,ORLANDO MAGIC
1610612755,Philadelphia 76ers,45,24,21,0.533,49.4,35.2,80.1,0.439,10.0,27.7,0.36,29.4,38.8,0.757,9.4,33.2,42.7,18.8,10.5,5.5,6.6,5.0,25.8,27.1,109.7,3.3,3,5,20,12,8,16,21,11,16,25,7,12,11,21,22,9,17,14,8,21,6,17,13,13,13,12,PHILADELPHIA 76ERS
1610612756,Phoenix Suns,42,33,9,0.786,45.0,43.8,75.7,0.578,10.8,25.0,0.431,33.3,43.8,0.762,8.0,34.4,42.4,27.4,10.4,5.6,4.5,2.1,27.4,28.5,131.6,37.2,8,1,1,1,29,1,27,1,13,29,2,3,2,20,29,8,20,1,7,20,18,2,24,8,1,1,PHOENIX SUNS
1610612757,Portland Trail Blazers,33,14,19,0.424,44.6,34.3,86.4,0.397,8.5,33.1,0.256,30.9,36.9,0.839,17.4,29.7,47.0,18.2,12.3,9.3,3.4,5.9,23.3,28.4,108.1,3.4,26,25,14,22,30,21,6,25,23,17,25,9,13,4,2,26,7,16,19,2,26,20,5,9,16,11,PORTLAND TRAIL BLAZERS
1610612758,Sacramento Kings,40,17,23,0.425,48.5,34.9,78.2,0.446,8.1,27.1,0.299,31.5,39.3,0.802,10.0,30.2,40.2,16.8,13.4,8.1,2.5,4.0,24.6,29.0,109.3,-2.2,14,21,23,20,13,18,26,8,24,26,17,6,9,11,19,24,24,22,25,3,30,11,9,7,14,16,SACRAMENTO KINGS
1610612759,San Antonio Spurs,39,15,24,0.385,48.9,32.3,86.7,0.373,6.7,29.0,0.23,21.3,33.0,0.646,13.7,32.3,46.0,17.7,11.7,6.7,6.3,3.7,29.7,25.7,92.7,-20.3,18,24,25,28,12,25,5,28,29,24,29,27,21,30,8,14,10,19,17,8,8,6,27,17,30,27,SAN ANTONIO SPURS
1610612761,Toronto Raptors,45,26,19,0.578,49.4,36.9,90.4,0.408,11.7,34.7,0.339,26.8,36.3,0.737,18.6,34.4,53.0,17.8,8.7,9.6,7.1,4.9,22.1,27.0,112.3,10.7,3,2,14,8,7,8,1,22,8,10,8,19,15,24,1,7,1,18,2,1,3,14,2,14,7,7,TORONTO RAPTORS
1610612762,Utah Jazz,40,17,23,0.425,47.2,34.3,82.7,0.415,11.7,39.0,0.299,25.0,36.0,0.694,11.7,30.7,42.3,18.3,10.7,5.7,4.0,4.0,26.0,26.7,105.3,-3.7,14,21,23,20,21,20,15,19,9,3,16,21,17,28,12,22,21,15,10,18,22,10,17,16,20,19,UTAH JAZZ
1610612764,Washington Wizards,40,25,15,0.625,46.7,36.7,80.8,0.455,13.4,36.2,0.371,24.2,29.7,0.814,9.9,35.0,44.9,22.7,13.4,4.4,6.7,3.5,21.6,23.3,111.1,16.3,14,3,3,3,25,9,18,5,2,8,4,22,25,8,21,6,11,3,26,26,5,5,1,24,9,4,WASHINGTON WIZARDS
