group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
Players,1627742,Brandon Ingram,Brandon,1610612740,NOP,24.0,20,11,9,0.55,3.9,0.1,0.1,0.2,0.5,2.0,1.2,0.6,3.4,0.1,0.1,0.3,0.7,4.0,171,136,298,183,56,198,241,80,149,469,403,383,61,155,411,209,43,61
Players,203468,CJ McCollum,CJ,1610612740,NOP,30.0,24,10,14,0.417,2.8,0.4,0.3,0.1,0.8,1.0,0.7,0.5,2.2,0.0,0.0,0.3,0.2,3.1,128,156,401,318,221,45,102,91,93,326,204,353,254,199,1,262,209,111
Players,1628984,Devonte' Graham,Devonte',1610612740,NOP,27.0,26,10,16,0.385,3.1,0.2,0.0,0.0,0.2,1.3,1.0,0.4,2.5,0.0,0.1,0.1,0.5,2.8,101,156,438,349,162,163,245,158,285,438,327,316,194,199,379,124,71,132
Players,202066,Garrett Temple,Garrett,1610612740,NOP,36.0,15,8,7,0.533,1.4,0.0,0.2,0.0,0.0,0.7,0.7,0.2,1.2,0.0,0.0,0.1,0.1,1.0,214,200,255,195,397,241,136,158,317,239,242,197,391,199,1,113,288,361
Players,1629109,Gary Clark,Gary,1610612740,NOP,27.0,5,4,1,0.8,0.3,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.8,0.2,0.0,0.0,0.0,0.6,343,275,38,45,476,241,245,158,317,332,186,1,416,32,1,1,344,397
Players,1630529,Herbert Jones,Herbert,1610612740,NOP,23.0,28,14,14,0.5,3.4,0.4,0.3,0.4,1.0,1.4,0.9,0.4,2.9,0.0,0.2,0.4,0.4,2.7,79,82,401,206,120,65,62,19,52,448,303,291,132,178,476,356,133,140
Players,1629637,Jaxson Hayes,Jaxson,1610612740,NOP,22.0,8,4,4,0.5,3.2,0.0,0.0,0.0,0.3,0.8,0.5,0.0,2.3,0.0,0.0,0.4,0.1,1.4,293,275,177,206,152,241,245,158,243,244,164,1,240,199,1,339,291,312
Players,202685,Jonas Valančiūnas,Jonas,1610612740,NOP,30.0,28,13,15,0.464,3.5,0.1,0.4,0.1,1.1,1.4,1.0,0.3,2.8,0.2,0.0,0.6,0.5,4.1,79,97,420,276,100,224,31,139,28,445,329,254,146,45,314,449,94,52
Players,1630631,Jose Alvarado,Jose,1610612740,NOP,24.0,5,1,4,0.2,2.5,0.0,0.4,0.4,0.8,0.0,0.4,0.0,2.4,0.0,0.2,0.2,0.2,2.8,343,375,177,429,272,241,36,13,82,1,145,1,217,199,467,165,212,133
Players,1626204,Larry Nance Jr.,Larry,1610612740,NOP,29.0,13,7,6,0.538,1.4,0.2,0.2,0.0,0.5,1.0,0.5,0.5,1.1,0.0,0.0,0.0,0.1,0.8,235,211,239,193,398,163,169,158,158,332,173,341,400,199,1,1,326,381
Players,1630230,Naji Marshall,Naji,1610612740,NOP,24.0,7,3,4,0.429,1.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.4,0.0,0.0,0.3,0.1,0.9,305,304,177,305,409,241,245,158,317,106,1,1,369,199,1,248,269,376
Players,203503,Tony Snell,Tony,1610612740,NOP,30.0,4,0,4,0.0,2.3,0.0,0.0,0.0,0.0,0.8,0.5,0.0,2.0,0.0,0.0,0.3,0.3,0.0,369,448,177,448,295,241,245,158,317,244,164,1,261,199,1,209,184,438
Players,1630530,Trey Murphy III,Trey,1610612740,NOP,22.0,11,4,7,0.364,1.9,0.0,0.0,0.0,0.0,0.5,0.4,0.0,1.3,0.0,0.1,0.2,0.0,0.5,254,275,255,364,353,241,245,158,317,178,139,1,385,199,400,160,344,414
Players,1627820,Tyrone Wallace,Tyrone,1610612740,NOP,28.0,1,1,0,1.0,0.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,375,1,1,474,241,245,158,317,471,1,1,437,199,1,1,344,438
Players,1626195,Willy Hernangomez,Willy,1610612740,NOP,28.0,4,1,3,0.25,2.5,0.0,0.0,0.0,0.0,0.8,0.5,0.5,3.0,0.0,0.3,0.5,0.5,1.4,369,375,139,421,268,241,245,158,317,244,164,353,93,199,484,415,71,316
