game_id,game_date,away_team,home_team,pf,opp_pf,round,game_no_in_series
42200161,2023-04-15,GSW,SAC,126,123.0,rnd1,1
42200162,2023-04-17,GSW,SAC,114,106.0,rnd1,2
42200163,2023-04-20,SAC,GSW,97,114.0,rnd1,3
42200164,2023-04-23,SAC,GSW,125,126.0,rnd1,4
42200165,2023-04-26,GSW,SAC,116,123.0,rnd1,5
42200166,2023-04-28,SAC,GSW,118,99.0,rnd1,6
42200167,2023-04-30,GSW,SAC,100,120.0,rnd1,7
