season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl,differential
2018-19,1610612737,21800007,2018-10-17,ATL,NYK,1610612752,1,107,126,L,-19
2018-19,1610612737,21800020,2018-10-19,ATL,MEM,1610612763,2,117,131,L,-14
2018-19,1610612737,21800036,2018-10-21,ATL,CLE,1610612739,3,133,111,W,22
2018-19,1610612737,21800052,2018-10-24,DAL,ATL,1610612742,4,111,104,W,7
2018-19,1610612737,21800076,2018-10-27,CHI,ATL,1610612741,5,85,97,L,-12
2018-19,1610612737,21800088,2018-10-29,ATL,PHI,1610612755,6,92,113,L,-21
2018-19,1610612737,21800097,2018-10-30,ATL,CLE,1610612739,7,114,136,L,-22
2018-19,1610612737,21800114,2018-11-01,SAC,ATL,1610612758,8,115,146,L,-31
2018-19,1610612737,21800128,2018-11-03,MIA,ATL,1610612748,9,123,118,W,5
2018-19,1610612737,21800149,2018-11-06,ATL,CHA,1610612766,10,102,113,L,-11
2018-19,1610612737,21800155,2018-11-07,NYK,ATL,1610612752,11,107,112,L,-5
2018-19,1610612737,21800169,2018-11-09,DET,ATL,1610612765,12,109,124,L,-15
2018-19,1610612737,21800189,2018-11-11,ATL,LAL,1610612747,13,106,107,L,-1
2018-19,1610612737,21800201,2018-11-13,ATL,GSW,1610612744,14,103,110,L,-7
2018-19,1610612737,21800214,2018-11-15,ATL,DEN,1610612743,15,93,138,L,-45
2018-19,1610612737,21800226,2018-11-17,ATL,IND,1610612754,16,89,97,L,-8
2018-19,1610612737,21800243,2018-11-19,LAC,ATL,1610612746,17,119,127,L,-8
2018-19,1610612737,21800254,2018-11-21,TOR,ATL,1610612761,18,108,124,L,-16
2018-19,1610612737,21800268,2018-11-23,BOS,ATL,1610612738,19,96,114,L,-18
2018-19,1610612737,21800288,2018-11-25,CHA,ATL,1610612766,20,124,123,W,1
2018-19,1610612737,21800302,2018-11-27,ATL,MIA,1610612748,21,115,113,W,2
2018-19,1610612737,21800306,2018-11-28,ATL,CHA,1610612766,22,94,108,L,-14
2018-19,1610612737,21800325,2018-11-30,ATL,OKC,1610612760,23,109,124,L,-15
2018-19,1610612737,21800344,2018-12-03,GSW,ATL,1610612744,24,111,128,L,-17
2018-19,1610612737,21800357,2018-12-05,WAS,ATL,1610612764,25,117,131,L,-14
