player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
1629643,Chuma Okeke,Chuma,1610612739,CLE,26.0,9,2,7,0.222,21.9,115.6,115.8,115.8,121.8,122.1,122.1,-6.3,-6.3,-6.3,0.101,5.0,25.4,0.099,0.141,0.118,5.1,5.1,0.638,0.641,0.093,0.096,99.3,99.08,82.57,99.08,0.089,405,20,40,2.2,4.4,0.5,509,525,90,509,236,86,95,95,546,552,552,411,414,414,358,10,92,56,207,122,36,35,35,48,551,552,447,452,452,271,471,478,346,367,125,CLE
1641854,Craig Porter Jr.,Craig,1610612739,CLE,25.0,51,40,11,0.784,10.1,108.9,108.3,108.3,112.0,113.5,113.5,-3.2,-5.2,-5.2,0.191,1.87,27.0,0.037,0.085,0.063,14.4,14.4,0.589,0.61,0.155,0.16,101.29,100.91,84.09,100.91,0.091,1084,72,140,1.4,2.7,0.514,275,89,128,43,457,331,357,357,323,371,371,348,381,381,150,238,69,297,459,406,521,521,104,113,358,353,292,305,305,257,358,372,429,464,103,CLE
1629636,Darius Garland,Darius,1610612739,CLE,25.0,75,60,15,0.8,30.7,121.5,123.2,123.2,111.5,113.4,113.4,10.0,9.9,9.9,0.309,2.68,25.6,0.021,0.068,0.045,9.6,9.5,0.562,0.6,0.265,0.27,102.89,101.32,84.43,101.32,0.126,4865,554,1174,7.4,15.7,0.472,59,5,179,32,89,15,8,8,298,360,360,45,49,49,28,93,90,457,532,528,273,270,180,144,48,52,150,273,273,81,25,22,47,49,207,CLE
1629631,De'Andre Hunter,De'Andre,1610612739,CLE,27.0,64,38,26,0.594,27.2,115.4,115.9,115.9,112.7,113.9,113.9,2.7,2.0,2.0,0.077,1.12,8.7,0.024,0.117,0.071,7.8,7.8,0.573,0.623,0.221,0.226,105.57,104.77,87.31,104.77,0.101,3803,358,762,5.6,11.9,0.47,170,110,315,182,142,91,92,92,357,386,386,171,190,190,453,456,532,423,294,338,137,140,146,83,118,120,42,78,78,199,93,92,91,98,210,CLE
1629731,Dean Wade,Dean,1610612739,CLE,28.0,59,47,12,0.797,21.2,120.4,120.0,120.0,107.5,109.4,109.4,12.9,10.7,10.7,0.073,3.45,20.1,0.041,0.15,0.097,5.8,5.8,0.561,0.563,0.101,0.105,101.82,101.1,84.25,101.1,0.067,2639,112,271,1.9,4.6,0.413,218,36,146,37,248,26,30,30,129,196,196,30,38,38,466,36,200,266,177,192,52,52,184,288,547,547,244,295,295,434,315,294,377,362,410,CLE
1628378,Donovan Mitchell,Donovan,1610612739,CLE,28.0,71,55,16,0.775,31.4,120.0,119.7,119.7,108.3,109.1,109.1,11.7,10.5,10.5,0.238,2.38,18.0,0.025,0.112,0.069,7.6,7.5,0.531,0.575,0.298,0.309,102.49,102.21,85.18,102.21,0.137,4762,585,1320,8.2,18.6,0.443,108,11,189,49,82,32,34,34,158,185,185,35,40,40,83,127,270,416,326,357,121,120,290,240,18,17,184,202,202,49,19,10,26,16,303,CLE
1641734,Emoni Bates,Emoni,1610612739,CLE,21.0,10,9,1,0.9,7.5,88.7,89.0,89.0,112.4,110.5,110.5,-23.7,-21.5,-21.5,0.2,4.0,16.7,0.0,0.075,0.036,4.2,4.2,0.487,0.487,0.201,0.209,103.54,104.3,86.92,104.3,0.08,163,13,38,1.3,3.8,0.342,503,434,10,13,491,554,551,551,340,256,256,555,556,556,134,21,314,548,506,558,27,27,421,482,170,168,102,102,102,350,488,480,450,393,513,CLE
1630596,Evan Mobley,Evan,1610612739,CLE,23.0,71,58,13,0.817,30.5,120.6,120.5,120.5,108.2,108.6,108.6,12.4,11.9,11.9,0.149,1.56,16.1,0.076,0.213,0.147,10.3,10.3,0.604,0.633,0.226,0.233,102.34,102.16,85.13,102.16,0.151,4609,505,906,7.1,12.8,0.557,108,7,157,24,91,24,23,23,149,156,156,33,35,35,226,346,333,110,49,64,335,333,73,65,105,105,198,207,207,27,36,62,55,82,64,CLE
1630171,Isaac Okoro,Isaac,1610612739,CLE,24.0,55,44,11,0.8,19.1,121.9,122.1,122.1,107.0,109.7,109.7,14.9,12.5,12.5,0.078,2.96,17.9,0.047,0.072,0.06,6.1,6.1,0.569,0.587,0.124,0.127,101.42,100.08,83.4,100.08,0.057,2187,124,267,2.3,4.9,0.464,253,62,128,32,291,14,12,12,115,209,209,20,31,31,445,62,273,220,518,425,57,57,160,197,494,500,274,373,373,488,295,300,344,340,227,CLE
1628386,Jarrett Allen,Jarrett,1610612739,CLE,27.0,82,64,18,0.78,28.0,120.9,121.9,121.9,109.5,111.3,111.3,11.4,10.5,10.5,0.091,1.63,15.5,0.095,0.238,0.169,9.5,9.5,0.706,0.724,0.156,0.158,102.69,101.43,84.53,101.43,0.148,4853,452,640,5.5,7.8,0.706,1,1,211,44,123,19,14,14,208,285,285,38,41,41,389,318,351,64,32,35,267,269,10,6,349,371,162,260,260,29,55,117,95,201,6,CLE
