player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
1630639,A.J. Lawson,A.J.,1610612761,TOR,24.0,26,14,12,0.538,486.41,80,190,0.421,33,101,0.327,43,63,0.683,20,66,86,31,15,13,6,12,44,38,236,-17,427.7,2,0,424.0,424,364,146,239,379,352,340,388,282,281,319,281,267,419,364,359,368,397,414,397,383,241,200,327,337,299,375,159,44,364,TOR
1627742,Brandon Ingram,Brandon,1610612761,TOR,27.0,18,5,13,0.278,595.0316666666666,155,333,0.465,43,115,0.374,47,55,0.855,17,83,100,93,69,16,11,21,45,66,400,-128,671.5,0,0,690.0,462,485,157,470,350,267,261,225,258,268,157,266,286,102,394,331,348,244,192,373,311,337,205,246,268,475,312,281,44,303,TOR
1628981,Bruno Fernando,Bruno,1610612761,TOR,26.0,17,2,15,0.118,146.58,26,49,0.531,0,0,0.0,6,8,0.75,21,30,51,18,14,4,9,7,27,10,58,-22,171.2,0,0,153.0,464,525,179,549,473,459,470,81,499,542,499,469,472,310,358,440,424,440,423,475,346,171,148,454,467,317,454,281,44,455,TOR
1628449,Chris Boucher,Chris,1610612761,TOR,32.0,50,18,32,0.36,862.3,182,370,0.492,70,193,0.363,68,87,0.782,70,154,224,33,29,24,25,19,68,69,502,5,938.3,3,0,927.0,283,312,413,424,294,231,245,150,202,204,202,204,207,246,127,231,196,390,339,320,162,320,269,230,231,219,264,134,44,257,TOR
1631306,Cole Swider,Cole,1610612761,TOR,26.0,10,5,5,0.5,169.5,22,63,0.349,15,47,0.319,0,1,0.0,5,22,27,3,4,4,2,4,12,3,59,54,109.9,0,0,116.0,503,485,64,266,464,465,455,509,361,371,342,544,543,544,480,460,465,521,497,475,459,125,88,502,466,135,476,281,44,475,TOR
1630658,Colin Castleton,Colin,1610612761,TOR,25.0,26,15,11,0.577,431.99,46,98,0.469,2,16,0.125,29,38,0.763,53,69,122,28,23,8,10,12,51,31,123,-30,342.4,0,0,311.0,424,349,128,204,392,407,416,213,466,447,493,324,331,285,179,352,319,405,365,442,328,241,223,349,409,346,397,281,44,398,TOR
1630618,D.J. Carton,D.J.,1610612761,TOR,24.0,4,1,3,0.25,33.38666666666666,1,7,0.143,0,3,0.0,1,1,1.0,0,4,4,3,4,2,0,2,1,1,3,12,14.3,0,0,14.0,541,539,39,489,535,552,542,553,499,503,499,530,543,1,548,529,543,521,497,501,519,84,17,530,553,197,549,281,44,548,TOR
202066,Garrett Temple,Garrett,1610612761,TOR,39.0,28,11,17,0.393,226.76833333333332,18,60,0.3,6,28,0.214,11,12,0.917,9,20,29,31,10,17,2,4,23,15,53,-28,181.3,0,0,157.0,416,407,202,396,451,474,461,533,422,411,467,426,443,31,448,462,461,397,451,363,459,125,135,426,473,338,450,281,44,453,TOR
1641711,Gradey Dick,Gradey,1610612761,TOR,21.0,54,15,39,0.278,1587.3733333333332,265,647,0.41,114,326,0.35,133,155,0.858,44,149,193,98,83,48,10,36,120,127,777,-210,1246.6,0,0,1298.0,258,349,486,470,164,148,116,417,105,102,246,100,110,94,221,238,238,229,145,171,328,441,415,123,128,516,201,281,44,183,TOR
1630193,Immanuel Quickley,Immanuel,1610612761,TOR,25.0,33,12,21,0.364,917.7533333333332,184,438,0.42,85,225,0.378,111,128,0.867,16,101,117,191,58,23,4,25,61,95,564,-39,1013.9,2,0,1011.0,390,393,253,419,282,230,214,392,165,173,141,121,144,84,403,305,328,107,221,329,414,380,249,179,208,365,246,159,44,242,TOR
