GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK
Players,2405,Amar'e Stoudemire,Amar'e,1610612748,MIA,33.0,2,2,0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,374,326,1,1,407,1,275,1,195,209,1,299,234,1,1,257,194,82,1,264,279,337,1
Players,1627362,Briante Weber,Briante,1610612748,MIA,23.0,1,1,0,1.0,8.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,404,362,1,1,1,1,275,320,195,209,175,1,234,303,270,257,194,82,313,264,342,337,342
Players,2547,Chris Bosh,Chris,1610612748,MIA,32.0,27,18,9,0.667,3.5,0.652,0.348,0.478,0.174,0.261,0.0,0.261,0.087,0.304,0.636,0.364,1.0,0.0,0.733,0.267,15,46,0.326,131,80,223,61,110,210,169,186,99,122,175,184,195,198,118,202,1,82,131,211,76,56,276
Players,2548,Dwyane Wade,Dwyane,1610612748,MIA,34.0,38,21,17,0.553,3.8,0.921,0.079,0.648,0.211,0.0,0.134,0.352,0.183,0.437,0.239,0.761,0.0,0.0,0.239,0.761,46,101,0.455,38,33,341,147,62,118,261,108,76,209,84,116,99,131,230,90,194,82,289,53,3,8,141
Players,101123,Gerald Green,Gerald,1610612748,MIA,30.0,21,14,7,0.667,2.6,0.455,0.545,0.19,0.095,0.286,0.238,0.524,0.333,0.095,0.0,1.0,1.0,0.0,0.5,0.5,4,11,0.364,188,119,188,61,228,293,84,303,149,114,31,42,30,291,270,1,1,82,198,115,197,197,224
Players,201609,Goran Dragic,Goran,1610612748,MIA,30.0,36,19,17,0.528,3.7,0.682,0.318,0.368,0.105,0.237,0.105,0.395,0.237,0.263,0.143,0.857,1.0,0.0,0.4,0.6,10,22,0.455,59,64,341,171,83,190,189,241,144,131,104,96,62,226,258,61,1,82,246,89,111,120,142
Players,202355,Hassan Whiteside,Hassan,1610612748,MIA,27.0,27,13,14,0.481,3.7,1.0,0.0,0.745,0.039,0.0,0.0,0.255,0.118,0.706,0.737,0.263,0.0,0.0,0.737,0.263,19,25,0.76,131,129,298,234,81,1,275,68,183,209,175,188,163,41,95,225,194,82,130,212,62,107,32
Players,2207,Joe Johnson,Joe,1610612748,MIA,35.0,42,16,26,0.381,3.7,0.608,0.392,0.425,0.2,0.375,0.113,0.2,0.113,0.225,0.176,0.824,1.0,0.0,0.481,0.519,27,74,0.365,16,99,431,305,75,231,148,218,80,89,99,222,173,247,249,71,1,82,228,114,30,24,223
Players,201177,Josh McRoberts,Josh,1610612748,MIA,29.0,2,1,1,0.5,1.7,0.667,0.333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,3,0.333,374,362,31,188,324,193,170,1,195,209,175,299,234,1,270,1,194,82,313,1,279,296,255
Players,1626196,Josh Richardson,Josh,1610612748,MIA,22.0,13,5,8,0.385,1.8,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,0.5,250,252,204,303,308,268,92,320,195,1,175,299,234,303,270,257,1,82,1,264,279,316,98
