team_id,team_name,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,team
1610612738,Boston Celtics,8,5,3,0.625,39.35,29,62,0.468,6,21,0.286,37,50,0.74,10,26,36,18,7.0,6,2,4,17,32,101,14.0,2,2,10,4,2,1,2,7,2,2,8,1,1,10,1,2,2,1,14,1,3,16,14,1,1,2,BOSTON CELTICS
1610612739,Cleveland Cavaliers,10,7,3,0.7,41.42333333333333,27,70,0.386,11,34,0.324,25,35,0.714,10,29,39,12,7.0,4,5,3,18,23,90,21.0,1,1,10,3,1,2,1,11,1,1,6,2,2,11,1,1,1,2,14,2,1,14,15,2,2,1,CLEVELAND CAVALIERS
1610612744,Golden State Warriors,7,4,3,0.571,21.94333333333333,16,34,0.471,5,12,0.417,13,15,0.867,2,13,15,8,5.0,1,3,0,11,9,50,7.0,3,3,10,5,4,4,5,5,4,5,4,3,3,8,11,4,5,5,13,8,2,1,12,4,4,5,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,4,4,0,1.0,12.866666666666667,8,23,0.348,4,13,0.308,8,10,0.8,2,11,13,2,3.0,2,1,2,4,5,28,8.0,7,3,1,1,8,8,8,12,5,3,7,8,7,9,11,6,7,13,8,4,7,12,6,9,8,4,HOUSTON ROCKETS
1610612754,Indiana Pacers,5,1,4,0.2,13.013333333333334,6,22,0.273,1,10,0.1,3,6,0.5,3,10,13,5,4.0,0,0,3,9,5,16,-21.0,4,9,15,13,7,12,10,15,13,9,13,11,10,14,8,7,7,8,12,11,13,14,10,9,12,16,INDIANA PACERS
1610612748,Miami Heat,2,1,1,0.5,4.983333333333333,4,9,0.444,0,0,0.0,2,5,0.4,3,2,5,3,0.0,2,0,1,3,3,10,-3.0,14,9,2,6,14,14,14,8,14,15,14,13,11,16,8,15,14,11,1,4,13,4,4,12,14,10,MIAMI HEAT
1610612749,Milwaukee Bucks,4,2,2,0.5,16.2,15,29,0.517,4,10,0.4,9,13,0.692,4,6,10,9,3.0,4,2,1,19,9,43,-6.0,7,6,6,6,6,5,6,2,5,9,5,5,4,12,7,10,11,4,8,2,3,4,16,4,5,12,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,1,0,1,0.0,2.083333333333333,1,5,0.2,0,0,0.0,2,2,1.0,2,2,4,0,1.0,0,0,1,1,1,4,-3.0,16,15,2,15,16,16,15,16,14,15,14,13,15,1,11,15,15,16,4,11,13,4,1,16,16,10,MINNESOTA TIMBERWOLVES
1610612740,New Orleans Pelicans,4,3,1,0.75,11.111666666666666,11,23,0.478,6,11,0.545,8,12,0.667,6,5,11,6,2.0,2,1,1,3,10,36,12.0,7,5,2,2,10,6,8,4,2,6,2,8,5,13,5,12,9,7,6,4,7,4,4,3,6,3,NEW ORLEANS PELICANS
1610612760,Oklahoma City Thunder,3,1,2,0.333,9.881666666666666,8,26,0.308,2,11,0.182,2,2,1.0,6,8,14,4,0.0,1,1,1,7,4,20,-2.0,11,9,6,11,12,8,7,13,9,6,11,13,15,1,5,9,6,9,1,8,7,4,8,11,11,9,OKLAHOMA CITY THUNDER
1610612755,Philadelphia 76ers,5,1,4,0.2,24.3,19,45,0.422,3,13,0.231,11,11,1.0,10,14,24,11,9.0,0,2,1,14,7,52,-8.0,4,9,15,13,3,3,3,10,7,3,10,4,6,1,1,3,3,3,16,11,3,4,13,7,3,13,PHILADELPHIA 76ERS
1610612757,Portland Trail Blazers,3,0,3,0.0,10.995,8,17,0.471,3,6,0.5,5,5,1.0,3,6,9,2,3.0,2,1,1,10,3,24,-12.0,11,15,10,15,11,8,11,5,7,12,3,10,11,1,8,10,12,13,8,4,7,4,11,12,10,15,PORTLAND TRAIL BLAZERS
1610612759,San Antonio Spurs,2,1,1,0.5,2.35,2,3,0.667,2,2,1.0,3,3,1.0,1,3,4,1,1.0,0,0,0,2,2,9,3.0,14,9,2,6,15,15,16,1,9,13,1,11,14,1,15,14,15,15,4,11,13,1,2,14,15,6,SAN ANTONIO SPURS
1610612761,Toronto Raptors,5,2,3,0.4,20.54833333333333,11,36,0.306,2,11,0.182,9,10,0.9,10,13,23,7,3.0,0,2,2,7,9,33,-9.0,4,6,10,10,5,6,4,14,9,6,11,5,7,6,1,4,4,6,8,11,3,12,8,4,7,14,TORONTO RAPTORS
1610612762,Utah Jazz,4,2,2,0.5,11.665,7,16,0.438,2,7,0.286,9,10,0.9,2,9,11,4,2.0,0,1,1,4,7,25,0.0,7,6,6,6,9,11,12,9,9,11,8,5,7,6,11,8,9,9,6,11,7,4,6,7,9,7,UTAH JAZZ
1610612764,Washington Wizards,3,1,2,0.333,6.448333333333333,5,10,0.5,0,2,0.0,2,4,0.5,1,5,6,3,0.0,1,1,0,2,2,12,-1.0,11,9,6,11,13,13,13,3,14,13,14,13,13,14,15,12,13,11,1,8,7,1,2,14,13,8,WASHINGTON WIZARDS
