group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
Players,1629599,Amir Coffey,Amir,1610612746,LAC,23.0,2,1,1,0.5,10.0,0.167,0.125,0.231,0.0,0.333,0.286,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.8,0.2,0.148,383,358,28,177,326,166,239,105,224,54,88,143,273,346,365,99,1,235,181,1,448,157,218
Players,1627826,Ivica Zubac,Ivica,1610612746,LAC,23.0,5,3,2,0.6,9.0,0.273,0.333,0.25,0.0,0.0,0.5,0.5,0.75,0.286,0.455,0.0,0.333,0.0,0.0,0.0,1.0,0.333,0.353,331,284,82,118,333,59,36,86,224,312,27,23,18,83,27,285,402,235,181,1,449,48,34
Players,203210,JaMychal Green,JaMychal,1610612746,LAC,30.0,15,9,6,0.6,36.0,0.144,0.139,0.143,0.118,0.156,0.083,0.125,0.214,0.308,0.275,0.042,0.286,0.0,0.333,0.333,0.267,0.136,0.124,203,157,208,118,203,211,225,228,192,203,249,210,139,70,96,273,375,235,77,367,337,218,265
Players,201149,Joakim Noah,Joakim,1610612746,LAC,35.0,1,1,0,1.0,9.0,0.167,0.125,0.077,0.0,0.0,0.0,0.0,0.0,0.1,0.083,0.5,0.6,0.5,0.0,0.0,0.0,0.0,0.069,414,358,1,1,334,166,239,351,224,312,297,301,273,302,335,21,445,28,181,1,1,319,336
Players,202695,Kawhi Leonard,Kawhi,1610612746,LAC,29.0,22,14,8,0.636,80.0,0.325,0.27,0.319,0.091,0.233,0.455,0.397,0.167,0.226,0.208,0.433,0.318,0.364,0.286,0.0,0.244,0.333,0.3,133,76,254,97,110,34,65,45,208,126,37,48,167,137,164,34,399,69,93,1,310,48,58
Players,1629013,Landry Shamet,Landry,1610612746,LAC,23.0,20,9,11,0.45,63.0,0.086,0.125,0.095,0.294,0.184,0.059,0.063,0.0,0.063,0.048,0.042,0.111,0.0,0.0,0.25,0.27,0.097,0.129,150,157,320,246,143,341,239,319,88,176,269,273,273,327,354,273,248,235,181,343,345,268,257
Players,101150,Lou Williams,Lou,1610612746,LAC,33.0,24,16,8,0.667,85.0,0.286,0.31,0.301,0.308,0.284,0.304,0.262,0.0,0.115,0.075,0.486,0.292,0.3,0.143,0.2,0.082,0.262,0.308,113,49,254,77,89,52,47,54,81,90,82,106,273,288,341,28,386,94,139,321,111,105,56
Players,202694,Marcus Morris Sr.,Marcus,1610612746,LAC,30.0,29,10,19,0.345,114.0,0.263,0.267,0.284,0.455,0.365,0.415,0.32,0.103,0.247,0.196,0.205,0.214,0.133,0.0,0.143,0.224,0.293,0.316,71,139,429,330,35,64,69,61,33,41,45,73,228,123,178,124,331,188,181,283,294,82,49
Players,1626149,Montrezl Harrell,Montrezl,1610612746,LAC,26.0,27,17,10,0.63,102.0,0.157,0.229,0.153,0.0,0.0,0.155,0.235,0.516,0.194,0.301,0.024,0.111,0.091,0.308,0.0,0.131,0.25,0.186,84,40,297,104,62,187,115,217,224,312,174,120,41,187,76,283,248,218,92,1,163,109,156
Players,201976,Patrick Beverley,Patrick,1610612746,LAC,31.0,17,14,3,0.824,55.0,0.094,0.08,0.108,0.235,0.184,0.053,0.064,0.2,0.25,0.233,0.103,0.0,0.5,0.375,0.0,0.25,0.091,0.09,187,76,117,31,158,323,307,298,121,177,274,272,146,112,133,218,1,28,72,1,312,273,313
Players,202335,Patrick Patterson,Patrick,1610612746,LAC,31.0,7,3,4,0.429,14.0,0.2,0.364,0.316,0.6,0.375,0.167,0.136,0.5,0.154,0.2,0.143,0.0,0.0,0.0,0.0,0.167,0.167,0.311,299,284,148,262,298,113,27,48,11,36,163,203,42,234,170,182,1,235,181,1,208,187,54
Players,202331,Paul George,Paul,1610612746,LAC,30.0,16,8,8,0.5,60.0,0.329,0.273,0.327,0.5,0.467,0.341,0.346,0.048,0.27,0.19,0.273,0.333,0.0,0.0,1.0,0.219,0.313,0.317,194,180,254,177,148,31,62,41,20,15,63,55,266,95,186,92,402,235,181,441,285,75,47
Players,202704,Reggie Jackson,Reggie,1610612746,LAC,30.0,12,5,7,0.417,37.0,0.261,0.231,0.308,0.125,0.208,0.118,0.16,0.0,0.083,0.061,0.538,0.125,0.0,0.0,0.0,0.105,0.235,0.195,232,231,232,277,201,66,112,52,182,148,211,175,273,317,350,18,261,235,181,1,129,132,143
Players,203585,Rodney McGruder,Rodney,1610612746,LAC,28.0,10,7,3,0.7,29.0,0.11,0.05,0.154,0.167,0.286,0.045,0.059,0.0,0.227,0.185,0.0,0.091,0.0,0.0,1.0,0.15,0.056,0.059,259,198,117,58,234,288,324,212,145,86,281,278,273,136,194,285,233,235,181,441,194,302,345
Players,1629611,Terance Mann,Terance,1610612746,LAC,23.0,4,4,0,1.0,14.0,0.25,0.231,0.19,0.167,0.2,0.357,0.444,0.5,0.2,0.235,0.333,0.167,0.5,0.0,0.0,0.0,0.4,0.261,344,261,1,1,292,71,112,159,145,154,55,35,42,168,129,58,296,28,181,1,1,34,90
