season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away,MON
2022-23,1610612747,LAL,Los Angeles Lakers,22201228,2023-04-09,LAL vs. UTA,W,48.0,119.4,121.9,108.7,110.4,10.7,11.5,0.596,2.55,19.2,0.25,0.804,0.524,0.105,0.577,0.602,107.4,105.5,87.92,105,0.53,1,1,1,1,159,579,906,461,1315,409,870,1529,355,776,435,780,889,245,891,1,2022,2023,True,LAL,UTA,APR
2022-23,1610612747,LAL,Los Angeles Lakers,22201212,2023-04-07,LAL vs. PHX,W,48.0,114.7,116.3,100.8,102.9,13.9,13.5,0.556,1.56,17.6,0.271,0.73,0.532,0.154,0.587,0.608,105.8,104.0,86.67,104,0.559,1,1,1,1,159,1007,359,379,1700,1623,1382,1312,1132,660,1584,649,826,387,545,1,2022,2023,True,LAL,PHX,APR
2022-23,1610612747,LAL,Los Angeles Lakers,22201196,2023-04-05,LAL @ LAC,L,48.0,113.9,112.4,122.7,119.0,-8.7,-6.7,0.6,1.93,18.9,0.239,0.878,0.54,0.133,0.573,0.593,102.7,105.0,87.5,105,0.469,1,1231,1231,1231,159,1357,1648,1668,1263,1002,957,1679,42,516,1098,827,1024,285,1579,1,2022,2023,False,LAC,LAL,APR
2022-23,1610612747,LAL,Los Angeles Lakers,22201186,2023-04-04,LAL @ UTA,W,53.0,120.1,121.6,119.1,119.8,1.0,1.8,0.563,2.25,17.8,0.288,0.804,0.531,0.108,0.563,0.606,101.5,100.53,83.77,111,0.516,1,1,1,1,21,606,1720,1161,1641,654,1345,1094,344,673,501,945,845,1045,1060,1,2022,2023,False,UTA,LAL,APR
2022-23,1610612747,LAL,Los Angeles Lakers,22201171,2023-04-02,LAL @ HOU,W,48.0,133.6,134.0,108.6,110.1,25.0,23.9,0.692,6.0,24.3,0.273,0.7,0.519,0.06,0.608,0.636,100.4,99.5,82.92,100,0.651,1,1,1,1,159,99,884,102,413,9,45,1289,1500,867,25,438,475,1231,50,1,2022,2023,False,HOU,LAL,APR
2022-23,1610612747,LAL,Los Angeles Lakers,22201157,2023-03-31,LAL @ MIN,W,48.0,118.0,116.0,103.4,106.7,14.7,9.3,0.622,1.75,18.4,0.383,0.764,0.588,0.151,0.55,0.596,105.8,105.0,87.5,106,0.592,1,1,1,1,159,1035,613,595,1028,1314,1113,199,729,90,1519,1117,982,285,268,1,2022,2023,False,MIN,LAL,MAR
2022-23,1610612747,LAL,Los Angeles Lakers,22201140,2023-03-29,LAL @ CHI,W,48.0,118.4,123.5,108.1,111.1,10.3,12.4,0.489,1.38,16.1,0.395,0.795,0.598,0.163,0.564,0.61,102.0,98.5,82.08,98,0.535,1,1,1,1,159,481,965,426,2165,1966,1847,151,418,61,1797,935,799,1433,826,1,2022,2023,False,CHI,LAL,MAR
2022-23,1610612747,LAL,Los Angeles Lakers,22201114,2023-03-26,LAL vs. CHI,L,48.0,111.0,114.9,125.9,122.9,-14.9,-8.0,0.632,1.33,18.9,0.209,0.738,0.471,0.191,0.593,0.618,95.5,95.0,79.17,94,0.427,1,1231,1231,1231,159,1143,1936,1764,942,2029,950,1976,1029,1754,2237,576,687,2069,2039,1,2022,2023,True,LAL,CHI,MAR
2022-23,1610612747,LAL,Los Angeles Lakers,22201106,2023-03-24,LAL vs. OKC,W,48.0,118.0,119.6,112.9,113.3,5.1,6.3,0.476,1.82,14.8,0.346,0.731,0.538,0.113,0.527,0.561,98.3,97.5,81.25,97,0.533,1,1,1,1,159,770,1176,817,2233,1197,2144,461,1115,543,614,1468,1525,1635,858,1,2022,2023,True,LAL,OKC,MAR
2022-23,1610612747,LAL,Los Angeles Lakers,22201092,2023-03-22,LAL vs. PHX,W,48.0,121.7,118.4,106.9,109.9,14.8,8.5,0.692,1.8,19.7,0.2,0.7,0.494,0.146,0.614,0.676,102.0,102.0,85.0,103,0.601,1,1,1,1,159,852,864,644,413,1222,713,2057,1500,1372,1399,376,176,695,215,1,2022,2023,True,LAL,PHX,MAR
