season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
42024,1610612747,LAL,Los Angeles Lakers,OffScreen,Defensive,0.867,5,0.03,0.813,0.333,0.0,0.063,0.0,0.0,0.313,0.433,16,13,5,15,10,2024-25,2024,2025
42024,1610612743,DEN,Denver Nuggets,OffScreen,Defensive,1.0,14,0.02,0.484,0.2,0.065,0.032,0.065,0.065,0.194,0.233,31,15,6,30,24,2024-25,2024,2025
42024,1610612749,MIL,Milwaukee Bucks,OffScreen,Defensive,0.067,5,0.023,1.25,0.545,0.0,0.083,0.0,0.0,0.5,0.682,12,15,6,11,5,2024-25,2024,2025
42024,1610612746,LAC,LA Clippers,OffScreen,Defensive,0.933,7,0.031,0.739,0.3,0.087,0.043,0.043,0.0,0.348,0.375,23,17,6,20,14,2024-25,2024,2025
42024,1610612748,MIA,Miami Heat,OffScreen,Defensive,0.333,4,0.041,1.118,0.429,0.118,0.118,0.118,0.059,0.412,0.536,17,19,6,14,8,2024-25,2024,2025
42024,1610612753,ORL,Orlando Magic,OffScreen,Defensive,0.6,5,0.04,1.0,0.438,0.05,0.15,0.05,0.0,0.35,0.625,20,20,7,16,9,2024-25,2024,2025
42024,1610612763,MEM,Memphis Grizzlies,OffScreen,Defensive,0.8,4,0.053,0.88,0.381,0.08,0.08,0.08,0.0,0.4,0.452,25,22,8,21,13,2024-25,2024,2025
42024,1610612738,BOS,Boston Celtics,OffScreen,Defensive,0.133,11,0.015,1.222,0.533,0.056,0.111,0.056,0.0,0.444,0.733,18,22,8,15,7,2024-25,2024,2025
42024,1610612739,CLE,Cleveland Cavaliers,OffScreen,Defensive,0.267,9,0.025,1.125,0.5,0.042,0.042,0.042,0.0,0.5,0.591,24,27,11,22,11,2024-25,2024,2025
42024,1610612765,DET,Detroit Pistons,OffScreen,Defensive,0.2,6,0.035,1.174,0.429,0.087,0.0,0.087,0.0,0.478,0.571,23,27,9,21,12,2024-25,2024,2025
42024,1610612744,GSW,Golden State Warriors,OffScreen,Defensive,0.533,12,0.026,1.029,0.464,0.088,0.118,0.088,0.029,0.441,0.554,34,35,13,28,15,2024-25,2024,2025
42024,1610612760,OKC,Oklahoma City Thunder,OffScreen,Defensive,0.733,20,0.026,0.967,0.42,0.067,0.117,0.05,0.017,0.4,0.52,60,58,21,50,29,2024-25,2024,2025
42024,1610612752,NYK,New York Knicks,OffScreen,Defensive,0.667,18,0.033,0.984,0.339,0.109,0.047,0.094,0.031,0.375,0.455,64,63,19,56,37,2024-25,2024,2025
42024,1610612745,HOU,Houston Rockets,OffScreen,Defensive,0.0,7,0.059,1.432,0.55,0.045,0.045,0.023,0.0,0.545,0.75,44,63,22,40,18,2024-25,2024,2025
42024,1610612754,IND,Indiana Pacers,OffScreen,Defensive,0.467,20,0.031,1.087,0.436,0.145,0.072,0.116,0.014,0.478,0.509,69,75,24,55,31,2024-25,2024,2025
42024,1610612750,MIN,Minnesota Timberwolves,OffScreen,Defensive,0.4,15,0.046,1.095,0.462,0.054,0.081,0.041,0.014,0.446,0.577,74,81,30,65,35,2024-25,2024,2025
