close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
1627748,Thon Maker,1610612749,MIL,F-C,20.0,6,6,0.813,26,61,0.426,0.515,-0.089
203507,Giannis Antetokounmpo,1610612749,MIL,F-G,22.0,6,6,0.731,21,49,0.429,0.51,-0.082
1627763,Malcolm Brogdon,1610612749,MIL,G,24.0,6,6,0.615,25,40,0.625,0.5,0.125
202328,Greg Monroe,1610612749,MIL,C,27.0,6,6,0.796,19,39,0.487,0.508,-0.02
203503,Tony Snell,1610612749,MIL,G-F,25.0,6,6,0.647,17,33,0.515,0.49,0.025
203114,Khris Middleton,1610612749,MIL,G-F,25.0,6,6,0.535,11,23,0.478,0.507,-0.029
203521,Matthew Dellavedova,1610612749,MIL,G,26.0,6,6,0.425,7,17,0.412,0.497,-0.085
201563,Michael Beasley,1610612749,MIL,F,28.0,4,2,0.684,5,13,0.385,0.513,-0.128
1891,Jason Terry,1610612749,MIL,G,39.0,5,5,0.571,3,8,0.375,0.499,-0.124
201150,Spencer Hawes,1610612749,MIL,F-C,29.0,3,3,1.0,4,6,0.667,0.554,0.113
203141,Mirza Teletovic,1610612749,MIL,F,31.0,3,3,0.667,3,6,0.5,0.488,0.012
203089,John Henson,1610612749,MIL,C-F,26.0,1,1,0.8,2,4,0.5,0.5,0.0
