season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl
2021-22,1610612760,22100011,2021-10-20,OKC,UTA,1610612762,1,86,107,L
2021-22,1610612760,22100023,2021-10-22,OKC,HOU,1610612745,2,91,124,L
2021-22,1610612760,22100038,2021-10-24,PHI,OKC,1610612755,3,103,115,L
2021-22,1610612760,22100051,2021-10-26,GSW,OKC,1610612744,4,98,106,L
2021-22,1610612760,22100061,2021-10-27,LAL,OKC,1610612747,5,123,115,W
2021-22,1610612760,22100086,2021-10-30,OKC,GSW,1610612744,6,82,103,L
2021-22,1610612760,22100102,2021-11-01,OKC,LAC,1610612746,7,94,99,L
2021-22,1610612760,22100123,2021-11-04,OKC,LAL,1610612747,8,107,104,W
2021-22,1610612760,22100144,2021-11-07,SAS,OKC,1610612759,9,99,94,W
2021-22,1610612760,22100165,2021-11-10,OKC,NOP,1610612740,10,108,100,W
2021-22,1610612760,22100180,2021-11-12,SAC,OKC,1610612758,11,105,103,W
2021-22,1610612760,22100196,2021-11-14,BKN,OKC,1610612751,12,96,120,L
2021-22,1610612760,22100207,2021-11-15,MIA,OKC,1610612748,13,90,103,L
2021-22,1610612760,22100221,2021-11-17,HOU,OKC,1610612745,14,101,89,W
2021-22,1610612760,22100234,2021-11-19,OKC,MIL,1610612749,15,89,96,L
2021-22,1610612760,22100243,2021-11-20,OKC,BOS,1610612738,16,105,111,L
2021-22,1610612760,22100255,2021-11-22,OKC,ATL,1610612737,17,101,113,L
2021-22,1610612760,22100276,2021-11-24,UTA,OKC,1610612762,18,104,110,L
2021-22,1610612760,22100286,2021-11-26,WAS,OKC,1610612764,19,99,101,L
2021-22,1610612760,22100308,2021-11-29,OKC,HOU,1610612745,20,89,102,L
2021-22,1610612760,22100326,2021-12-01,HOU,OKC,1610612745,21,110,114,L
2021-22,1610612760,22100330,2021-12-02,OKC,MEM,1610612763,22,79,152,L
2021-22,1610612760,22100354,2021-12-06,OKC,DET,1610612765,23,114,103,W
2021-22,1610612760,22100371,2021-12-08,OKC,TOR,1610612761,24,110,109,W
2021-22,1610612760,22100389,2021-12-10,LAL,OKC,1610612747,25,95,116,L
2021-22,1610612760,22100400,2021-12-12,DAL,OKC,1610612742,26,84,103,L
2021-22,1610612760,22100422,2021-12-15,NOP,OKC,1610612740,27,110,113,L
2021-22,1610612760,22100444,2021-12-18,LAC,OKC,1610612746,28,104,103,W
