season,team_id,team,game_id,game_date,away_team,home_team,opponent_id,game_week,pf,opp_pf,wl,differential
2017-18,1610612738,BOS,21700391,2017-12-11,BOS,CHI,1610612741,29,85,108,L,-23
2017-18,1610612738,BOS,21700407,2017-12-13,DEN,BOS,1610612743,30,124,118,W,6
2017-18,1610612738,BOS,21700423,2017-12-15,UTA,BOS,1610612762,31,95,107,L,-12
2017-18,1610612738,BOS,21700436,2017-12-16,BOS,MEM,1610612763,32,102,93,W,9
2017-18,1610612738,BOS,21700442,2017-12-18,BOS,IND,1610612754,33,112,111,W,1
2017-18,1610612738,BOS,21700456,2017-12-20,MIA,BOS,1610612748,34,89,90,L,-1
2017-18,1610612738,BOS,21700468,2017-12-21,BOS,NYK,1610612752,35,93,102,L,-9
2017-18,1610612738,BOS,21700485,2017-12-23,CHI,BOS,1610612741,36,117,92,W,25
2017-18,1610612738,BOS,21700495,2017-12-25,WAS,BOS,1610612764,37,103,111,L,-8
2017-18,1610612738,BOS,21700506,2017-12-27,BOS,CHA,1610612766,38,102,91,W,11
2017-18,1610612738,BOS,21700517,2017-12-28,HOU,BOS,1610612745,39,99,98,W,1
2017-18,1610612738,BOS,21700539,2017-12-31,BKN,BOS,1610612751,40,108,105,W,3
2017-18,1610612738,BOS,21700559,2018-01-03,CLE,BOS,1610612739,41,102,88,W,14
2017-18,1610612738,BOS,21700570,2018-01-05,MIN,BOS,1610612750,42,91,84,W,7
2017-18,1610612738,BOS,21700579,2018-01-06,BOS,BKN,1610612751,43,87,85,W,2
2017-18,1610612738,BOS,21700614,2018-01-11,BOS,PHI,1610612755,44,114,103,W,11
2017-18,1610612738,BOS,21700650,2018-01-16,NOP,BOS,1610612740,45,113,116,L,-3
2017-18,1610612738,BOS,21700663,2018-01-18,PHI,BOS,1610612755,46,80,89,L,-9
2017-18,1610612738,BOS,21700683,2018-01-21,ORL,BOS,1610612753,47,95,103,L,-8
2017-18,1610612738,BOS,21700700,2018-01-23,BOS,LAL,1610612747,48,107,108,L,-1
2017-18,1610612738,BOS,21700709,2018-01-24,BOS,LAC,1610612746,49,113,102,W,11
2017-18,1610612738,BOS,21700728,2018-01-27,BOS,GSW,1610612744,50,105,109,L,-4
2017-18,1610612738,BOS,21700743,2018-01-29,BOS,DEN,1610612743,51,111,110,W,1
2017-18,1610612738,BOS,21700758,2018-01-31,NYK,BOS,1610612752,52,103,73,W,30
2017-18,1610612738,BOS,21700767,2018-02-02,ATL,BOS,1610612737,53,119,110,W,9
2017-18,1610612738,BOS,21700784,2018-02-04,POR,BOS,1610612757,54,97,96,W,1
2017-18,1610612738,BOS,21700798,2018-02-06,BOS,TOR,1610612761,55,91,111,L,-20
2017-18,1610612738,BOS,21700813,2018-02-08,BOS,WAS,1610612764,56,110,104,W,6
2017-18,1610612738,BOS,21700820,2018-02-09,IND,BOS,1610612754,57,91,97,L,-6
2017-18,1610612738,BOS,21700835,2018-02-11,CLE,BOS,1610612739,58,99,121,L,-22
2017-18,1610612738,BOS,21700858,2018-02-14,LAC,BOS,1610612746,59,119,129,L,-10
2017-18,1610612738,BOS,21700873,2018-02-23,BOS,DET,1610612765,60,110,98,W,12
2017-18,1610612738,BOS,21700886,2018-02-24,BOS,NYK,1610612752,61,121,112,W,9
2017-18,1610612738,BOS,21700898,2018-02-26,MEM,BOS,1610612763,62,109,98,W,11
2017-18,1610612738,BOS,21700916,2018-02-28,CHA,BOS,1610612766,63,134,106,W,28
2017-18,1610612738,BOS,21700939,2018-03-03,BOS,HOU,1610612745,64,120,123,L,-3
2017-18,1610612738,BOS,21700953,2018-03-05,BOS,CHI,1610612741,65,105,89,W,16
2017-18,1610612738,BOS,21700974,2018-03-08,BOS,MIN,1610612750,66,117,109,W,8
2017-18,1610612738,BOS,21700998,2018-03-11,IND,BOS,1610612754,67,97,99,L,-2
2017-18,1610612738,BOS,21701017,2018-03-14,WAS,BOS,1610612764,68,124,125,L,-1
2017-18,1610612738,BOS,21701029,2018-03-16,BOS,ORL,1610612753,69,92,83,W,9
2017-18,1610612738,BOS,21701047,2018-03-18,BOS,NOP,1610612740,70,89,108,L,-19
2017-18,1610612738,BOS,21701059,2018-03-20,OKC,BOS,1610612760,71,100,99,W,1
2017-18,1610612738,BOS,21701086,2018-03-23,BOS,POR,1610612757,72,105,100,W,5
2017-18,1610612738,BOS,21701099,2018-03-25,BOS,SAC,1610612758,73,104,93,W,11
2017-18,1610612738,BOS,21701107,2018-03-26,BOS,PHX,1610612756,74,102,94,W,8
2017-18,1610612738,BOS,21701121,2018-03-28,BOS,UTA,1610612762,75,97,94,W,3
2017-18,1610612738,BOS,21701140,2018-03-31,TOR,BOS,1610612761,76,110,99,W,11
2017-18,1610612738,BOS,21701162,2018-04-03,BOS,MIL,1610612749,77,102,106,L,-4
2017-18,1610612738,BOS,21701171,2018-04-04,BOS,TOR,1610612761,78,78,96,L,-18
2017-18,1610612738,BOS,21701185,2018-04-06,CHI,BOS,1610612741,79,111,104,W,7
2017-18,1610612738,BOS,21701202,2018-04-08,ATL,BOS,1610612737,80,106,112,L,-6
2017-18,1610612738,BOS,21701215,2018-04-10,BOS,WAS,1610612764,81,101,113,L,-12
2017-18,1610612738,BOS,21701219,2018-04-11,BKN,BOS,1610612751,82,110,97,W,13
2017-18,1610612766,CHA,21700003,2017-10-18,CHA,DET,1610612765,1,90,102,L,-12
2017-18,1610612766,CHA,21700017,2017-10-20,ATL,CHA,1610612737,2,109,91,W,18
2017-18,1610612766,CHA,21700044,2017-10-23,CHA,MIL,1610612749,3,94,103,L,-9
2017-18,1610612766,CHA,21700055,2017-10-25,DEN,CHA,1610612743,4,110,93,W,17
2017-18,1610612766,CHA,21700070,2017-10-27,HOU,CHA,1610612745,5,93,109,L,-16
2017-18,1610612766,CHA,21700088,2017-10-29,ORL,CHA,1610612753,6,120,113,W,7
2017-18,1610612766,CHA,21700096,2017-10-30,CHA,MEM,1610612763,7,104,99,W,5
2017-18,1610612766,CHA,21700105,2017-11-01,MIL,CHA,1610612749,8,126,121,W,5
2017-18,1610612766,CHA,21700126,2017-11-03,CHA,SAS,1610612759,9,101,108,L,-7
2017-18,1610612766,CHA,21700143,2017-11-05,CHA,MIN,1610612750,10,94,112,L,-18
2017-18,1610612766,CHA,21700152,2017-11-07,CHA,NYK,1610612752,11,113,118,L,-5
2017-18,1610612766,CHA,21700170,2017-11-10,CHA,BOS,1610612738,12,87,90,L,-3
2017-18,1610612766,CHA,21700207,2017-11-15,CLE,CHA,1610612739,13,107,115,L,-8
2017-18,1610612766,CHA,21700222,2017-11-17,CHA,CHI,1610612741,14,120,123,L,-3
2017-18,1610612766,CHA,21700228,2017-11-18,LAC,CHA,1610612746,15,102,87,W,15
2017-18,1610612766,CHA,21700241,2017-11-20,MIN,CHA,1610612750,16,118,102,W,16
2017-18,1610612766,CHA,21700253,2017-11-22,WAS,CHA,1610612764,17,129,124,W,5
2017-18,1610612766,CHA,21700270,2017-11-24,CHA,CLE,1610612739,18,99,100,L,-1
2017-18,1610612766,CHA,21700277,2017-11-25,SAS,CHA,1610612759,19,86,106,L,-20
2017-18,1610612766,CHA,21700307,2017-11-29,CHA,TOR,1610612761,20,113,126,L,-13
2017-18,1610612766,CHA,21700321,2017-12-01,CHA,MIA,1610612748,21,100,105,L,-5
2017-18,1610612766,CHA,21700339,2017-12-04,ORL,CHA,1610612753,22,104,94,W,10
2017-18,1610612766,CHA,21700358,2017-12-06,GSW,CHA,1610612744,23,87,101,L,-14
2017-18,1610612766,CHA,21700367,2017-12-08,CHI,CHA,1610612741,24,111,119,L,-8
2017-18,1610612766,CHA,21700377,2017-12-09,LAL,CHA,1610612747,25,99,110,L,-11
2017-18,1610612766,CHA,21700394,2017-12-11,CHA,OKC,1610612760,26,116,103,W,13
2017-18,1610612766,CHA,21700412,2017-12-13,CHA,HOU,1610612745,27,96,108,L,-12
2017-18,1610612766,CHA,21700418,2017-12-15,MIA,CHA,1610612748,28,98,104,L,-6
2017-18,1610612766,CHA,21700429,2017-12-16,POR,CHA,1610612757,29,91,93,L,-2
2017-18,1610612766,CHA,21700441,2017-12-18,NYK,CHA,1610612752,30,109,91,W,18
2017-18,1610612766,CHA,21700454,2017-12-20,TOR,CHA,1610612761,31,111,129,L,-18
2017-18,1610612766,CHA,21700476,2017-12-22,CHA,MIL,1610612749,32,104,109,L,-5
2017-18,1610612766,CHA,21700481,2017-12-23,MIL,CHA,1610612749,33,111,106,W,5
2017-18,1610612766,CHA,21700506,2017-12-27,BOS,CHA,1610612738,34,91,102,L,-11
2017-18,1610612766,CHA,21700528,2017-12-29,CHA,GSW,1610612744,35,111,100,W,11
2017-18,1610612766,CHA,21700542,2017-12-31,CHA,LAC,1610612746,36,98,106,L,-8
2017-18,1610612766,CHA,21700552,2018-01-02,CHA,SAC,1610612758,37,131,111,W,20
2017-18,1610612766,CHA,21700577,2018-01-05,CHA,LAL,1610612747,38,108,94,W,14
2017-18,1610612766,CHA,21700603,2018-01-10,DAL,CHA,1610612742,39,111,115,L,-4
2017-18,1610612766,CHA,21700618,2018-01-12,UTA,CHA,1610612762,40,99,88,W,11
