season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,game_no,pf,opp_pf,wl,differential
2015-16,1610612759,21500013,2015-10-28,SAS,OKC,OKC,1610612760,1,106,112,L,-6
2015-16,1610612759,21500028,2015-10-30,BKN,SAS,BKN,1610612751,2,102,75,W,27
2015-16,1610612759,21500040,2015-11-01,SAS,BOS,BOS,1610612738,3,95,87,W,8
2015-16,1610612759,21500048,2015-11-02,SAS,NYK,NYK,1610612752,4,94,84,W,10
2015-16,1610612759,21500061,2015-11-04,SAS,WAS,WAS,1610612764,5,99,102,L,-3
2015-16,1610612759,21500090,2015-11-07,CHA,SAS,CHA,1610612766,6,114,94,W,20
2015-16,1610612759,21500103,2015-11-09,SAS,SAC,SAC,1610612758,7,106,88,W,18
2015-16,1610612759,21500123,2015-11-11,SAS,POR,POR,1610612757,8,113,101,W,12
2015-16,1610612759,21500142,2015-11-14,PHI,SAS,PHI,1610612755,9,92,83,W,9
2015-16,1610612759,21500156,2015-11-16,POR,SAS,POR,1610612757,10,93,80,W,13
2015-16,1610612759,21500172,2015-11-18,DEN,SAS,DEN,1610612743,11,109,98,W,11
2015-16,1610612759,21500182,2015-11-20,SAS,NOP,NOP,1610612740,12,90,104,L,-14
2015-16,1610612759,21500195,2015-11-21,MEM,SAS,MEM,1610612763,13,92,82,W,10
2015-16,1610612759,21500207,2015-11-23,PHX,SAS,PHX,1610612756,14,98,84,W,14
2015-16,1610612759,21500224,2015-11-25,DAL,SAS,DAL,1610612742,15,88,83,W,5
2015-16,1610612759,21500235,2015-11-27,SAS,DEN,DEN,1610612743,16,91,80,W,11
2015-16,1610612759,21500242,2015-11-28,ATL,SAS,ATL,1610612737,17,108,88,W,20
2015-16,1610612759,21500257,2015-11-30,SAS,CHI,CHI,1610612741,18,89,92,L,-3
2015-16,1610612759,21500275,2015-12-02,MIL,SAS,MIL,1610612749,19,95,70,W,25
2015-16,1610612759,21500280,2015-12-03,SAS,MEM,MEM,1610612763,20,103,83,W,20
2015-16,1610612759,21500296,2015-12-05,BOS,SAS,BOS,1610612738,21,108,105,W,3
2015-16,1610612759,21500305,2015-12-07,SAS,PHI,PHI,1610612755,22,119,68,W,51
2015-16,1610612759,21500323,2015-12-09,SAS,TOR,TOR,1610612761,23,94,97,L,-3
2015-16,1610612759,21500342,2015-12-11,LAL,SAS,LAL,1610612747,24,109,87,W,22
2015-16,1610612759,21500347,2015-12-12,SAS,ATL,ATL,1610612737,25,103,78,W,25
2015-16,1610612759,21500364,2015-12-14,UTA,SAS,UTA,1610612762,26,118,81,W,37
2015-16,1610612759,21500379,2015-12-16,WAS,SAS,WAS,1610612764,27,114,95,W,19
2015-16,1610612759,21500393,2015-12-18,LAC,SAS,LAC,1610612746,28,115,107,W,8
2015-16,1610612759,21500416,2015-12-21,IND,SAS,IND,1610612754,29,106,92,W,14
2015-16,1610612759,21500431,2015-12-23,SAS,MIN,MIN,1610612750,30,108,83,W,25
2015-16,1610612759,21500439,2015-12-25,SAS,HOU,HOU,1610612745,31,84,88,L,-4
2015-16,1610612759,21500450,2015-12-26,DEN,SAS,DEN,1610612743,32,101,86,W,15
2015-16,1610612759,21500465,2015-12-28,MIN,SAS,MIN,1610612750,33,101,95,W,6
2015-16,1610612759,21500481,2015-12-30,PHX,SAS,PHX,1610612756,34,112,79,W,33
2015-16,1610612759,21500502,2016-01-02,HOU,SAS,HOU,1610612745,35,121,103,W,18
2015-16,1610612759,21500516,2016-01-04,SAS,MIL,MIL,1610612749,36,123,98,W,25
2015-16,1610612759,21500532,2016-01-06,UTA,SAS,UTA,1610612762,37,123,98,W,25
2015-16,1610612759,21500546,2016-01-08,NYK,SAS,NYK,1610612752,38,100,99,W,1
2015-16,1610612759,21500566,2016-01-11,SAS,BKN,BKN,1610612751,39,106,79,W,27
2015-16,1610612759,21500570,2016-01-12,SAS,DET,DET,1610612765,40,109,99,W,10
2015-16,1610612759,21500590,2016-01-14,CLE,SAS,CLE,1610612739,41,99,95,W,4
2015-16,1610612759,21500612,2016-01-17,DAL,SAS,DAL,1610612742,42,112,83,W,29
2015-16,1610612759,21500644,2016-01-21,SAS,PHX,PHX,1610612756,43,117,89,W,28
2015-16,1610612759,21500653,2016-01-22,SAS,LAL,LAL,1610612747,44,108,95,W,13
2015-16,1610612759,21500675,2016-01-25,SAS,GSW,GSW,1610612744,45,90,120,L,-30
2015-16,1610612759,21500689,2016-01-27,HOU,SAS,HOU,1610612745,46,130,99,W,31
2015-16,1610612759,21500713,2016-01-30,SAS,CLE,CLE,1610612739,47,103,117,L,-14
2015-16,1610612759,21500726,2016-02-01,ORL,SAS,ORL,1610612753,48,107,92,W,15
2015-16,1610612759,21500742,2016-02-03,NOP,SAS,NOP,1610612740,49,110,97,W,13
2015-16,1610612759,21500759,2016-02-05,SAS,DAL,DAL,1610612742,50,116,90,W,26
2015-16,1610612759,21500767,2016-02-06,LAL,SAS,LAL,1610612747,51,106,102,W,4
2015-16,1610612759,21500784,2016-02-09,SAS,MIA,MIA,1610612748,52,119,101,W,18
2015-16,1610612759,21500790,2016-02-10,SAS,ORL,ORL,1610612753,53,98,96,W,2
2015-16,1610612759,21500804,2016-02-18,SAS,LAC,LAC,1610612746,54,86,105,L,-19
2015-16,1610612759,21500818,2016-02-19,SAS,LAL,LAL,1610612747,55,119,113,W,6
2015-16,1610612759,21500826,2016-02-21,SAS,PHX,PHX,1610612756,56,118,111,W,7
2015-16,1610612759,21500854,2016-02-24,SAS,SAC,SAC,1610612758,57,108,92,W,16
2015-16,1610612759,21500860,2016-02-25,SAS,UTA,UTA,1610612762,58,96,78,W,18
2015-16,1610612759,21500872,2016-02-27,SAS,HOU,HOU,1610612745,59,104,94,W,10
2015-16,1610612759,21500905,2016-03-02,DET,SAS,DET,1610612765,60,97,81,W,16
2015-16,1610612759,21500909,2016-03-03,SAS,NOP,NOP,1610612740,61,94,86,W,8
2015-16,1610612759,21500928,2016-03-05,SAC,SAS,SAC,1610612758,62,104,94,W,10
2015-16,1610612759,21500939,2016-03-07,SAS,IND,IND,1610612754,63,91,99,L,-8
2015-16,1610612759,21500945,2016-03-08,SAS,MIN,MIN,1610612750,64,116,91,W,25
2015-16,1610612759,21500960,2016-03-10,CHI,SAS,CHI,1610612741,65,109,101,W,8
2015-16,1610612759,21500979,2016-03-12,OKC,SAS,OKC,1610612760,66,93,85,W,8
2015-16,1610612759,21501001,2016-03-15,LAC,SAS,LAC,1610612746,67,108,87,W,21
2015-16,1610612759,21501018,2016-03-17,POR,SAS,POR,1610612757,68,118,110,W,8
2015-16,1610612759,21501036,2016-03-19,GSW,SAS,GSW,1610612744,69,87,79,W,8
2015-16,1610612759,21501043,2016-03-21,SAS,CHA,CHA,1610612766,70,88,91,L,-3
2015-16,1610612759,21501063,2016-03-23,MIA,SAS,MIA,1610612748,71,112,88,W,24
2015-16,1610612759,21501078,2016-03-25,MEM,SAS,MEM,1610612763,72,110,104,W,6
2015-16,1610612759,21501088,2016-03-26,SAS,OKC,OKC,1610612760,73,92,111,L,-19
2015-16,1610612759,21501100,2016-03-28,SAS,MEM,MEM,1610612763,74,101,87,W,14
2015-16,1610612759,21501118,2016-03-30,NOP,SAS,NOP,1610612740,75,100,92,W,8
2015-16,1610612759,21501140,2016-04-02,TOR,SAS,TOR,1610612761,76,102,95,W,7
2015-16,1610612759,21501161,2016-04-05,SAS,UTA,UTA,1610612762,77,88,86,W,2
2015-16,1610612759,21501177,2016-04-07,SAS,GSW,GSW,1610612744,78,101,112,L,-11
2015-16,1610612759,21501186,2016-04-08,SAS,DEN,DEN,1610612743,79,98,102,L,-4
2015-16,1610612759,21501201,2016-04-10,GSW,SAS,GSW,1610612744,80,86,92,L,-6
2015-16,1610612759,21501215,2016-04-12,OKC,SAS,OKC,1610612760,81,102,98,W,4
2015-16,1610612759,21501223,2016-04-13,SAS,DAL,DAL,1610612742,82,96,91,W,5
