group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,1626166,Cameron Payne,Cameron,1610612756,PHX,28.0,8,3,5,0.375,4.2,0.9,2.1,0.412,0.5,1.0,0.5,0.1,0.3,0.5,0.3,0.1,0.4,0.8,0.4,0.3,0.0,0.3,0.3,0.3,2.4,0.0,4.3,2,0,4.5,290,304,262,339,34,39,31,230,7,19,42,244,216,245,76,338,249,12,14,20,204,10,251,186,51,207,44,108,27,36,PHX
Players,1629111,Jock Landale,Jock,1610612756,PHX,27.0,5,3,2,0.6,1.7,0.2,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4,1,0,0.6,338,304,338,113,354,277,305,117,257,325,257,295,305,295,107,373,334,297,86,250,204,210,376,329,338,130,400,148,27,386,PHX
Players,1630240,Saben Lee,Saben,1610612756,PHX,24.0,4,2,2,0.5,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.8,1.0,0.75,0.0,0.5,0.5,0.3,0.0,0.0,0.0,0.0,0.5,0.5,0.8,2.3,1.7,1,0,1.5,351,326,338,188,259,361,261,361,257,325,257,40,33,156,288,107,184,122,281,250,204,210,70,74,250,28,258,148,27,270,PHX
Players,1626164,Devin Booker,Devin,1610612756,PHX,26.0,23,12,11,0.522,3.9,1.0,2.6,0.373,0.2,0.9,0.19,0.7,1.1,0.64,0.2,0.3,0.4,0.4,0.3,0.1,0.0,0.1,0.5,0.8,2.8,0.6,3.9,4,0,4.0,158,145,153,179,68,33,12,265,101,32,230,54,28,215,125,257,224,69,55,136,204,57,99,21,35,135,70,76,27,56,PHX
Players,201142,Kevin Durant,Kevin,1610612756,PHX,34.0,21,18,3,0.857,3.3,0.9,2.0,0.463,0.3,0.8,0.438,0.8,1.0,0.8,0.0,0.5,0.5,0.3,0.2,0.0,0.3,0.0,0.4,0.6,2.9,2.8,4.8,2,0,4.7,177,53,317,20,149,35,39,175,23,48,85,39,50,132,288,103,178,109,95,207,19,163,119,49,31,18,30,108,27,30,PHX
Players,1629647,Darius Bazley,Darius,1610612756,PHX,23.0,11,3,8,0.273,1.8,0.1,0.3,0.333,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.5,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.2,-1.4,1.0,0,0,0.8,258,304,195,394,340,346,350,286,257,306,257,295,305,295,200,186,216,297,281,127,204,210,364,329,373,348,350,205,27,368,PHX
Players,203933,T.J. Warren,T.J.,1610612756,PHX,29.0,6,4,2,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,-0.3,0.2,0,0,0.2,322,278,338,53,404,361,396,361,257,325,257,295,305,295,288,311,352,297,281,250,204,210,24,329,382,257,409,205,27,411,PHX
Players,203082,Terrence Ross,Terrence,1610612756,PHX,32.0,17,4,13,0.235,1.4,0.0,0.3,0.0,0.0,0.2,0.0,0.1,0.1,1.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.1,-2.3,0.2,0,0,0.2,203,278,122,403,385,361,345,361,257,232,257,251,278,1,288,368,386,297,281,250,204,141,266,317,378,409,410,205,27,410,PHX
Players,1629028,Deandre Ayton,Deandre,1610612756,PHX,24.0,29,14,15,0.483,4.1,0.8,1.4,0.524,0.0,0.0,0.0,0.6,0.8,0.818,0.6,0.8,1.4,0.2,0.2,0.2,0.2,0.2,0.5,0.6,2.1,0.0,5.1,18,0,4.6,105,108,90,239,36,51,74,110,257,325,257,74,74,125,13,28,8,159,63,28,34,31,97,47,59,204,24,14,27,33,PHX
Players,1628470,Torrey Craig,Torrey,1610612756,PHX,32.0,31,15,16,0.484,2.9,0.2,0.5,0.353,0.1,0.2,0.6,0.2,0.3,0.625,0.3,0.3,0.6,0.1,0.2,0.0,0.0,0.1,0.3,0.2,0.6,-1.5,1.3,0,0,1.4,87,91,77,238,209,287,248,276,185,275,30,229,212,217,54,260,151,241,125,250,204,91,203,252,280,357,299,205,27,286,PHX
