group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
Players,1626166,Cameron Payne,Cameron,1610612756,PHX,28.0,8,3,5,0.375,4.2,117.5,126.7,126.7,127.2,128.8,128.8,-9.7,-2.1,-2.1,0.316,2.0,22.2,0.044,0.038,0.042,11.1,11.2,0.529,0.531,0.241,0.241,89.7,85.78,71.48,85.78,0.126,60,7,17,0.9,2.1,0.412,290,304,166,339,34,132,47,47,372,409,409,295,242,242,37,66,86,165,359,339,324,329,167,247,76,90,406,442,442,124,156,151,39,31,230,PHX
Players,1629111,Jock Landale,Jock,1610612756,PHX,27.0,5,3,2,0.6,1.7,139.2,135.3,135.3,126.9,105.3,105.3,12.3,30.0,30.0,0.0,0.0,0.0,0.2,0.0,0.077,33.3,33.3,0.5,0.5,0.143,0.162,93.79,104.6,87.17,104.6,0.013,17,1,2,0.2,0.4,0.5,338,304,72,113,354,33,22,22,368,195,195,119,43,43,297,240,297,9,373,219,438,438,189,275,202,184,352,167,167,358,295,323,277,305,117,PHX
Players,1630240,Saben Lee,Saben,1610612756,PHX,24.0,4,2,2,0.5,2.5,115.0,108.3,108.3,77.7,70.8,70.8,37.3,37.5,37.5,0.143,0.0,20.0,0.0,0.143,0.083,0.0,0.0,0.0,0.399,0.16,0.159,107.61,116.13,96.77,116.13,0.029,24,0,2,0.0,0.5,0.0,351,326,72,188,259,159,197,197,32,31,31,37,33,33,125,240,104,288,148,191,1,1,361,340,169,190,69,71,71,330,361,323,361,261,361,PHX
Players,1626164,Devin Booker,Devin,1610612756,PHX,26.0,23,12,11,0.522,3.9,115.4,116.7,116.7,113.3,110.7,110.7,2.1,6.0,6.0,0.2,1.5,10.7,0.036,0.074,0.052,7.1,7.1,0.407,0.457,0.319,0.341,95.73,96.3,80.25,96.3,0.073,180,22,59,1.0,2.6,0.373,158,145,284,179,68,151,101,101,247,266,266,191,152,152,83,112,224,189,303,307,247,247,286,313,33,27,304,365,365,243,45,34,33,12,265,PHX
Players,201142,Kevin Durant,Kevin,1610612756,PHX,34.0,21,18,3,0.857,3.3,131.1,127.2,127.2,100.1,97.7,97.7,31.0,29.5,29.5,0.15,1.5,9.8,0.0,0.153,0.076,6.6,6.7,0.549,0.612,0.322,0.333,92.43,94.97,79.14,94.97,0.183,147,19,41,0.9,2.0,0.463,177,53,115,20,149,49,45,45,106,119,119,46,44,44,114,112,241,288,133,224,234,237,153,147,32,35,376,391,391,56,64,65,35,39,175,PHX
Players,1629647,Darius Bazley,Darius,1610612756,PHX,23.0,11,3,8,0.273,1.8,104.3,91.7,91.7,113.5,106.7,106.7,-9.2,-15.0,-15.0,0.0,0.0,0.0,0.071,0.167,0.132,0.0,0.0,0.333,0.333,0.075,0.087,90.48,99.15,82.62,99.15,0.07,36,1,3,0.1,0.3,0.333,258,304,238,394,340,296,341,341,252,208,208,287,332,332,297,240,297,92,104,77,1,1,323,356,365,354,398,291,291,253,295,302,346,350,286,PHX
Players,203933,T.J. Warren,T.J.,1610612756,PHX,29.0,6,4,2,0.667,1.0,148.0,111.8,111.8,131.9,116.7,116.7,16.1,-4.9,-4.9,0.0,0.0,0.0,0.0,0.143,0.071,0.0,0.0,0.0,0.0,0.0,0.0,119.97,146.0,121.67,146.0,-0.122,17,0,0,0.0,0.0,0.0,322,278,72,53,404,20,153,153,393,326,326,104,261,261,297,240,297,288,148,231,1,1,361,382,406,407,30,26,26,433,361,396,361,396,361,PHX
Players,203082,Terrence Ross,Terrence,1610612756,PHX,32.0,17,4,13,0.235,1.4,83.8,80.4,80.4,140.5,124.6,124.6,-56.7,-44.2,-44.2,0.0,0.0,0.0,0.0,0.032,0.017,0.0,0.0,0.0,0.17,0.111,0.117,101.94,111.02,92.52,111.02,-0.083,46,0,5,0.0,0.3,0.0,203,278,313,403,385,389,384,384,417,393,393,416,410,410,297,240,297,288,367,382,1,1,361,377,287,298,138,99,99,426,361,261,361,345,361,PHX
Players,1629028,Deandre Ayton,Deandre,1610612756,PHX,24.0,29,14,15,0.483,4.1,109.1,110.9,110.9,118.1,115.9,115.9,-9.0,-4.9,-4.9,0.085,0.86,9.4,0.12,0.224,0.165,10.9,10.8,0.524,0.6,0.196,0.204,92.73,92.8,77.34,92.8,0.164,238,22,42,0.8,1.4,0.524,105,108,344,239,36,237,159,159,299,322,322,284,263,263,207,194,244,43,41,34,320,318,172,162,116,122,370,416,416,68,45,62,51,74,110,PHX
Players,1628470,Torrey Craig,Torrey,1610612756,PHX,32.0,31,15,16,0.484,2.9,111.9,104.5,104.5,127.1,124.1,124.1,-15.1,-19.6,-19.6,0.057,0.6,10.7,0.112,0.093,0.103,17.9,17.5,0.441,0.487,0.117,0.131,94.46,98.87,82.39,98.87,0.022,178,6,17,0.2,0.5,0.353,87,91,363,238,209,205,237,237,370,391,391,327,359,359,243,211,224,45,259,128,397,394,267,293,271,256,340,301,301,346,173,151,287,248,276,PHX
Players,101108,Chris Paul,Chris,1610612756,PHX,38.0,25,11,14,0.44,3.9,102.4,101.0,101.0,116.8,111.4,111.4,-14.4,-10.4,-10.4,0.385,6.67,28.6,0.019,0.121,0.065,4.3,4.4,0.487,0.528,0.21,0.215,95.69,98.64,82.2,98.64,0.145,201,16,38,0.6,1.5,0.421,145,158,331,285,61,314,282,282,289,275,275,324,309,309,18,5,46,248,194,253,192,193,231,249,105,111,306,311,311,92,77,71,71,66,224,PHX
Players,1627814,Damion Lee,Damion,1610612756,PHX,30.0,23,11,12,0.478,2.2,112.1,113.5,113.5,107.3,98.1,98.1,4.7,15.4,15.4,0.031,0.5,4.5,0.074,0.063,0.069,9.1,9.4,0.688,0.714,0.16,0.159,100.04,103.69,86.41,103.69,0.086,111,8,16,0.3,0.7,0.5,158,158,300,243,299,204,129,129,171,122,122,167,95,95,279,214,281,87,322,242,287,295,79,85,168,194,183,190,190,216,147,158,177,200,117,PHX
Players,202687,Bismack Biyombo,Bismack,1610612756,PHX,30.0,4,2,2,0.5,1.8,113.0,100.0,100.0,50.5,50.0,50.0,62.4,50.0,50.0,0.5,0.0,33.3,0.0,0.667,0.222,0.0,0.0,1.0,0.532,0.087,0.103,84.59,90.78,75.65,90.78,0.706,15,1,1,0.3,0.3,1.0,351,326,72,188,339,190,286,286,22,22,22,18,18,18,5,240,27,288,1,11,1,1,13,240,339,325,434,432,432,4,295,356,241,354,1,PHX
Players,1629006,Josh Okogie,Josh,1610612756,PHX,24.0,15,8,7,0.533,2.2,99.0,92.5,92.5,92.9,88.0,88.0,6.1,4.5,4.5,0.188,1.0,15.0,0.2,0.059,0.135,15.0,15.9,0.375,0.506,0.205,0.212,98.05,104.15,86.79,104.15,0.147,67,2,8,0.1,0.5,0.25,219,204,219,168,297,339,337,337,71,66,66,156,168,168,90,158,157,9,332,73,377,383,307,269,106,112,237,180,180,89,260,225,325,255,331,PHX
Players,1630688,Ish Wainright,Ish,1610612756,PHX,28.0,11,6,5,0.545,1.3,133.4,123.5,123.5,123.9,114.0,114.0,9.6,9.6,9.6,0.1,0.0,16.7,0.0,0.053,0.029,0.0,0.0,0.6,0.6,0.135,0.154,118.78,128.75,107.29,128.75,0.014,34,2,5,0.2,0.5,0.4,258,239,166,155,387,41,60,60,350,302,302,133,129,129,181,240,134,288,339,369,1,1,117,159,226,207,31,44,44,356,260,261,290,292,236,PHX
Players,1629013,Landry Shamet,Landry,1610612756,PHX,26.0,6,1,5,0.167,3.1,64.7,63.6,63.6,138.2,121.3,121.3,-73.5,-57.6,-57.6,0.375,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.188,0.19,107.49,115.73,96.44,115.73,0.0,44,2,9,0.3,1.5,0.222,322,372,166,412,179,415,414,414,413,366,366,424,425,425,21,240,61,288,373,388,1,1,323,356,134,142,70,76,76,367,260,212,181,68,346,PHX
