season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away,MON
2019-20,1610612748,MIA,Miami Heat,41900406,2020-10-11,MIA vs. LAL,L,48.0,0.506,0.278,0.161,0.229,0.545,0.157,0.149,0.32,0,0,0,0,13,116,87,117,100,98,16,70,139,1,2019,2020,True,MIA,LAL,OCT
2019-20,1610612748,MIA,Miami Heat,41900405,2020-10-09,MIA @ LAL,W,48.0,0.542,0.265,0.14,0.267,0.549,0.256,0.16,0.333,0,0,0,0,13,73,94,84,62,101,69,51,143,1,2019,2020,False,LAL,MIA,OCT
2019-20,1610612748,MIA,Miami Heat,41900404,2020-10-06,MIA vs. LAL,L,48.0,0.5,0.347,0.163,0.217,0.532,0.266,0.163,0.289,0,0,0,0,13,117,39,120,112,75,74,45,122,1,2019,2020,True,MIA,LAL,OCT
2019-20,1610612748,MIA,Miami Heat,41900403,2020-10-04,MIA vs. LAL,W,48.0,0.588,0.288,0.131,0.154,0.519,0.367,0.2,0.271,0,0,0,0,13,34,82,71,151,63,138,12,111,1,2019,2020,True,MIA,LAL,OCT
2019-20,1610612748,MIA,Miami Heat,41900402,2020-10-02,MIA @ LAL,L,48.0,0.585,0.479,0.11,0.194,0.588,0.175,0.098,0.407,0,0,0,0,13,35,5,33,133,134,21,150,164,1,2019,2020,False,LAL,MIA,OCT
2019-20,1610612748,MIA,Miami Heat,41900401,2020-09-30,MIA @ LAL,L,48.0,0.489,0.157,0.082,0.132,0.542,0.321,0.122,0.304,0,0,0,0,13,126,150,8,160,91,105,108,130,1,2019,2020,False,LAL,MIA,SEP
2019-20,1610612748,MIA,Miami Heat,41900306,2020-09-27,MIA vs. BOS,W,48.0,0.644,0.325,0.119,0.139,0.51,0.152,0.099,0.276,0,0,0,0,13,8,59,48,159,52,11,148,116,1,2019,2020,True,MIA,BOS,SEP
2019-20,1610612748,MIA,Miami Heat,41900305,2020-09-25,MIA @ BOS,L,48.0,0.494,0.337,0.13,0.2,0.516,0.312,0.108,0.34,0,0,0,0,13,124,46,68,127,56,102,138,147,1,2019,2020,False,BOS,MIA,SEP
2019-20,1610612748,MIA,Miami Heat,41900304,2020-09-23,MIA vs. BOS,W,48.0,0.484,0.297,0.083,0.315,0.561,0.256,0.198,0.326,0,0,0,0,13,130,74,9,31,112,69,14,140,1,2019,2020,True,MIA,BOS,SEP
2019-20,1610612748,MIA,Miami Heat,41900303,2020-09-19,MIA vs. BOS,L,48.0,0.459,0.4,0.13,0.25,0.535,0.353,0.14,0.311,0,0,0,0,13,151,17,68,76,78,132,82,134,1,2019,2020,True,MIA,BOS,SEP
2019-20,1610612748,MIA,Miami Heat,41900302,2020-09-17,MIA @ BOS,W,48.0,0.522,0.156,0.117,0.269,0.569,0.333,0.213,0.263,0,0,0,0,13,100,153,44,58,122,116,7,97,1,2019,2020,False,BOS,MIA,SEP
2019-20,1610612748,MIA,Miami Heat,41900301,2020-09-15,MIA @ BOS,W,53.0,0.565,0.329,0.131,0.277,0.528,0.261,0.111,0.245,0,0,0,0,3,50,54,71,50,73,71,131,82,1,2019,2020,False,BOS,MIA,SEP
2019-20,1610612748,MIA,Miami Heat,41900205,2020-09-08,MIA @ MIL,W,48.0,0.555,0.329,0.224,0.211,0.412,0.286,0.111,0.266,0,0,0,0,13,60,56,164,121,5,83,131,104,1,2019,2020,False,MIL,MIA,SEP
2019-20,1610612748,MIA,Miami Heat,41900204,2020-09-06,MIA vs. MIL,L,53.0,0.539,0.222,0.152,0.275,0.549,0.239,0.118,0.22,0,0,0,0,3,81,117,101,52,102,59,121,56,1,2019,2020,True,MIA,MIL,SEP
2019-20,1610612748,MIA,Miami Heat,41900203,2020-09-04,MIA vs. MIL,W,48.0,0.564,0.436,0.121,0.213,0.483,0.239,0.102,0.185,0,0,0,0,13,51,12,54,117,34,58,145,28,1,2019,2020,True,MIA,MIL,SEP
2019-20,1610612748,MIA,Miami Heat,41900202,2020-09-02,MIA @ MIL,W,48.0,0.562,0.395,0.102,0.217,0.476,0.459,0.141,0.346,0,0,0,0,13,54,20,21,112,31,159,79,152,1,2019,2020,False,MIL,MIA,SEP
2019-20,1610612748,MIA,Miami Heat,41900201,2020-08-31,MIA @ MIL,W,48.0,0.536,0.321,0.162,0.333,0.6,0.347,0.192,0.163,0,0,0,0,13,88,61,118,21,140,126,17,18,1,2019,2020,False,MIL,MIA,AUG
2019-20,1610612748,MIA,Miami Heat,41900134,2020-08-24,MIA vs. IND,W,48.0,0.484,0.154,0.146,0.392,0.5,0.138,0.158,0.122,0,0,0,0,13,130,154,92,5,48,7,56,3,1,2019,2020,True,MIA,IND,AUG
2019-20,1610612748,MIA,Miami Heat,41900133,2020-08-22,MIA vs. IND,W,48.0,0.54,0.693,0.159,0.279,0.56,0.333,0.135,0.146,0,0,0,0,13,77,1,113,48,111,116,91,10,1,2019,2020,True,MIA,IND,AUG
2019-20,1610612748,MIA,Miami Heat,41900132,2020-08-20,MIA @ IND,W,48.0,0.592,0.368,0.173,0.222,0.519,0.247,0.175,0.239,0,0,0,0,13,30,28,136,106,61,62,26,73,1,2019,2020,False,IND,MIA,AUG
2019-20,1610612748,MIA,Miami Heat,41900131,2020-08-18,MIA @ IND,W,48.0,0.574,0.309,0.096,0.25,0.539,0.289,0.163,0.244,0,0,0,0,13,40,68,16,76,87,88,45,78,1,2019,2020,False,IND,MIA,AUG
